Customer Reference,Club Name,Date Created,Order Quantity,Shipped Quantity,Unshipped Quantity,Shipping Date,Sales Order Header Status
1341552,Rush Southern Maryland,2025-01-07,4,4,0,2025-01-13,SHIPPED
1341557,Rush Kansas Wichita,2025-01-07,4,4,0,2025-01-13,SHIPPED
1341559,Rush Ny Buffalo,2025-01-07,20,20,0,2025-01-14,SHIPPED
1341561,Rush Calico Hawks,2025-01-03,8,8,0,2025-01-08,SHIPPED
1341570,Rush Florida,2025-01-03,4,4,0,2025-01-08,SHIPPED
1341572,Rush Wisconsin,2025-01-03,11,11,0,2025-01-08,SHIPPED
1341573,Rush Pensacola Fc,2025-01-03,8,8,0,2025-01-16,SHIPPED
1341576,Rush North Carolina,2025-01-03,9,9,0,2025-01-08,SHIPPED
1341584,Rush Colorado,2025-01-03,3,3,0,2025-01-06,SHIPPED
1341587,Rush Tennessee Lobos,2025-01-03,4,4,0,2025-01-09,SHIPPED
1341588,Rush Pensacola Fc,2025-01-03,15,15,0,2025-01-24,SHIPPED
1341591,Rush Colorado,2025-01-03,12,12,0,2025-01-15,SHIPPED
1341593,Rush Ct East,2025-01-03,6,6,0,2025-01-10,SHIPPED
1341596,Rush Ct East,2025-01-03,3,3,0,2025-01-08,SHIPPED
1341622,Rush Ct East,2025-01-03,8,8,0,2025-01-09,SHIPPED
1341628,Rush Southern Maryland,2025-01-03,6,6,0,2025-01-20,SHIPPED
1341635,Rush Iowa,2025-01-03,3,3,0,2025-01-08,SHIPPED
1341638,Rush Tennessee Lobos,2025-01-03,2,2,0,2025-01-08,SHIPPED
1341641,Rush Minnesota,2025-01-03,6,6,0,2025-01-08,SHIPPED
1341644,Rush Southern Maryland,2025-01-03,12,12,0,2025-01-16,SHIPPED
1341657,Rush Emerald Coast United,2025-01-03,12,12,0,2025-01-16,SHIPPED
1341665,Rush Missouri,2025-01-03,6,6,0,2025-01-08,SHIPPED
1341673,Rush Pennsylvania,2025-01-03,4,4,0,2025-01-07,SHIPPED
1341677,Rush Union Georgia,2025-01-03,10,10,0,2025-01-10,SHIPPED
1341681,Rush Florida,2025-01-03,10,10,0,2025-01-13,SHIPPED
1341683,Rush Kansas,2025-01-03,4,4,0,2025-01-07,SHIPPED
1341701,Rush Virginia,2025-01-03,4,4,0,2025-01-08,SHIPPED
1341707,Rush United Fc,2025-01-03,4,4,0,2025-01-08,SHIPPED
1341718,Rush Columbia Missouri,2025-01-03,9,9,0,2025-01-09,SHIPPED
1341730,Rush Virginia,2025-01-03,1,1,0,2025-01-08,SHIPPED
1341731,Rush East Penn,2025-01-03,2,2,0,2025-01-22,SHIPPED
1341733,Rush Gateway,2025-01-03,4,4,0,2025-01-08,SHIPPED
1341744,Rush Southern Maryland,2025-01-03,4,4,0,2025-01-08,SHIPPED
1341746,Rush Coastal Perdido,2025-01-03,8,8,0,2025-01-22,SHIPPED
1341750,Rush Ny Buffalo,2025-01-03,1,1,0,2025-01-09,SHIPPED
1341760,Rush Twin Cities,2025-01-03,7,7,0,2025-01-08,SHIPPED
1341770,Rush Coastal Perdido,2025-01-03,3,3,0,2025-01-08,SHIPPED
1341781,Rush Ny Syracuse,2025-01-07,1,1,0,2025-01-14,SHIPPED
1341783,Rush North Carolina,2025-01-07,11,11,0,2025-01-14,SHIPPED
1341785,Rush United Fc,2025-01-04,9,9,0,2025-01-16,SHIPPED
1341793,Rush Nevada,2025-01-04,2,2,0,2025-01-08,SHIPPED
1341799,Rush Wisconsin South East,2025-01-04,6,6,0,2025-01-09,SHIPPED
1341801,Rush Missouri,2025-01-04,2,2,0,2025-01-08,SHIPPED
1341821,Rush Palm Beach,2025-01-04,20,20,0,2025-01-15,SHIPPED
1341836,Rush Chicago Oswego,2025-01-04,7,7,0,2025-01-09,SHIPPED
1341844,Rush Emerald Coast United,2025-01-04,12,12,0,2025-01-08,SHIPPED
1341872,Rush Emerald Coast United,2025-01-04,6,6,0,2025-01-24,SHIPPED
1341888,Rush Florida,2025-01-04,4,4,0,2025-01-08,SHIPPED
1341895,Rush Ct East,2025-01-04,4,4,0,2025-01-07,SHIPPED
1341898,Rush Ny Rochester,2025-01-04,1,1,0,2025-01-08,SHIPPED
1341924,Rush Tennessee Lobos,2025-01-04,7,7,0,2025-01-10,SHIPPED
1341928,Rush Idaho,2025-01-04,2,2,0,2025-01-07,SHIPPED
1341937,Rush Ny Rochester,2025-01-04,6,6,0,2025-01-09,SHIPPED
1341947,Rush Calico Hawks,2025-01-04,4,4,0,2025-01-08,SHIPPED
1341949,Rush Southern Maryland,2025-01-04,2,2,0,2025-01-08,SHIPPED
1341964,Rush Florida,2025-01-04,4,4,0,2025-01-08,SHIPPED
1341979,Rush Rock,2025-01-04,12,12,0,2025-01-15,SHIPPED
1342000,Rush Tennessee Lobos,2025-01-04,3,3,0,2025-01-08,SHIPPED
1342001,Rush Alaska,2025-01-04,6,6,0,2025-01-08,SHIPPED
1342002,Rush Tennessee Lobos,2025-01-04,3,3,0,2025-01-08,SHIPPED
1342025,Rush Minnesota,2025-01-04,17,17,0,2025-01-15,SHIPPED
1342037,Rush Missouri,2025-01-07,2,2,0,2025-01-14,SHIPPED
1342043,Rush Washington,2025-01-09,1,1,0,2025-01-20,SHIPPED
1342048,Rush Hawaii,2025-01-07,4,4,0,2025-01-10,SHIPPED
1342063,Rush Ny Rochester,2025-01-05,2,2,0,2025-01-09,SHIPPED
1342069,Rush Tennessee Lobos,2025-01-05,4,4,0,2025-01-08,SHIPPED
1342073,Rush Nevada,2025-01-05,1,1,0,2025-01-07,SHIPPED
1342084,Rush Florida,2025-01-05,3,3,0,2025-01-08,SHIPPED
1342088,Rush Tennessee Lobos,2025-01-05,4,4,0,2025-01-09,SHIPPED
1342094,Rush Ct Select,2025-01-05,4,4,0,2025-01-13,SHIPPED
1342104,Rush Colorado,2025-01-05,1,1,0,2025-01-08,SHIPPED
1342108,Rush Florida,2025-01-05,1,1,0,2025-01-07,SHIPPED
1342110,Rush Florida,2025-01-05,4,4,0,2025-01-09,SHIPPED
1342111,Rush Colorado,2025-01-05,8,8,0,2025-01-08,SHIPPED
1342117,Rush Hawaii,2025-01-05,7,7,0,2025-01-09,SHIPPED
1342122,Rush Tennessee Lobos,2025-01-05,3,3,0,2025-01-09,SHIPPED
1342124,Rush Fremont,2025-01-05,4,4,0,2025-01-07,SHIPPED
1342132,Rush Star Cincinnati,2025-01-05,3,3,0,2025-01-08,SHIPPED
1342139,Rush North Carolina,2025-01-05,7,7,0,2025-01-09,SHIPPED
1342149,Rush Ny Albany,2025-01-05,1,1,0,2025-01-09,SHIPPED
1342171,Rush Ny Albany,2025-01-05,1,1,0,2025-01-09,SHIPPED
1342187,Rush Ny Rochester,2025-01-05,12,12,0,2025-01-13,SHIPPED
1342190,Rush Minnesota,2025-01-05,2,2,0,2025-01-07,SHIPPED
1342195,Rush Emerald Coast United,2025-01-05,13,13,0,2025-01-15,SHIPPED
1342206,Rush Florida,2025-01-05,4,4,0,2025-01-09,SHIPPED
1342208,Rush Ny Buffalo,2025-01-05,9,9,0,2025-01-08,SHIPPED
1342219,Rush Tennessee Lobos,2025-01-05,6,6,0,2025-01-09,SHIPPED
1342221,Rush Chicago North,2025-01-05,4,4,0,2025-01-08,SHIPPED
1342222,Rush Kentucky,2025-01-05,12,12,0,2025-01-08,SHIPPED
1342223,Rush United Fc,2025-01-05,7,7,0,2025-01-09,SHIPPED
1342226,Rush Minnesota,2025-01-05,4,4,0,2025-01-07,SHIPPED
1342237,Rush Ny Buffalo,2025-01-05,13,13,0,2025-01-16,SHIPPED
1342259,Rush Ny Buffalo,2025-01-05,1,1,0,2025-01-07,SHIPPED
1342263,Rush Florida,2025-01-07,5,5,0,2025-01-16,SHIPPED
1342276,Rush Colorado,2025-01-07,12,12,0,2025-01-20,SHIPPED
1342296,Rush Pensacola Fc,2025-01-06,7,7,0,2025-01-09,SHIPPED
1342298,Rush Twin Cities,2025-01-06,2,2,0,2025-01-07,SHIPPED
1342299,Rush Twin Cities,2025-01-06,6,6,0,2025-01-09,SHIPPED
1342302,Rush Minnesota,2025-01-06,4,4,0,2025-01-07,SHIPPED
1342319,Rush Colorado,2025-01-06,12,12,0,2025-01-16,SHIPPED
1342327,Rush Chicago North Shore,2025-01-06,12,12,0,2025-01-15,SHIPPED
1342334,Rush North Carolina,2025-01-06,8,8,0,2025-01-14,SHIPPED
1342337,Rush Alaska,2025-01-06,7,7,0,2025-01-14,SHIPPED
1342350,Rush Hawaii,2025-01-06,12,12,0,2025-01-15,SHIPPED
1342351,Rush Idaho,2025-01-06,1,1,0,2025-01-09,SHIPPED
1342376,Rush Pennsylvania,2025-01-06,11,11,0,2025-01-14,SHIPPED
1342377,Rush Pennsylvania,2025-01-06,11,11,0,2025-01-14,SHIPPED
1342378,Rush Pennsylvania,2025-01-06,11,11,0,2025-01-13,SHIPPED
1342381,Rush Minnesota,2025-01-06,1,1,0,2025-01-09,SHIPPED
1342386,Rush Missouri,2025-01-06,1,1,0,2025-01-09,SHIPPED
1342393,Rush Canada,2025-01-07,6,6,0,2025-01-22,SHIPPED
1342396,Rush Ny Syracuse,2025-01-06,9,9,0,2025-01-15,SHIPPED
1342397,Rush La Krewe Lafayette,2025-01-06,2,2,0,2025-01-09,SHIPPED
1342408,Rush Coastal Bayside,2025-01-06,7,7,0,2025-01-22,SHIPPED
1342409,Rush Tennessee Lobos,2025-01-06,7,7,0,2025-02-24,SHIPPED
1342412,Rush Alaska,2025-01-06,7,7,0,2025-01-09,SHIPPED
1342419,Rush Emerald Coast United,2025-01-06,2,2,0,2025-01-14,SHIPPED
1342432,Rush Ny Select,2025-01-06,4,4,0,2025-01-09,SHIPPED
1342438,Rush Alabama,2025-01-06,1,1,0,2025-01-14,SHIPPED
1342456,Rush Iowa,2025-01-06,1,1,0,2025-01-09,SHIPPED
1342457,Rush Florida,2025-01-06,4,4,0,2025-01-17,SHIPPED
1342468,Rush Ny Rochester,2025-01-06,18,18,0,2025-01-15,SHIPPED
1342485,Rush South Texas,2025-01-06,16,16,0,2025-01-15,SHIPPED
1342518,Rush Idaho,2025-01-06,1,1,0,2025-01-09,SHIPPED
1342522,Rush Ny Syracuse,2025-01-06,3,3,0,2025-01-09,SHIPPED
1342523,Rush Hillsboro,2025-01-06,6,6,0,2025-01-10,SHIPPED
1342524,Rush Idaho,2025-01-06,5,5,0,2025-01-14,SHIPPED
1342525,Rush Ct East,2025-01-06,6,6,0,2025-01-10,SHIPPED
1342545,Rush Ct East,2025-01-06,7,7,0,2025-01-14,SHIPPED
1342546,Rush Ct East,2025-01-06,6,6,0,2025-01-14,SHIPPED
1342548,Rush Union Georgia,2025-01-06,4,4,0,2025-01-09,SHIPPED
1342557,Rush Union Georgia,2025-01-06,4,4,0,2025-01-16,SHIPPED
1342564,Rush Minnesota,2025-01-06,1,1,0,2025-01-09,SHIPPED
1342568,Rush Emerald Coast United,2025-01-06,10,10,0,2025-01-16,SHIPPED
1342572,Rush Ct East,2025-01-07,6,6,0,2025-01-17,SHIPPED
1342575,Rush Ny Syracuse,2025-01-07,2,2,0,2025-01-13,SHIPPED
1342576,Rush Kentucky,2025-01-07,6,6,0,2025-01-14,SHIPPED
1342578,Rush Union Georgia,2025-01-07,4,4,0,2025-01-13,SHIPPED
1342583,Rush Union Georgia,2025-01-07,4,4,0,2025-01-14,SHIPPED
1342585,Rush Ct East,2025-01-07,6,6,0,2025-01-13,SHIPPED
1342589,Rush Colorado,2025-01-07,5,5,0,2025-01-14,SHIPPED
1342591,Rush Ct East,2025-01-07,9,9,0,2025-01-21,SHIPPED
1342592,Rush Ct East,2025-01-07,5,5,0,2025-01-14,SHIPPED
1342594,Rush Ct East,2025-01-07,2,2,0,2025-01-14,SHIPPED
1342597,Rush Mississippi,2025-01-07,1,1,0,2025-01-09,SHIPPED
1342599,Rush Union Georgia,2025-01-07,6,6,0,2025-01-16,SHIPPED
1342601,Rush Twin Cities,2025-01-07,2,2,0,2025-01-14,SHIPPED
1342604,Rush Colorado,2025-01-07,3,3,0,2025-01-09,SHIPPED
1342616,Rush Pensacola Fc,2025-01-07,2,2,0,2025-01-16,SHIPPED
1342619,Rush Ct East,2025-01-07,6,6,0,2025-01-15,SHIPPED
1342624,Rush Kentucky,2025-01-07,6,6,0,2025-01-15,SHIPPED
1342627,Rush Pensacola Fc,2025-01-07,11,11,0,2025-01-16,SHIPPED
1342628,Rush Ct East,2025-01-07,7,7,0,2025-01-16,SHIPPED
1342631,Rush Colorado,2025-01-07,2,2,0,2025-01-14,SHIPPED
1342632,Rush Colorado,2025-01-07,4,4,0,2025-01-15,SHIPPED
1342634,Rush Canada,2025-01-07,8,8,0,2025-01-22,SHIPPED
1342636,Rush Ct East,2025-01-07,6,6,0,2025-01-15,SHIPPED
1342639,Rush Union Georgia,2025-01-07,5,5,0,2025-01-14,SHIPPED
1342652,Rush Emerald Coast United,2025-01-07,9,9,0,2025-01-17,SHIPPED
1342654,Rush Tennessee Lobos,2025-01-07,4,4,0,2025-01-14,SHIPPED
1342655,Rush Pensacola Fc,2025-01-07,11,11,0,2025-01-15,SHIPPED
1342683,Rush Florida,2025-01-07,2,2,0,2025-01-13,SHIPPED
1342694,Rush Pensacola Fc,2025-01-07,16,16,0,2025-01-21,SHIPPED
1342707,Rush Hawaii,2025-01-07,7,7,0,2025-01-14,SHIPPED
1342713,Rush La Krewe Lafayette,2025-01-07,4,4,0,2025-01-10,SHIPPED
1342715,Rush Union Georgia,2025-01-07,4,4,0,2025-01-13,SHIPPED
1342717,Rush Minnesota,2025-01-07,6,6,0,2025-01-14,SHIPPED
1342720,Rush Florida,2025-01-07,3,3,0,2025-01-15,SHIPPED
1342721,Rush Ct East,2025-01-07,7,7,0,2025-01-16,SHIPPED
1342724,Rush Union Georgia,2025-01-07,4,4,0,2025-01-15,SHIPPED
1342727,Rush Phoenix,2025-01-07,2,2,0,2025-01-10,SHIPPED
1342729,Rush Ct East,2025-01-07,6,6,0,2025-01-15,SHIPPED
1342734,Rush Ct East,2025-01-07,6,6,0,2025-01-15,SHIPPED
1342735,Rush Mississippi,2025-01-07,2,2,0,2025-01-15,SHIPPED
1342747,Rush Virginia,2025-01-07,5,5,0,2025-01-16,SHIPPED
1342749,Rush La Krewe Lafayette,2025-01-07,4,4,0,2025-01-16,SHIPPED
1342752,Rush Mississippi,2025-01-07,4,4,0,2025-01-14,SHIPPED
1342757,Rush Mississippi,2025-01-07,2,2,0,2025-01-15,SHIPPED
1342762,Rush Virginia,2025-01-07,5,5,0,2025-01-16,SHIPPED
1342763,Rush Pensacola Fc,2025-01-07,14,14,0,2025-01-22,SHIPPED
1342766,Rush Ct East,2025-01-07,6,6,0,2025-01-15,SHIPPED
1342776,Rush Mississippi,2025-01-07,1,1,0,2025-01-14,SHIPPED
1342782,Rush Pensacola Fc,2025-01-07,8,8,0,2025-01-21,SHIPPED
1342784,Rush Union Georgia,2025-01-07,4,4,0,2025-01-15,SHIPPED
1342789,Rush Colorado,2025-01-07,4,4,0,2025-01-14,SHIPPED
1342797,Rush Ct East,2025-01-07,8,8,0,2025-01-14,SHIPPED
1342799,Rush Coastal Bayside,2025-01-07,9,9,0,2025-01-15,SHIPPED
1342800,Rush Palm Beach,2025-01-07,10,10,0,2025-01-15,SHIPPED
1342802,Rush Ct East,2025-01-07,6,6,0,2025-01-16,SHIPPED
1342804,Rush Canada,2025-01-07,2,2,0,2025-01-22,SHIPPED
1342807,Rush Missouri,2025-01-07,6,6,0,2025-01-15,SHIPPED
1342817,Rush Virginia,2025-01-07,2,2,0,2025-01-13,SHIPPED
1342825,Rush Ny Select,2025-01-07,2,2,0,2025-01-14,SHIPPED
1342827,Rush Ct East,2025-01-07,6,6,0,2025-01-15,SHIPPED
1342829,Rush Rock,2025-01-07,5,5,0,2025-01-15,SHIPPED
1342831,Rush Minnesota,2025-01-07,6,6,0,2025-01-16,SHIPPED
1342833,Rush Select Academies,2025-01-07,17,17,0,2025-01-31,SHIPPED
1342841,Rush Chicago North,2025-01-07,1,1,0,2025-01-14,SHIPPED
1342844,Rush Ct East,2025-01-07,6,6,0,2025-01-15,SHIPPED
1342847,Rush Ny Rochester,2025-01-07,2,2,0,2025-01-13,SHIPPED
1342855,Rush Washington,2025-01-07,228,228,0,2025-01-15,SHIPPED
1342856,Rush Pensacola Fc,2025-01-07,9,9,0,2025-01-22,SHIPPED
1342861,Rush Coastal Perdido,2025-01-07,7,7,0,2025-01-16,SHIPPED
1342864,Rush Wisconsin,2025-01-07,15,15,0,2025-01-23,SHIPPED
1342869,Rush Missouri,2025-01-07,3,3,0,2025-01-10,SHIPPED
1342871,Rush Kentucky,2025-01-07,12,12,0,2025-01-15,SHIPPED
1342880,Rush Union Georgia,2025-01-07,4,4,0,2025-01-13,SHIPPED
1342881,Rush Ct East,2025-01-07,6,6,0,2025-01-15,SHIPPED
1342890,Rush Emerald Coast United,2025-01-07,2,2,0,2025-01-24,SHIPPED
1342900,Rush Tennessee Lobos,2025-01-09,4,4,0,2025-01-16,SHIPPED
