order_id,Club Name,First Order Date,Latest Ship Date,Total Products Ordered
1030232,Rush Kansas Wichita,2023-06-27,2023-08-10,7
1030235,Rush North Denver,2023-06-27,2023-07-12,6
1030236,Rush Flatirons,2023-06-27,2023-07-12,16
1030239,Rush Kansas Wichita,2023-06-27,2023-07-13,8
1030241,Rush Pensacola Fc,2023-06-27,2023-07-17,9
1030243,Rush North Denver,2023-06-27,2023-07-12,12
1030244,Rush North Carolina,2023-06-27,2023-07-13,12
1030247,Rush Kansas Wichita,2023-06-27,2023-07-17,10
1030250,Rush New Mexico,2023-06-27,2023-08-23,2
1030252,Rush Tennessee Lobos,2023-06-27,2023-07-12,7
1030255,Rush Virginia,2023-06-27,2023-07-14,14
1030258,Rush Kansas Wichita,2023-06-27,2023-07-13,6
1030261,Rush New Mexico,2023-06-27,2023-07-12,8
1030262,Rush Kansas Wichita,2023-06-27,2023-07-13,9
1030265,Rush California,2023-06-27,2023-07-12,2
1030266,Rush Virginia,2023-06-27,2023-07-13,13
1030273,Rush Colorado,2023-06-27,2023-07-26,15
1030275,Rush Chicago South,2023-06-27,2023-07-13,15
1030277,Rush Tennessee Lobos,2023-06-27,2023-07-13,6
1030279,Rush Union Georgia,2023-06-27,2023-07-13,12
1030284,Rush Northern Colorado,2023-06-27,2023-07-13,9
1030289,Rush Minnesota,2023-06-27,2023-07-13,6
1030290,Rush Kansas Wichita,2023-06-27,2023-07-13,6
1030298,Rush Missouri,2023-06-27,2023-07-12,14
1030302,Rush Chicago North,2023-06-27,2023-08-29,10
1030303,Rush Mountain,2023-06-27,2023-07-14,7
1030306,Rush Florida,2023-06-27,2023-07-13,11
1030308,Rush North Denver,2023-06-27,2023-07-28,13
1030311,Rush Kansas Wichita,2023-06-27,2023-07-19,14
1030312,Rush Tennessee Lobos,2023-06-27,2023-07-13,12
1030314,Rush Southwest Missouri,2023-06-27,2023-07-13,12
1030317,Rush North Denver,2023-06-27,2023-07-13,11
1030321,Rush Iowa,2023-06-27,2023-07-13,9
1030322,Rush Tennessee Lobos,2023-06-27,2023-07-14,8
1030325,Rush Tennessee Lobos,2023-06-27,2023-07-13,8
1030333,Rush Colorado,2023-06-27,2023-07-26,18
1030334,Rush Kansas Wichita,2023-06-27,2023-07-13,7
1030335,Rush Union Georgia,2023-06-27,2023-07-17,6
1030338,Rush Florida,2023-06-27,2023-07-14,18
1030339,Rush Chicago South,2023-06-27,2023-07-13,11
1030350,Rush Kansas Wichita,2023-06-27,2023-07-13,17
1030360,Rush Tennessee Lobos,2023-06-27,2023-07-19,11
1030365,Rush Missouri,2023-06-27,2023-07-13,9
1030373,Rush North Denver,2023-06-27,2023-07-27,14
1030375,Rush Pennsylvania,2023-06-27,2023-07-13,2
1030379,Rush Tennessee Lobos,2023-06-27,2023-07-17,9
1030380,Rush Missouri,2023-06-27,2023-07-13,12
1030388,Rush Iowa,2023-06-27,2023-07-13,8
1030389,Rush Colorado,2023-06-27,2023-07-14,12
1030390,Rush Tennessee Lobos,2023-06-27,2023-07-14,6
1030399,Rush Mississippi,2023-06-27,2023-07-14,15
1030400,Rush Chicago South,2023-06-27,2023-07-17,11
1030401,Rush Kansas Wichita,2023-06-27,2023-07-14,16
1030406,Rush Pennsylvania,2023-06-27,2023-07-17,12
1030413,Rush North Carolina,2023-06-27,2023-08-10,9
1030417,Rush Colorado,2023-06-27,2023-07-17,12
1030422,Rush Colorado,2023-06-27,2023-07-14,12
1030423,Rush Kansas Wichita,2023-06-27,2023-07-13,9
1030425,Rush Hillsboro,2023-06-27,2023-07-13,10
1030428,Rush Emerald Coast United,2023-06-27,2023-07-17,12
1030430,Rush Iowa South,2023-06-27,2023-07-18,7
1030436,Rush Chicago Oswego,2023-06-27,2023-07-14,9
1030437,Rush Union Georgia,2023-06-27,2023-07-14,12
1030440,Rush Kansas Wichita,2023-06-27,2023-07-14,18
1030442,Rush Columbia Missouri,2023-06-27,2023-07-13,9
1030444,Rush Tennessee Lobos,2023-06-27,2023-07-14,6
1030447,Rush Tennessee Lobos,2023-06-27,2023-07-14,7
1030450,Rush Missouri,2023-06-27,2023-07-14,7
1030451,Rush Maryland,2023-06-27,2023-07-14,7
1030454,Rush Columbia Missouri,2023-06-27,2023-07-17,7
1030457,Rush Chicago Oswego,2023-06-27,2023-07-13,10
1030459,Rush Tennessee Lobos,2023-06-27,2023-07-14,10
1030460,Rush Maryland,2023-06-27,2023-07-14,1
1030463,Rush Quad Cities,2023-06-27,2023-07-20,8
1030465,Rush Florida,2023-06-27,2023-07-14,13
1030466,Rush Southwest Missouri,2023-06-27,2023-07-13,12
1030473,Rush Kentucky,2023-06-27,2023-07-19,6
1030475,Rush Kansas Wichita,2023-06-27,2023-07-14,13
1030476,Rush Iowa,2023-06-27,2023-07-14,8
1030478,Rush Kansas Wichita,2023-06-27,2023-07-17,11
1030486,Rush Iowa,2023-06-27,2023-07-14,14
1030487,Rush Union Georgia,2023-06-27,2023-07-17,10
1030488,Rush Kansas Wichita,2023-06-27,2023-08-31,7
1030489,Rush Pensacola Fc,2023-06-27,2023-07-13,3
1030491,Rush Tennessee Lobos,2023-06-27,2023-07-14,12
1030494,Rush Kansas Wichita,2023-06-27,2023-07-21,11
1030499,Rush Tennessee Lobos,2023-06-27,2023-07-14,12
1030502,Rush Chicago North,2023-06-27,2023-07-13,9
1030503,Rush Kansas Wichita,2023-06-27,2023-07-14,11
1030521,Rush Iowa South,2023-06-27,2023-07-14,13
1030524,Rush Mississippi,2023-06-27,2023-07-13,9
1030532,Rush Bluffton,2023-06-27,2023-07-13,10
1030533,Rush Kansas Wichita,2023-06-27,2023-07-14,8
1030535,Rush Florida,2023-06-27,2023-07-14,10
1030546,Rush North Denver,2023-06-27,2023-07-14,23
1030553,Rush Kansas Wichita,2023-06-27,2023-07-14,8
1030554,Rush Missouri,2023-06-27,2023-07-19,11
1030559,Rush Northern Colorado,2023-06-27,2023-07-17,11
1030561,Rush North Denver,2023-06-27,2023-07-14,13
1030564,Rush Kansas Wichita,2023-06-27,2023-07-18,11
1030565,Rush Kansas Wichita,2023-06-27,2023-07-17,30
1030567,Rush Virginia,2023-06-27,2023-07-27,16
1030570,Rush Northern Colorado,2023-06-27,2023-07-14,18
1030571,Rush Tennessee Lobos,2023-06-27,2023-07-14,8
1030573,Rush Northern Colorado,2023-06-27,2023-07-17,16
1030575,Rush Union Georgia,2023-06-27,2023-07-14,12
1030577,Rush Mississippi,2023-06-27,2023-07-13,6
1030580,Rush Emerald Coast United,2023-06-27,2023-07-14,10
1030587,Rush Emerald Coast United,2023-06-27,2023-07-17,9
1030588,Rush Virginia,2023-06-27,2023-07-17,7
1030592,Rush Kansas,2023-06-27,2023-07-20,22
1030595,Rush Coastal Perdido,2023-06-27,2023-07-14,16
1030596,Rush New Mexico,2023-06-27,2023-07-14,14
1030597,Rush Tennessee Lobos,2023-06-27,2023-07-14,2
1030599,Rush Iowa North,2023-06-27,2023-07-17,11
1030600,Rush Virginia,2023-06-27,2023-07-17,11
1030601,Rush Missouri,2023-06-27,2023-07-17,9
1030604,Rush Colorado,2023-06-27,2023-07-17,12
1030607,Rush Emerald Coast United,2023-06-27,2023-07-18,10
1030613,Rush Tennessee Lobos,2023-06-27,2023-07-14,6
1030614,Rush Mississippi,2023-06-27,2023-07-17,19
1030619,Rush Flatirons,2023-06-27,2023-07-14,10
1030622,Rush Missouri,2023-06-27,2023-07-17,12
1030623,Rush Mississippi,2023-06-27,2023-07-14,10
1030628,Rush Missouri,2023-06-27,2023-07-19,12
1030631,Rush North Denver,2023-06-27,2023-07-14,17
1030633,Rush Kansas Wichita,2023-06-27,2023-07-14,7
1030634,Rush Southern Maryland,2023-06-27,2023-07-14,6
1030635,Rush Mississippi,2023-06-27,2023-07-14,15
1030639,Rush Mississippi,2023-06-27,2023-07-13,21
1030648,Rush Quad Cities,2023-06-27,2023-07-20,6
1030650,Rush Chicago North,2023-06-27,2023-07-13,9
1030651,Rush Union Georgia,2023-06-27,2023-07-14,9
1030657,Rush Chicago North,2023-06-27,2023-07-13,9
1030663,Rush Tennessee Lobos,2023-06-27,2023-07-14,6
1030672,Rush Phoenix,2023-06-27,2023-07-14,10
1030673,Rush Mississippi,2023-06-27,2023-07-17,17
1030677,Rush Chicago North,2023-06-27,2023-08-30,14
1030679,Rush Tennessee Lobos,2023-06-27,2023-07-14,6
1030694,Rush Columbia Missouri,2023-06-27,2023-07-14,6
1030697,Rush Tennessee Lobos,2023-06-27,2023-07-14,8
1030698,Rush Kansas Wichita,2023-06-27,2023-07-13,6
1030702,Rush Union Georgia,2023-06-27,2023-07-14,13
1030713,Rush Colorado,2023-06-27,2023-07-18,12
1030719,Rush Tennessee Lobos,2023-06-27,2023-07-14,10
1030720,Rush Kansas Wichita,2023-06-27,2023-07-14,8
1030721,Rush Iowa,2023-06-27,2023-07-14,8
1030722,Rush North Denver,2023-06-27,2023-07-14,11
1030729,Rush New Mexico,2023-06-27,2023-07-19,7
1030735,Rush Kansas Wichita,2023-06-27,2023-07-14,3
1030738,Rush Florida,2023-06-27,2023-07-17,16
1030741,Rush Southwest Missouri,2023-06-27,2023-07-25,12
1030746,Rush Missouri,2023-06-27,2023-07-14,13
1030753,Rush Kansas Wichita,2023-06-27,2023-07-13,10
1030757,Rush Virginia,2023-06-27,2023-07-14,11
1030759,Rush Virginia,2023-06-27,2023-07-14,12
1030760,Rush Iowa South,2023-06-27,2023-07-14,6
1030761,Rush Missouri,2023-06-27,2023-07-14,20
1030764,Rush Kansas Wichita,2023-06-27,2023-07-14,11
1030766,Rush Florida,2023-06-27,2023-07-17,15
1030767,Rush Columbia Missouri,2023-06-27,2023-07-14,12
1030768,Rush Union Georgia,2023-06-27,2023-07-14,10
1030771,Rush Emerald Coast United,2023-06-27,2023-07-27,14
1030775,Rush Missouri,2023-06-27,2023-07-13,6
1030776,Rush Southern Maryland,2023-06-27,2023-08-01,6
1030780,Rush West Texas,2023-06-27,2023-07-14,10
1030791,Rush Mississippi,2023-06-27,2023-07-14,12
1030800,Rush Southwest Missouri,2023-06-27,2023-07-17,20
1030806,Rush Iowa South,2023-06-27,2023-07-13,7
1030807,Rush Union Georgia,2023-06-27,2023-07-13,11
1030815,Rush California,2023-06-27,2023-07-13,4
1030832,Rush Kansas Wichita,2023-06-27,2023-07-13,11
1030836,Rush Colorado,2023-06-27,2023-07-17,15
1030837,Rush Missouri,2023-06-27,2023-07-13,12
1030838,Rush Mississippi,2023-06-27,2023-07-13,6
1030846,Rush Missouri,2023-06-27,2023-07-13,5
1030849,Rush Mississippi,2023-06-27,2023-07-13,18
1030851,Rush Bluffton,2023-06-27,2023-07-13,18
1030852,Rush Tennessee Lobos,2023-06-27,2023-07-19,12
1030854,Rush Chicago Oswego,2023-06-27,2023-07-13,9
1030856,Rush Alabama,2023-06-27,2023-07-14,7
1030858,Rush Coastal Perdido,2023-06-27,2023-07-14,10
1030865,Rush Tennessee Lobos,2023-06-27,2023-07-14,12
1030867,Rush Emerald Coast United,2023-06-27,2023-07-17,17
1030868,Rush Iowa South,2023-06-27,2023-07-14,8
1030870,Rush Columbia Missouri,2023-06-27,2023-07-13,6
1030882,Rush San Jose,2023-06-27,2023-07-13,6
1030885,Rush Coastal Bayside,2023-06-27,2023-07-17,33
1030902,Rush Iowa North,2023-06-27,2023-07-17,9
1030909,Rush Union Georgia,2023-06-27,2023-08-16,10
1030913,Rush Iowa South,2023-06-27,2023-07-13,3
1030914,Rush Chicago Oswego,2023-06-27,2023-07-13,10
1030916,Rush Bluffton,2023-06-27,2023-07-14,9
1030917,Rush Tennessee Lobos,2023-06-27,2023-07-14,20
1030919,Rush Missouri,2023-06-27,2023-07-14,11
1030922,Rush Chicago Oswego,2023-06-27,2023-07-17,11
1030924,Rush Chicago South,2023-06-27,2023-07-17,11
1030929,Rush Missouri,2023-06-27,2023-07-25,12
1030930,Rush Tennessee Lobos,2023-06-27,2023-07-14,12
1030934,Rush Missouri,2023-06-27,2023-07-20,15
1030935,Rush Bluffton,2023-06-27,2023-07-17,11
1030937,Rush Kansas Wichita,2023-06-27,2023-08-25,8
1030939,Rush Colorado,2023-06-27,2023-07-19,15
1030940,Rush Virginia,2023-06-27,2023-07-14,15
1030942,Rush Columbia Missouri,2023-06-27,2023-07-13,13
1030943,Rush Columbia Missouri,2023-06-27,2023-08-30,11
1030949,Rush Tennessee Lobos,2023-06-27,2023-07-14,10
1030955,Rush Minnesota,2023-06-27,2023-07-14,6
1030961,Rush New Mexico,2023-06-27,2023-07-13,8
1030967,Rush Minnesota,2023-06-27,2023-07-17,6
1030968,Rush Missouri,2023-06-27,2023-07-14,5
1030971,Rush Kansas Wichita,2023-06-27,2023-07-13,6
1030972,Rush Union Georgia,2023-06-27,2023-07-14,13
1030974,Rush Kansas Wichita,2023-06-27,2023-07-17,15
1030980,Rush New Mexico,2023-06-27,2023-07-14,8
1030987,Rush North Denver,2023-06-27,2023-07-13,12
1030992,Rush Kansas Wichita,2023-06-27,2023-07-19,6
1030996,Rush Missouri,2023-06-27,2023-07-19,9
1030997,Rush Union Georgia,2023-06-27,2023-07-14,12
1030998,Rush Phoenix,2023-06-27,2023-07-17,9
1031002,Rush Chicago North,2023-06-27,2023-07-13,9
1031004,Rush Union Georgia,2023-06-27,2023-07-14,20
1031006,Rush Tennessee Lobos,2023-06-27,2023-07-14,6
1031008,Rush Chicago North,2023-06-27,2023-07-13,9
1031013,Rush Coastal Bayside,2023-06-27,2023-07-14,20
1031016,Rush Union Georgia,2023-06-27,2023-07-14,9
1031022,Rush Iowa North,2023-06-27,2023-07-13,8
1031027,Rush New Mexico,2023-06-27,2023-07-13,7
1031039,Rush Kansas Wichita,2023-06-27,2023-07-13,10
1031041,Rush Northern Colorado,2023-06-27,2023-07-18,13
1031044,Rush California,2023-06-27,2023-07-13,9
1031049,Rush North Denver,2023-06-27,2023-07-17,24
1031050,Rush Iowa,2023-06-27,2023-07-13,16
1031053,Rush Atletico Nv,2023-06-27,2023-07-17,10
1031058,Rush Tennessee Lobos,2023-06-27,2023-07-14,9
1031067,Rush Tennessee Lobos,2023-06-27,2023-07-24,19
1031070,Rush Tennessee Lobos,2023-06-27,2023-07-14,11
1031074,Rush Northern Colorado,2023-06-27,2023-07-17,10
1031075,Rush Southwest Missouri,2023-06-27,2023-07-14,12
1031078,Rush Kansas Wichita,2023-06-27,2023-07-13,6
1031084,Rush Southwest Missouri,2023-06-27,2023-07-13,12
1031086,Rush Phoenix,2023-06-27,2023-08-25,13
1031088,Rush Tennessee Lobos,2023-06-27,2023-07-14,9
1031091,Rush Washington,2023-06-27,2023-08-28,5
1031095,Rush Colorado,2023-06-27,2023-07-17,12
1031097,Rush Kansas Wichita,2023-06-27,2023-07-13,6
1031100,Rush Kansas Wichita,2023-06-27,2023-07-13,6
1031101,Rush Missouri,2023-06-27,2023-07-17,12
1031107,Rush Southwest Missouri,2023-06-27,2023-07-20,11
1031114,Rush Chicago North,2023-06-27,2023-07-13,13
1031119,Rush Mississippi,2023-06-27,2023-07-13,13
1031122,Rush Columbia Missouri,2023-06-27,2023-07-14,7
1031123,Rush Kansas Wichita,2023-06-27,2023-07-19,25
1031125,Rush Tennessee Lobos,2023-06-27,2023-07-14,7
1031134,Rush Washington,2023-06-27,2023-07-14,8
1031135,Rush Mississippi,2023-06-27,2023-07-14,10
1031141,Rush Tennessee Lobos,2023-06-27,2023-07-14,10
1031145,Rush Colorado,2023-06-27,2023-07-17,16
1031146,Rush West Texas,2023-06-27,2023-07-13,6
1031149,Rush Missouri,2023-06-27,2023-07-14,8
1031158,Rush Colorado,2023-06-27,2023-07-17,16
1031165,Rush Washington,2023-06-27,2023-07-13,2
1031172,Rush Tennessee Lobos,2023-06-27,2023-07-17,11
1031175,Rush Kentucky,2023-06-27,2023-07-14,12
1031182,Rush Coastal Bayside,2023-06-27,2023-07-12,8
1031184,Rush Colorado,2023-06-28,2023-07-13,12
1031186,Rush Hillsboro,2023-06-28,2023-07-12,9
1031188,Rush San Jose,2023-06-28,2023-07-12,4
1031191,Rush Alabama,2023-06-28,2023-08-10,7
1031199,Rush Washington,2023-06-28,2023-07-13,4
1031202,Rush Washington,2023-06-28,2023-07-14,5
1031204,Rush Washington,2023-06-28,2023-07-13,12
1031211,Rush Iowa,2023-06-28,2023-07-12,10
1031219,Rush Florida,2023-06-28,2023-07-14,20
1031224,Rush Kansas Wichita,2023-06-28,2023-07-21,20
1031228,Rush Tennessee Lobos,2023-06-28,2023-07-12,6
1031245,Rush Missouri,2023-06-28,2023-07-12,7
1031246,Rush Mississippi,2023-06-28,2023-07-12,15
1031249,Rush Missouri,2023-06-28,2023-07-14,1
1031250,Rush Quad Cities,2023-06-28,2023-07-20,7
1031258,Rush Maryland,2023-06-28,2023-07-12,9
1031260,Rush Virginia,2023-06-28,2023-08-11,14
1031262,Rush Virginia,2023-06-28,2023-07-13,17
1031263,Rush Chicago North Shore,2023-06-28,2023-07-12,12
1031274,Rush Tennessee Lobos,2023-06-28,2023-07-13,12
1031288,Rush Minnesota,2023-06-28,2023-07-12,12
1031289,Rush Missouri,2023-06-28,2023-07-12,11
1031290,Rush Iowa,2023-06-28,2023-07-12,8
1031293,Rush Mississippi,2023-06-28,2023-07-13,26
1031298,Rush Alabama,2023-06-28,2023-07-12,5
1031301,Rush Mississippi,2023-06-28,2023-07-13,19
1031308,Rush Southwest Missouri,2023-06-28,2023-07-13,12
1031309,Rush Union Georgia,2023-06-28,2023-07-13,20
1031312,Rush Iowa,2023-06-28,2023-07-13,13
1031315,Rush Coastal Perdido,2023-06-28,2023-07-13,3
1031316,Rush Chicago South,2023-06-28,2023-07-14,16
1031318,Rush Chicago West,2023-06-28,2023-07-14,21
1031320,Rush Tennessee Lobos,2023-06-28,2023-07-13,18
1031321,Rush Colorado,2023-06-28,2023-07-14,12
1031323,Rush Flatirons,2023-06-28,2023-07-13,8
1031330,Rush Missouri,2023-06-28,2023-07-18,8
1031331,Rush Iowa,2023-06-28,2023-07-13,9
1031337,Rush Iowa South,2023-06-28,2023-07-13,6
1031339,Rush Coastal Bayside,2023-06-28,2023-07-13,12
1031341,Rush Missouri,2023-06-28,2023-07-13,5
1031351,Rush Missouri,2023-06-28,2023-07-13,9
1031354,Rush Mississippi,2023-06-28,2023-07-12,13
1031364,Rush Mountain,2023-06-28,2023-07-12,9
1031367,Rush Idaho,2023-06-28,2023-07-12,11
1031373,Rush Virginia,2023-06-28,2023-07-13,15
1031374,Rush Tennessee Lobos,2023-06-28,2023-07-12,8
1031383,Rush Missouri,2023-06-28,2023-07-12,10
1031384,Rush Hillsboro,2023-06-28,2023-07-12,12
1031388,Rush Union Georgia,2023-06-28,2023-07-12,9
1031390,Rush Southwest Missouri,2023-06-28,2023-07-12,15
1031396,Rush Union Georgia,2023-06-28,2023-07-12,2
1031401,Rush Columbia Missouri,2023-06-28,2023-07-12,6
1031402,Rush Kansas,2023-06-28,2023-07-20,13
1031404,Rush Columbia Missouri,2023-06-28,2023-07-12,6
1031408,Rush Union Georgia,2023-06-28,2023-07-13,1
1031409,Rush Kansas,2023-06-28,2023-07-13,15
1031413,Rush Pensacola Fc,2023-06-28,2023-07-17,26
1031418,Rush Idaho,2023-06-28,2023-07-13,4
1031420,Rush Missouri,2023-06-28,2023-07-13,6
1031425,Rush Iowa South,2023-06-28,2023-07-13,4
1031428,Rush Florida,2023-06-28,2023-07-14,10
1031435,Rush Florida,2023-06-28,2023-07-13,10
1031436,Rush Kansas,2023-06-28,2023-07-24,31
1031439,Rush Kansas,2023-06-28,2023-07-20,11
1031440,Rush Missouri,2023-06-28,2023-07-14,12
1031444,Rush Kansas Wichita,2023-06-28,2023-07-13,6
1031446,Rush Iowa South,2023-06-28,2023-07-13,15
1031451,Rush Iowa,2023-06-28,2023-07-18,9
1031467,Rush Kansas,2023-06-28,2023-07-19,12
1031473,Rush Pennsylvania,2023-06-28,2023-07-14,51
1031480,Rush Union Georgia,2023-06-28,2023-07-13,9
1031481,Rush Colorado,2023-06-28,2023-07-17,15
1031482,Rush Kentucky,2023-06-28,2023-07-13,9
1031483,Rush Washington,2023-06-28,2023-07-17,10
1031485,Rush Iowa,2023-06-28,2023-08-02,5
1031490,Rush Kansas,2023-06-28,2023-07-19,10
1031496,Rush Iowa,2023-06-28,2023-07-14,10
1031497,Rush Tennessee Lobos,2023-06-28,2023-07-13,12
1031500,Rush Washington,2023-06-28,2023-08-08,18
1031504,Rush Florida,2023-06-28,2023-07-13,11
1031509,Rush Colorado,2023-06-28,2023-07-17,15
1031511,Rush Iowa,2023-06-28,2023-07-14,8
1031514,Rush Mississippi,2023-06-28,2023-07-13,9
1031518,Rush Tennessee Lobos,2023-06-28,2023-07-14,6
1031520,Rush North Denver,2023-06-28,2023-07-14,13
1031522,Rush Tennessee Lobos,2023-06-28,2023-07-12,6
1031524,Rush Missouri,2023-06-28,2023-07-13,12
1031525,Rush Alabama,2023-06-28,2023-07-13,5
1031527,Rush Union Georgia,2023-06-28,2023-07-14,16
1031529,Rush Csra,2023-06-28,2023-07-14,6
1031531,Rush Union Georgia,2023-06-28,2023-07-14,9
1031532,Rush Kansas Wichita,2023-06-28,2023-07-14,11
1031540,Rush Minnesota,2023-06-28,2023-07-14,6
1031541,Rush Florida,2023-06-28,2023-07-14,11
1031542,Rush Missouri,2023-06-28,2023-08-01,10
1031543,Rush Mississippi,2023-06-28,2023-07-17,8
1031549,Rush Union Georgia,2023-06-28,2023-07-14,12
1031557,Rush Tennessee Lobos,2023-06-28,2023-07-14,7
1031567,Rush Mississippi,2023-06-28,2023-07-14,13
1031569,Rush Kansas Wichita,2023-06-28,2023-07-14,7
1031573,Rush Chicago North,2023-06-28,2023-07-14,18
1031575,Rush Kansas Wichita,2023-06-28,2023-07-13,6
1031581,Rush Emerald Coast United,2023-06-28,2023-07-12,26
1031582,Rush Union Georgia,2023-06-28,2023-07-14,4
1031584,Rush Emerald Coast United,2023-06-28,2023-07-14,6
1031585,Rush Phoenix,2023-06-28,2023-07-14,10
1031586,Rush Iowa,2023-06-28,2023-07-13,14
1031594,Rush Florida,2023-06-28,2023-07-13,10
1031600,Rush Kansas Wichita,2023-06-28,2023-07-12,8
1031605,Rush Alabama,2023-06-28,2023-07-12,6
1031606,Rush Union Georgia,2023-06-28,2023-07-13,12
1031610,Rush Tennessee Lobos,2023-06-28,2023-07-12,6
1031616,Rush Iowa North,2023-06-28,2023-07-24,14
1031617,Rush California,2023-06-28,2023-07-14,1
1031619,Rush Minnesota,2023-06-28,2023-07-13,8
1031626,Rush Kansas Wichita,2023-06-28,2023-08-01,19
1031637,Rush Tennessee Lobos,2023-06-28,2023-07-12,8
1031646,Rush Iowa South,2023-06-28,2023-07-13,6
1031649,Rush Washington,2023-06-28,2023-07-12,4
1031660,Rush Phoenix,2023-06-28,2023-08-16,9
1031665,Rush Florida,2023-06-28,2023-07-13,10
1031675,Rush Iowa,2023-06-28,2023-07-13,8
1031679,Rush Tennessee Lobos,2023-06-28,2023-07-13,12
1031680,Rush West Texas,2023-06-28,2023-07-13,9
1031684,Rush Tennessee Lobos,2023-06-28,2023-07-12,6
1031685,Rush North Denver,2023-06-28,2023-07-13,10
1031687,Rush Iowa,2023-06-28,2023-07-13,8
1031690,Rush Washington,2023-06-28,2023-07-14,7
1031692,Rush Missouri,2023-06-28,2023-07-13,9
1031694,Rush Emerald Coast United,2023-06-28,2023-07-14,3
1031701,Rush Colorado,2023-06-28,2023-07-13,12
1031702,Rush Iowa South,2023-06-28,2023-07-13,7
1031705,Rush Tennessee Lobos,2023-06-28,2023-07-13,8
1031706,Rush Washington,2023-06-28,2023-07-21,8
1031707,Rush Kansas,2023-06-28,2023-07-26,17
1031708,Rush Florida,2023-06-28,2023-07-13,12
1031710,Rush Tennessee Lobos,2023-06-28,2023-07-13,3
1031712,Rush Chicago West,2023-06-28,2023-07-13,11
1031713,Rush Mississippi,2023-06-28,2023-07-13,10
1031715,Rush Colorado,2023-06-28,2023-07-18,15
1031716,Rush Minnesota,2023-06-28,2023-07-13,6
1031722,Rush Emerald Coast United,2023-06-28,2023-08-31,14
1031724,Rush Florida,2023-06-28,2023-07-13,12
1031727,Rush Mississippi,2023-06-28,2023-07-13,19
1031732,Rush Chicago South,2023-06-28,2023-07-13,9
1031740,Rush Coastal Bayside,2023-06-28,2023-07-13,15
1031741,Rush Union Georgia,2023-06-28,2023-07-13,9
1031743,Rush Kansas,2023-06-28,2023-07-19,11
1031745,Rush Missouri,2023-06-28,2023-07-13,7
1031747,Rush Mississippi,2023-06-28,2023-07-13,15
1031749,Rush Coastal Bayside,2023-06-28,2023-07-14,18
1031752,Rush Iowa,2023-06-28,2023-07-13,21
1031753,Rush Kansas Wichita,2023-06-28,2023-07-19,11
1031759,Rush Columbia Missouri,2023-06-28,2023-07-12,6
1031766,Rush Washington,2023-06-28,2023-07-13,8
1031775,Rush Iowa,2023-06-28,2023-07-12,8
1031780,Rush Iowa,2023-06-28,2023-07-12,10
1031784,Rush Florida,2023-06-28,2023-07-12,10
1031790,Rush Mississippi,2023-06-28,2023-07-19,15
1031792,Rush Alabama,2023-06-28,2023-07-13,7
1031793,Rush Union Georgia,2023-06-28,2023-07-12,6
1031800,Rush Emerald Coast United,2023-06-28,2023-07-14,3
1031811,Rush Southern Maryland,2023-06-28,2023-07-14,7
1031815,Rush Coastal Bayside,2023-06-28,2023-07-13,9
1031820,Rush Emerald Coast United,2023-06-28,2023-08-16,6
1031825,Rush Kansas Wichita,2023-06-28,2023-07-13,9
1031826,Rush Florida,2023-06-28,2023-07-14,10
1031831,Rush Kansas,2023-06-28,2023-07-19,12
1031841,Rush Southwest Missouri,2023-06-28,2023-07-13,12
1031842,Rush Alabama,2023-06-28,2023-07-13,12
1031843,Rush Alabama,2023-06-28,2023-07-13,10
1031847,Rush Chicago North,2023-06-28,2023-07-14,5
1031849,Rush Colorado,2023-06-28,2023-07-18,14
1031853,Rush Missouri,2023-06-28,2023-07-14,8
1031858,Rush Mississippi,2023-06-28,2023-07-13,13
1031861,Rush Colorado,2023-06-28,2023-07-17,12
1031863,Rush Minnesota,2023-06-28,2023-07-14,6
1031867,Rush Maryland,2023-06-28,2023-07-13,16
1031870,Rush Kansas Wichita,2023-06-28,2023-07-13,7
1031871,Rush Iowa,2023-06-28,2023-07-13,6
1031874,Rush Kansas,2023-06-28,2023-07-19,14
1031878,Rush Virginia,2023-06-28,2023-07-18,9
1031886,Rush Washington,2023-06-28,2023-07-14,6
1031887,Rush North Denver,2023-06-28,2023-07-13,19
1031888,Rush Mississippi,2023-06-28,2023-07-13,10
1031893,Rush Emerald Coast United,2023-06-28,2023-07-14,14
1031897,Rush Southwest Missouri,2023-06-28,2023-07-14,19
1031902,Rush Virginia,2023-06-28,2023-07-17,14
1031903,Rush North Carolina,2023-06-28,2023-07-14,6
1031904,Rush Kansas Wichita,2023-06-28,2023-07-13,11
1031906,Rush Kansas,2023-06-28,2023-07-20,12
1031910,Rush Emerald Coast United,2023-06-28,2023-07-17,13
1031911,Rush Southwest Missouri,2023-06-28,2023-07-25,23
1031912,Rush Mississippi,2023-06-28,2023-08-31,19
1031916,Rush Kansas,2023-06-28,2023-07-20,11
1031921,Rush Kansas Wichita,2023-06-28,2023-07-13,7
1031927,Rush Missouri,2023-06-28,2023-07-14,8
1031933,Rush Hawaii,2023-06-28,2023-07-14,8
1031934,Rush Tennessee Lobos,2023-06-28,2023-07-14,8
1031940,Rush Hawaii,2023-06-28,2023-07-10,1
1031942,Rush Southwest Missouri,2023-06-28,2023-07-13,12
1031946,Rush Coastal Perdido,2023-06-28,2023-07-14,10
1031948,Rush Northern Colorado,2023-06-28,2023-07-21,12
1031951,Rush Missouri,2023-06-28,2023-07-13,12
