order_id,Club Name,First Order Date,Latest Ship Date,Total Products Ordered
1077743,Rush Union Georgia,2023-08-02,2023-09-06,4
1077744,Rush Mississippi,2023-08-02,2023-09-13,6
1077752,Rush Union Georgia,2023-08-02,2023-09-06,5
1077759,Rush Fremont,2023-08-02,2023-09-12,12
1077761,Rush Wisconsin West,2023-08-02,2023-09-27,6
1077768,Rush Florida,2023-08-02,2023-09-12,7
1077770,Rush Psd,2023-08-02,2023-09-18,11
1077776,Rush Iowa,2023-08-02,2023-09-06,6
1077782,Rush Florida,2023-08-02,2023-09-12,4
1077788,Rush La Krewe Lafayette,2023-08-02,2023-10-02,8
1077789,Rush Rock,2023-08-02,2023-09-18,4
1077791,Rush West Texas,2023-08-02,2023-09-18,4
1077795,Rush Gateway,2023-08-02,2023-09-15,6
1077799,Rush La Krewe Lafayette,2023-08-02,2023-09-27,8
1077801,Rush Mississippi,2023-08-02,2023-09-20,12
1077802,Rush Wisconsin South East,2023-08-02,2023-09-22,16
1077803,Rush Fremont,2023-08-02,2023-09-12,4
1077812,Rush Virginia,2023-08-02,2023-09-26,4
1077817,Rush North Carolina,2023-08-02,2023-09-25,10
1077819,Rush Bluffton,2023-08-02,2023-09-15,11
1077823,Rush Colorado,2023-08-02,2023-09-21,12
1077828,Rush Fremont,2023-08-02,2023-09-14,4
1077830,Rush Amarillo,2023-08-02,2023-09-21,11
1077834,Rush Bluffton,2023-08-02,2023-09-08,6
1077839,Rush Iowa,2023-08-02,2023-09-05,4
1077843,Rush Idaho,2023-08-02,2023-09-26,11
1077851,Rush Wisconsin West,2023-08-02,2023-09-25,6
1077856,Rush Pikes Peak,2023-08-02,2023-09-18,11
1077871,Rush Fremont,2023-08-02,2023-09-11,6
1077879,Rush Wisconsin South East,2023-08-02,2023-09-20,6
1077893,Rush Bluffton,2023-08-02,2023-09-07,6
1077894,Rush Colorado,2023-08-02,2023-09-18,1
1077905,Rush Northern Colorado,2023-08-02,2023-09-15,9
1077906,Rush Virginia,2023-08-02,2023-09-27,7
1077911,Rush West Texas,2023-08-02,2023-09-21,9
1077912,Rush Ny Albany,2023-08-02,2023-10-16,16
1077914,Rush West Texas,2023-08-02,2023-09-18,9
1077917,Rush Minnesota,2023-08-02,2023-09-22,4
1077927,Rush West Texas,2023-08-02,2023-09-20,1
1077929,Rush Ct East,2023-08-02,2023-09-25,2
1077933,Rush West Texas,2023-08-02,2023-09-21,12
1077935,Rush Ac Delray,2023-08-02,2023-09-07,14
1077937,Rush Ct East,2023-08-02,2023-09-26,2
1077939,Rush Gateway,2023-08-02,2023-09-15,15
1077940,Rush Virginia,2023-08-02,2023-09-22,5
1077944,Rush Coastal Perdido,2023-08-02,2023-09-04,2
1077945,Rush Lfa,2023-08-02,2023-09-15,14
1077946,Rush Mountains,2023-08-02,2023-09-29,11
1077954,Rush Iowa,2023-08-02,2023-09-05,11
1077955,Rush Virginia,2023-08-02,2023-09-27,9
1077967,Rush Gateway,2023-08-02,2023-09-11,2
1077971,Rush Rock,2023-08-02,2023-09-08,6
1077976,Rush Virginia,2023-08-02,2023-09-22,5
1077977,Rush New Mexico,2023-08-02,2023-09-27,16
1077982,Rush Florida,2023-08-02,2023-09-15,10
1077988,Rush Northern Colorado,2023-08-02,2023-09-12,4
1077989,Rush Rock,2023-08-02,2023-09-08,6
1077991,Rush Unity Fc And Pa,2023-08-02,2023-09-22,10
1077997,Rush Missouri,2023-08-02,2023-09-11,7
1078001,Rush Fremont,2023-08-02,2023-09-11,4
1078002,Rush Mississippi,2023-08-02,2023-09-15,8
1078005,Rush Delmarva,2023-08-02,2023-09-27,8
1078006,Rush Mississippi,2023-08-02,2023-09-12,6
1078009,Rush Chicago West,2023-08-02,2023-09-08,9
1078010,Rush Southwest Virginia,2023-08-02,2023-09-22,6
1078016,Rush Kansas Wichita,2023-08-02,2023-09-11,2
1078020,Rush Virginia,2023-08-02,2023-09-29,7
1078026,Rush Northern Colorado,2023-08-02,2023-09-15,12
1078030,Rush Union Georgia,2023-08-02,2023-09-06,4
1078033,Rush Idaho,2023-08-02,2023-09-22,9
1078036,Rush Union Georgia,2023-08-02,2023-09-08,4
1078037,Rush Idaho,2023-08-02,2023-09-22,10
1078038,Rush Missouri,2023-08-02,2023-09-12,7
1078046,Rush Colorado,2023-08-02,2023-09-14,5
1078047,Rush Rock,2023-08-02,2023-09-08,8
1078062,Rush Fort Lauderdale,2023-08-02,2023-09-21,14
1078064,Rush Mississippi,2023-08-02,2023-09-12,1
1078076,Rush Delmarva,2023-08-02,2023-09-27,13
1078081,Rush North Denver,2023-08-02,2023-09-18,4
1078085,Rush Florida,2023-08-02,2023-09-12,7
1078088,Rush New Mexico,2023-08-02,2023-09-22,5
1078093,Rush North Carolina,2023-08-02,2023-09-27,8
1078097,Rush Wisconsin,2023-08-02,2023-09-15,4
1078100,Rush Columbia Missouri,2023-08-02,2023-09-07,8
1078101,Rush Quad Cities,2023-08-02,2023-09-18,2
1078102,Rush Iowa South,2023-08-02,2023-09-05,4
1078104,Rush Idaho,2023-08-02,2023-09-22,2
1078105,Rush Fort Lauderdale,2023-08-02,2023-09-18,12
1078106,Rush Flatirons,2023-08-02,2023-09-12,4
1078109,Rush Kentucky,2023-08-02,2023-09-08,8
1078117,Rush Fort Lauderdale,2023-08-02,2023-09-19,15
1078119,Rush New Mexico,2023-08-02,2023-09-26,7
1078120,Rush Colorado,2023-08-02,2023-09-12,3
1078123,Rush Iowa,2023-08-02,2023-09-18,2
1078124,Rush Kansas,2023-08-02,2023-09-21,72
1078128,Rush Minnesota,2023-08-02,2023-09-22,6
1078129,Rush Bluffton,2023-08-02,2023-09-06,6
1078134,Rush Pikes Peak,2023-08-02,2023-09-18,20
1078136,Rush Unity Fc And Pa,2023-08-02,2023-09-27,13
1078140,Rush North Carolina,2023-08-02,2023-10-06,7
1078142,Rush Florida,2023-08-02,2023-09-13,9
1078144,Rush Ny Syracuse,2023-08-02,2023-09-12,1
1078149,Rush Chicago North,2023-08-02,2023-09-22,13
1078150,Rush Virginia,2023-08-02,2023-09-22,7
1078154,Rush Idaho,2023-08-02,2023-09-28,10
1078156,Rush Lvu,2023-08-02,2023-09-15,16
1078158,Rush Virginia,2023-08-02,2023-09-29,15
1078164,Rush Virginia,2023-08-02,2023-09-22,5
1078165,Rush Iowa,2023-08-02,2023-09-05,2
1078167,Rush Union Georgia,2023-08-02,2023-09-06,4
1078168,Rush Virginia,2023-08-02,2023-09-25,4
1078170,Rush Fort Lauderdale,2023-08-02,2023-09-19,10
1078171,Rush Fort Lauderdale,2023-08-02,2023-09-21,16
1078173,Rush Minnesota,2023-08-02,2023-09-22,6
1078181,Rush Fort Lauderdale,2023-08-02,2023-09-20,14
1078183,Rush Iowa,2023-08-02,2023-09-05,4
1078184,Rush Southwest Missouri,2023-08-02,2023-09-22,14
1078185,Rush Coastal Perdido,2023-08-02,2023-09-04,3
1078186,Rush Colorado,2023-08-02,2023-09-20,6
1078189,Rush Southwest Missouri,2023-08-02,2023-09-28,10
1078191,Rush Ny Buffalo,2023-08-02,2023-09-15,12
1078192,Rush Chicago North,2023-08-02,2023-09-28,10
1078194,Rush Ny Syracuse,2023-08-02,2023-09-15,12
1078195,Rush Fort Lauderdale,2023-08-02,2023-09-21,16
1078201,Rush Fort Lauderdale,2023-08-02,2023-09-20,13
1078205,Rush Idaho,2023-08-02,2023-10-13,8
1078206,Rush Fort Lauderdale,2023-08-02,2023-09-21,13
1078208,Rush Colorado,2023-08-02,2023-09-15,12
1078210,Rush Virginia,2023-08-02,2023-09-22,4
1078213,Rush La Krewe Lafayette,2023-08-02,2023-09-28,10
1078214,Rush Wisconsin South East,2023-08-02,2023-09-14,8
1078219,Rush Mississippi,2023-08-02,2023-09-12,10
1078223,Rush Minnesota,2023-08-02,2023-09-22,10
1078225,Rush Virginia,2023-08-02,2023-09-22,5
1078235,Rush Virginia,2023-08-02,2023-09-28,10
1078236,Rush Fort Lauderdale,2023-08-02,2023-09-25,10
1078237,Rush Fort Lauderdale,2023-08-02,2023-09-21,12
1078239,Rush Minnesota,2023-08-02,2023-09-22,6
1078241,Rush San Jose,2023-08-02,2023-10-10,6
1078242,Rush Idaho,2023-08-02,2023-09-25,8
1078246,Rush Fort Lauderdale,2023-08-02,2023-09-21,12
1078247,Rush Wisconsin West,2023-08-02,2023-09-25,6
1078265,Rush Ny Select,2023-08-02,2023-09-15,12
1078266,Rush Fort Lauderdale,2023-08-02,2023-09-22,12
1078267,Rush New Mexico,2023-08-02,2023-09-27,8
1078268,Rush Virginia,2023-08-02,2023-09-22,11
1078271,Rush Colorado,2023-08-02,2023-09-15,5
1078280,Rush San Jose,2023-08-02,2023-09-14,4
1078284,Rush Unity Fc And Pa,2023-08-02,2023-09-26,10
1078285,Rush Northern Colorado,2023-08-02,2023-10-03,16
1078287,Rush Missouri,2023-08-02,2023-09-15,7
1078289,Rush Delmarva,2023-08-02,2023-09-26,9
1078293,Rush Rock,2023-08-02,2023-09-21,12
1078294,Rush Fort Lauderdale,2023-08-02,2023-09-20,6
1078302,Rush Rock,2023-08-02,2023-09-21,6
1078311,Rush Rock,2023-08-02,2023-09-08,10
1078312,Rush Fort Lauderdale,2023-08-02,2023-09-20,10
1078313,Rush Chicago North,2023-08-02,2023-09-22,6
1078314,Rush Colorado,2023-08-02,2023-09-27,12
1078315,Rush Colorado,2023-08-02,2023-10-03,23
1078317,Rush Kentucky,2023-08-02,2023-09-12,6
1078319,Rush Hawaii,2023-08-02,2023-09-29,14
1078324,Rush Rock,2023-08-02,2023-09-08,4
1078326,Rush Florida,2023-08-02,2023-09-15,8
1078328,Rush La Krewe Lafayette,2023-08-02,2023-10-03,20
1078331,Rush Idaho,2023-08-02,2023-09-22,11
1078335,Rush Iowa,2023-08-02,2023-10-03,5
1078339,Rush Ny Syracuse,2023-08-02,2023-09-26,13
1078340,Rush Southwest Missouri,2023-08-02,2023-10-03,16
1078344,Rush Rock,2023-08-02,2023-09-11,12
1078355,Rush Lvu,2023-08-02,2023-09-20,12
1078356,Rush West Texas,2023-08-02,2023-09-18,4
1078359,Rush West Texas,2023-08-02,2023-09-29,12
1078361,Rush Gateway,2023-08-02,2023-09-08,4
1078367,Rush Virginia,2023-08-02,2023-10-05,8
1078370,Rush Virginia,2023-08-02,2023-09-22,7
1078371,Rush Kansas Wichita,2023-08-02,2023-09-12,6
1078374,Rush Hawaii,2023-08-02,2023-09-19,12
1078377,Rush Mississippi,2023-08-02,2023-09-12,3
1078378,Rush Kansas Wichita,2023-08-02,2023-09-27,7
1078381,Rush Missouri,2023-08-02,2023-09-12,5
1078384,Rush Florida,2023-08-02,2023-09-18,7
1078386,Rush Colorado,2023-08-02,2023-09-15,4
1078387,Rush Pikes Peak,2023-08-02,2023-09-28,10
1078392,Rush Fort Lauderdale,2023-08-02,2023-09-21,13
1078393,Rush Missouri,2023-08-02,2023-09-20,7
1078396,Rush Fort Lauderdale,2023-08-02,2023-09-21,10
1078397,Rush Florida,2023-08-02,2023-09-15,11
1078399,Rush Bluffton,2023-08-02,2023-09-15,11
1078405,Rush Mississippi,2023-08-02,2023-09-14,12
1078411,Rush Mississippi,2023-08-02,2023-09-12,6
1078413,Rush Idaho,2023-08-02,2023-09-22,5
1078415,Rush Florida,2023-08-02,2023-09-21,9
1078418,Rush Virginia,2023-08-02,2023-09-22,10
1078420,Rush West Texas,2023-08-02,2023-09-27,9
1078424,Rush Fort Lauderdale,2023-08-02,2023-09-19,10
1078427,Rush West Texas,2023-08-02,2023-09-26,9
1078428,Rush Ny Select,2023-08-02,2023-09-28,13
1078444,Rush Kansas Wichita,2023-08-03,2023-09-13,6
1078445,Rush San Jose,2023-08-03,2023-09-18,4
1078447,Rush Hawaii,2023-08-03,2023-09-13,7
1078451,Rush San Jose,2023-08-03,2023-09-15,6
1078453,Rush Hawaii,2023-08-03,2023-09-19,14
1078454,Rush Coastal Bayside,2023-08-03,2023-09-04,1
1078457,Rush Hawaii,2023-08-03,2023-09-20,13
1078467,Rush Delmarva,2023-08-03,2023-09-27,9
1078468,Rush Kansas,2023-08-03,2023-09-15,10
1078469,Rush Delmarva,2023-08-03,2023-09-26,10
1078471,Rush Fort Lauderdale,2023-08-03,2023-09-21,16
1078473,Rush Fort Lauderdale,2023-08-03,2023-09-29,3
1078478,Rush Fort Lauderdale,2023-08-03,2023-09-21,11
1078482,Rush Unity Fc And Pa,2023-08-03,2023-09-29,11
1078487,Rush Fort Lauderdale,2023-08-03,2023-09-18,10
1078497,Rush Ac Delray,2023-08-03,2023-09-06,7
1078499,Rush Kansas,2023-08-03,2023-09-12,18
1078500,Rush Colorado,2023-08-03,2023-09-26,12
1078502,Rush Fort Lauderdale,2023-08-03,2023-09-18,13
1078504,Rush Ny Select,2023-08-03,2023-09-18,34
1078511,Rush Ny Syracuse,2023-08-03,2023-09-15,12
1078512,Rush Idaho,2023-08-03,2023-09-25,4
1078514,Rush Fort Lauderdale,2023-08-03,2023-09-21,17
1078519,Rush Tennessee Lobos,2023-08-03,2023-10-06,7
1078522,Rush Iowa,2023-08-03,2023-09-05,6
1078526,Rush Ct West,2023-08-03,2023-10-02,18
1078527,Rush Fort Lauderdale,2023-08-03,2023-10-03,16
1078542,Rush Tennessee Lobos,2023-08-03,2023-09-26,7
1078546,Rush Union Georgia,2023-08-03,2023-09-06,4
1078551,Rush Florida,2023-08-03,2023-09-22,14
1078552,Rush Virginia,2023-08-03,2023-09-25,4
1078557,Rush Virginia,2023-08-03,2023-09-29,8
1078561,Rush Flatirons,2023-08-03,2023-09-11,10
1078567,Rush Iowa,2023-08-03,2023-11-20,6
1078571,Rush Unity Fc And Pa,2023-08-03,2023-09-27,10
1078574,Rush Fort Lauderdale,2023-08-03,2023-09-22,10
1078586,Rush Fort Lauderdale,2023-08-03,2023-09-21,17
1078592,Rush Fort Lauderdale,2023-08-03,2023-09-21,10
1078595,Rush Southwest Virginia,2023-08-03,2023-09-25,2
1078604,Rush Chicago North,2023-08-03,2023-09-26,11
1078606,Rush Fort Lauderdale,2023-08-03,2023-09-25,14
1078607,Rush Ny Select,2023-08-03,2023-09-15,13
1078611,Rush Fort Lauderdale,2023-08-03,2023-10-04,14
1078617,Rush Fort Lauderdale,2023-08-03,2023-10-03,10
1078619,Rush Ny Select,2023-08-03,2023-09-27,13
1078621,Rush Missouri,2023-08-03,2023-09-12,5
1078622,Rush Fort Lauderdale,2023-08-03,2023-10-06,25
1078624,Rush Florida,2023-08-03,2023-09-08,4
1078627,Rush Phoenix,2023-08-03,2023-09-21,12
1078628,Rush Virginia,2023-08-03,2023-09-22,8
1078632,Rush Alabama,2023-08-03,2023-09-20,7
1078639,Rush Chicago North,2023-08-03,2023-10-13,5
1078645,Rush Florida,2023-08-03,2023-09-12,4
1078647,Rush Chicago North,2023-08-03,2023-09-26,12
1078655,Rush Minnesota,2023-08-03,2023-10-04,6
1078668,Rush Florida,2023-08-03,2023-09-21,27
1078676,Rush Southern Maryland,2023-08-03,2023-09-25,4
1078679,Rush Union Georgia,2023-08-03,2023-09-11,13
1078682,Rush Fort Lauderdale,2023-08-03,2023-09-29,11
1078685,Rush Idaho,2023-08-03,2023-09-22,4
1078690,Rush West Texas,2023-08-03,2023-09-22,9
1078699,Rush Mississippi,2023-08-03,2023-09-12,2
1078705,Rush Virginia,2023-08-03,2023-09-27,1
1078707,Rush Alabama,2023-08-03,2023-09-20,7
1078710,Rush Wisconsin South East,2023-08-03,2023-09-22,31
1078724,Rush Fort Lauderdale,2023-08-03,2023-09-29,10
1078735,Rush Union Georgia,2023-08-03,2023-09-06,8
1078739,Rush Fort Lauderdale,2023-08-03,2023-09-25,10
1078741,Rush Virginia,2023-08-03,2023-09-30,5
1078742,Rush Fort Lauderdale,2023-08-03,2023-10-17,12
1078754,Rush Fort Lauderdale,2023-08-03,2023-09-25,10
1078755,Rush Rock,2023-08-03,2023-09-08,5
1078757,Rush Virginia,2023-08-03,2023-09-27,5
1078759,Rush Fort Lauderdale,2023-08-03,2023-09-29,12
1078772,Rush Rock,2023-08-03,2023-09-08,6
1078773,Rush Fort Lauderdale,2023-08-03,2023-09-25,11
1078777,Rush Virginia,2023-08-03,2023-10-13,16
1078778,Rush Lvu,2023-08-03,2023-10-02,12
1078780,Rush Mississippi,2023-08-03,2023-09-12,2
1078786,Rush Ny Select,2023-08-03,2023-09-15,12
1078787,Rush Fort Lauderdale,2023-08-03,2023-09-26,10
1078788,Rush Mississippi,2023-08-03,2023-09-15,6
1078789,Rush Kansas,2023-08-03,2023-09-12,3
1078792,Rush Pikes Peak,2023-08-03,2023-09-18,12
1078793,Rush Delmarva,2023-08-03,2023-09-26,10
1078795,Rush Virginia,2023-08-03,2023-09-27,7
1078803,Rush Virginia,2023-08-03,2023-09-25,8
1078805,Rush Southwest Virginia,2023-08-03,2023-09-25,4
1078809,Rush Fort Lauderdale,2023-08-03,2023-09-29,11
1078813,Rush Alabama,2023-08-03,2023-09-20,12
1078817,Rush Colorado,2023-08-03,2023-09-20,12
1078830,Rush San Jose,2023-08-03,2023-09-13,4
1078831,Rush Maryland,2023-08-03,2023-09-28,7
1078836,Rush Virginia,2023-08-03,2023-09-25,5
1078844,Rush Fort Lauderdale,2023-08-03,2023-09-28,9
1078852,Rush Florida,2023-08-03,2023-09-19,10
1078861,Rush Star Cincinnati,2023-08-03,2023-08-21,6
1078862,Rush Northern Colorado,2023-08-03,2023-09-20,10
1078864,Rush Virginia,2023-08-03,2023-09-25,7
1078867,Rush Rock,2023-08-03,2023-09-07,6
1078868,Rush Rock,2023-08-03,2023-09-08,4
1078871,Rush Ct West,2023-08-03,2023-09-29,13
1078875,Rush Mountains,2023-08-03,2023-10-13,6
1078881,Rush Ny Albany,2023-08-03,2023-09-21,12
1078882,Rush Virginia,2023-08-03,2023-09-25,4
1078885,Rush Wisconsin South East,2023-08-03,2023-09-21,11
1078889,Rush Florida,2023-08-03,2023-09-12,8
1078891,Rush Southwest Virginia,2023-08-03,2023-09-25,4
1078894,Rush Colorado,2023-08-03,2023-09-20,12
1078896,Rush Bluffton,2023-08-03,2023-09-07,7
1078897,Rush Hawaii,2023-08-03,2023-09-15,7
1078907,Rush La Krewe Alexandria,2023-08-03,2023-09-06,4
1078911,Rush Ct West,2023-08-03,2023-10-04,16
1078916,Rush Southwest Missouri,2023-08-03,2023-09-26,5
1078918,Rush Florida,2023-08-03,2023-09-21,11
1078923,Rush Ny Select,2023-08-03,2023-09-15,12
1078926,Rush Rock,2023-08-03,2023-09-08,5
1078928,Rush West Texas,2023-08-03,2023-09-19,9
1078929,Rush Idaho,2023-08-03,2023-09-28,11
1078930,Rush Colorado,2023-08-03,2023-09-15,15
1078936,Rush Unity Fc And Pa,2023-08-03,2023-09-27,11
1078938,Rush Palm Beach,2023-08-03,2023-09-21,12
1078939,Rush Rock,2023-08-03,2023-09-08,4
1078941,Rush Fort Lauderdale,2023-08-03,2023-10-02,10
1078942,Rush Ac Delray,2023-08-03,2023-09-11,9
1078945,Rush Hawaii,2023-08-03,2023-09-20,7
1078949,Rush Florida,2023-08-03,2023-09-21,14
1078950,Rush Fort Lauderdale,2023-08-03,2023-09-27,15
1078960,Rush Fort Lauderdale,2023-08-03,2023-09-28,10
1078961,Rush Southern Maryland,2023-08-03,2023-09-25,2
1078968,Rush Missouri,2023-08-03,2023-09-12,4
1078973,Rush Idaho,2023-08-03,2023-09-25,5
1078978,Rush Missouri,2023-08-03,2023-09-12,1
1078979,Rush Idaho,2023-08-03,2023-09-25,5
1078980,Rush Union Georgia,2023-08-03,2023-09-06,4
1078983,Rush Virginia,2023-08-03,2023-09-25,4
1078984,Rush Chicago West,2023-08-03,2023-09-15,18
1078985,Rush Fort Lauderdale,2023-08-03,2023-10-03,12
1078986,Rush Ct West,2023-08-03,2023-09-28,13
1078990,Rush Massachusetts,2023-08-03,2023-09-28,13
1078995,Rush Florida,2023-08-03,2023-09-13,11
1078998,Rush Missouri,2023-08-03,2023-09-18,8
1078999,Rush Wisconsin South East,2023-08-03,2023-09-18,4
1079000,Rush Missouri,2023-08-03,2023-09-12,9
1079006,Rush Virginia,2023-08-03,2023-09-25,7
1079007,Rush Pensacola Fc,2023-08-03,2023-09-15,6
1079017,Rush Virginia,2023-08-03,2023-10-03,10
1079018,Rush Hawaii,2023-08-03,2023-09-15,7
1079025,Rush Virginia,2023-08-03,2023-09-25,6
1079026,Rush Idaho,2023-08-03,2023-09-25,5
1079035,Rush Florida,2023-08-03,2023-09-20,10
1079040,Rush Rock,2023-08-03,2023-09-08,6
1079044,Rush Virginia,2023-08-03,2023-09-27,6
1079046,Rush Florida,2023-08-03,2023-09-15,5
1079059,Rush North Carolina,2023-08-03,2023-09-27,9
1079065,Rush Fort Lauderdale,2023-08-03,2023-10-03,19
1079066,Rush Rock,2023-08-03,2023-09-07,4
1079070,Rush Mississippi,2023-08-03,2023-09-18,9
1079079,Rush Pennsylvania,2023-08-03,2023-09-15,5
1079081,Rush Chicago Oswego,2023-08-03,2023-09-27,14
1079082,Rush Hawaii,2023-08-03,2023-09-12,4
1079085,Rush San Jose,2023-08-03,2023-09-20,4
1079086,Rush Rock,2023-08-03,2023-09-22,7
1079088,Rush Chicago Oswego,2023-08-03,2023-09-26,9
1079091,Rush Tennessee Lobos,2023-08-03,2023-09-25,6
1079095,Rush Virginia,2023-08-03,2023-09-29,12
1079098,Rush Idaho,2023-08-03,2023-09-29,14
1079103,Rush Ac Delray,2023-08-03,2023-09-19,10
1079109,Rush Wisconsin,2023-08-03,2023-09-20,4
1079115,Rush San Jose,2023-08-03,2023-09-15,4
1079121,Rush Union Georgia,2023-08-03,2023-09-11,6
1079123,Rush Washington,2023-08-03,2023-09-15,7
1079124,Rush Kansas,2023-08-03,2023-09-12,4
1079135,Rush Mississippi,2023-08-03,2023-09-12,6
1079145,Rush Mississippi,2023-08-03,2023-09-20,1
1079149,Rush Tennessee Lobos,2023-08-03,2023-10-16,9
1079155,Rush North Carolina,2023-08-03,2023-09-27,7
1079156,Rush Florida,2023-08-03,2023-09-21,10
1079163,Rush Tennessee Lobos,2023-08-03,2023-09-29,10
1079164,Rush San Jose,2023-08-03,2023-09-18,3
1079165,Rush Rock,2023-08-03,2023-09-08,6
1079166,Rush North Carolina,2023-08-03,2023-09-25,7
1079171,Rush Virginia,2023-08-03,2023-09-29,6
1079175,Rush Fort Lauderdale,2023-08-03,2023-09-29,13
1079184,Rush Pensacola Fc,2023-08-03,2023-08-25,9
1079187,Rush Rock,2023-08-03,2023-09-08,8
1079200,Rush Hawaii,2023-08-03,2023-09-21,12
1079202,Rush Chicago Oswego,2023-08-03,2023-09-28,10
1079222,Rush Ny Syracuse,2023-08-03,2023-09-21,13
1079230,Rush Ny Syracuse,2023-08-03,2023-09-15,13
1079231,Rush Chicago North,2023-08-03,2023-09-25,9
1079233,Rush Fort Lauderdale,2023-08-03,2023-09-26,15
1079240,Rush Virginia,2023-08-03,2023-09-25,12
1079245,Rush Rock,2023-08-03,2023-09-08,6
1079246,Rush Fort Lauderdale,2023-08-03,2023-10-11,12
1079250,Rush La Krewe Lafayette,2023-08-03,2023-09-12,9
1079257,Rush Fremont,2023-08-03,2023-09-14,4
1079260,Rush Ct Select,2023-08-03,2023-10-02,17
1079265,Rush Ct East,2023-08-03,2023-09-26,3
1079268,Rush Fort Lauderdale,2023-08-03,2023-10-03,15
1079271,Rush Rock,2023-08-03,2023-09-08,5
1079276,Rush Chicago North,2023-08-03,2023-09-25,4
1079280,Rush Delmarva,2023-08-03,2023-09-29,14
1079282,Rush La Krewe Lafayette,2023-08-03,2023-09-28,8
1079283,Rush Rock,2023-08-03,2023-09-07,10
1079284,Rush Fort Lauderdale,2023-08-03,2023-09-29,12
1079288,Rush Pikes Peak,2023-08-03,2023-09-20,2
1079290,Rush Delmarva,2023-08-03,2023-09-28,14
1079292,Rush Kansas Wichita,2023-08-03,2023-09-20,12
1079298,Rush Atletico Nv,2023-08-03,2023-09-20,12
1079313,Rush Mississippi,2023-08-03,2023-09-19,6
1079315,Rush Southwest Missouri,2023-08-03,2023-09-18,11
1079316,Rush Wisconsin South East,2023-08-03,2023-09-20,12
1079317,Rush Northern Colorado,2023-08-03,2023-09-18,5
1079319,Rush Missouri,2023-08-03,2023-09-21,17
1079326,Rush Fort Lauderdale,2023-08-03,2023-09-29,10
1079336,Rush New Mexico,2023-08-03,2023-09-27,18
1079373,Rush North Carolina,2023-08-03,2023-09-27,6
1079390,Rush Fremont,2023-08-03,2023-09-18,4
1079400,Rush Union Georgia,2023-08-03,2023-09-06,4
1079403,Rush Fort Lauderdale,2023-08-03,2023-09-25,11
1079404,Rush Alabama,2023-08-03,2023-09-18,7
1079407,Rush Wisconsin South East,2023-08-03,2023-09-20,10
1079409,Rush Rock,2023-08-03,2023-09-08,4
1079412,Rush Florida,2023-08-03,2023-09-20,10
1079421,Rush Rock,2023-08-03,2023-09-07,4
1079449,Rush Kentucky,2023-08-03,2023-09-12,6
1079450,Rush Coastal Perdido,2023-08-03,2023-09-05,8
1079455,Rush Virginia,2023-08-03,2023-09-29,5
1079457,Rush Virginia,2023-08-03,2023-09-25,5
1079460,Rush Iowa,2023-08-03,2023-09-05,6
1079466,Rush Fort Lauderdale,2023-08-03,2023-09-26,13
1079472,Rush North Carolina,2023-08-03,2023-09-26,8
1079488,Rush Northern Colorado,2023-08-03,2023-09-20,5
1079490,Rush La Krewe Lafayette,2023-08-03,2023-09-07,1
1079492,Rush Rock,2023-08-03,2023-09-11,12
1079494,Rush Virginia,2023-08-03,2023-09-25,5
1079495,Rush Florida,2023-08-03,2023-09-21,10
1079499,Rush Southwest Virginia,2023-08-03,2023-09-25,3
1079500,Rush Rock,2023-08-03,2023-10-17,11
1079503,Rush Rock,2023-08-03,2023-09-07,8
1079511,Rush West Texas,2023-08-03,2023-09-21,9
1079518,Rush Fort Lauderdale,2023-08-03,2023-09-29,10
1079520,Rush Mountains,2023-08-03,2023-09-28,8
1079532,Rush Virginia,2023-08-03,2023-09-25,12
1079536,Rush Southwest Missouri,2023-08-03,2023-09-27,9
1079537,Rush Ac Delray,2023-08-03,2023-09-18,10
1079539,Rush Fort Lauderdale,2023-08-03,2023-09-29,12
1079545,Rush Wisconsin South East,2023-08-03,2023-09-18,7
1079546,Rush Pennsylvania,2023-08-03,2023-09-20,11
1079548,Rush Virginia,2023-08-03,2023-09-29,5
1079567,Rush Virginia,2023-08-03,2023-09-25,4
1079570,Rush West Texas,2023-08-03,2023-09-18,9
1079571,Rush Colorado,2023-08-03,2023-09-13,18
1079572,Rush Alabama,2023-08-03,2023-09-29,8
1079574,Rush Fort Lauderdale,2023-08-03,2023-09-29,10
1079576,Rush Rock,2023-08-03,2023-09-08,6
1079585,Rush Iowa,2023-08-03,2023-09-06,1
1079587,Rush Idaho,2023-08-03,2023-10-03,8
1079594,Rush Hawaii,2023-08-03,2023-09-12,4
1079598,Rush Mississippi,2023-08-03,2023-09-19,5
1079608,Rush Rock,2023-08-04,2023-09-28,7
1079612,Rush Fremont,2023-08-04,2023-09-15,12
1079613,Rush Virginia,2023-08-04,2023-09-25,7
1079615,Rush Washington,2023-08-04,2023-09-20,9
1079620,Rush Union Georgia,2023-08-04,2023-09-07,2
1079623,Rush Washington,2023-08-04,2023-09-13,9
1079624,Rush West Texas,2023-08-04,2023-09-19,9
1079633,Rush Virginia,2023-08-04,2023-09-29,5
1079640,Rush Delmarva,2023-08-04,2023-09-27,14
1079647,Rush Fort Lauderdale,2023-08-04,2023-10-02,13
1079658,Rush Missouri,2023-08-04,2023-09-18,6
1079660,Rush Virginia,2023-08-04,2023-09-27,5
1079666,Rush Virginia,2023-08-04,2023-09-27,11
1079667,Rush Rock,2023-08-04,2023-09-08,4
