order_id,Club Name,First Order Date,Latest Ship Date,Total Products Ordered,Time to ship,,
468931,Rush Ny Syracuse,2023-01-01,2023-01-10,2,9,,
468940,Rush Lfa,2023-01-01,2023-02-09,8,39,,
468965,Rush Flatirons,2023-01-01,2023-01-12,4,11,,
468966,Rush Atletico Nv,2023-01-01,2023-02-14,4,44,,
468971,Rush United Fc,2023-01-01,2023-01-12,6,11,,
468977,Rush Kentucky Hardin,2023-01-01,2023-01-31,1,30,,
468981,Rush Idaho,2023-01-01,2023-01-10,1,9,,
468983,Rush Ct West Stateline,2023-01-01,2023-01-16,14,15,,
468992,Rush Kansas Wichita,2023-01-01,2023-02-07,2,37,,
468999,Rush Twin Cities,2023-01-01,2023-01-16,1,15,,
469002,Rush Ny Syracuse,2023-01-01,2023-01-24,4,23,,
469009,Rush New Jersey Santos,2023-01-01,2023-02-07,9,37,,
469025,Rush Missouri,2023-01-02,2023-02-03,6,32,,
469050,Rush Cedar Stars Houston,2023-01-02,2023-01-10,2,8,,
469051,Rush Iowa South,2023-01-02,2023-01-10,6,8,,
469066,Rush Pensacola Fc,2023-01-02,2023-01-10,2,8,,
469070,Rush Florida,2023-01-02,2023-02-13,5,42,,
469080,Rush Kansas Wichita,2023-01-02,2023-02-20,5,49,,
469111,Rush Tennessee Lobos,2023-01-02,2023-02-09,5,38,,
469118,Rush Florida,2023-01-02,2023-01-16,12,14,,
469122,Rush Kentucky Hardin,2023-01-02,2023-01-10,7,8,,
469131,Rush Colorado,2023-01-02,2023-01-10,1,8,,
469142,Rush United Fc,2023-01-02,2023-01-16,1,14,,
469143,Rush Pikes Peak,2023-01-02,2023-01-10,6,8,,
469144,Rush Massachusetts North,2023-01-02,2023-01-10,2,8,,
469148,Rush Ny Syracuse,2023-01-02,2023-01-24,2,22,,
469154,Rush Ct West Stateline,2023-01-02,2023-01-11,3,9,,
469190,Rush Ny Syracuse,2023-01-03,2023-01-26,2,23,,
469196,Rush United Fc,2023-01-03,2023-02-07,6,35,,
469226,Rush New Jersey Santos,2023-01-03,2023-01-09,2,6,,
469230,Rush Missouri,2023-01-03,2023-01-24,2,21,,
469240,Rush New Mexico,2023-01-03,2023-02-07,10,35,,
469244,Rush Hawaii,2023-01-03,2023-01-09,3,6,,
469271,Rush Pensacola Fc,2023-01-03,2023-01-20,2,17,,
469294,Rush Pensacola Fc,2023-01-03,2023-02-06,5,34,,
469324,Rush Coastal Bayside,2023-01-03,2023-01-09,3,6,,
469326,Rush North Carolina,2023-01-03,2023-01-11,7,8,,
469329,Rush Alabama,2023-01-03,2023-01-10,4,7,,
469337,Rush Vsa,2023-01-03,2023-01-09,3,6,,
469351,Rush Tennessee Lobos,2023-01-03,2023-01-10,4,7,,
469354,Rush Pensacola Fc,2023-01-03,2023-02-10,2,38,,
469355,Rush Atletico Nv,2023-01-03,2023-01-10,4,7,,
469395,Rush Chicago North,2023-01-04,2023-01-09,9,5,,
469414,Rush Tennessee Lobos,2023-01-04,2023-02-13,9,40,,
469430,Rush Pensacola Fc,2023-01-04,2023-02-09,2,36,,
469431,Rush Florida,2023-01-04,2023-01-21,5,17,,
469435,Rush Pensacola Fc,2023-01-04,2023-01-23,7,19,,
469444,Rush United Fc,2023-01-04,2023-01-11,6,7,,
469458,Rush Missouri,2023-01-04,2023-02-03,9,30,,
469469,Rush Pensacola Fc,2023-01-04,2023-01-10,3,6,,
469472,Rush Ny Rochester,2023-01-04,2023-01-10,6,6,,
469481,Rush National Soccer,2023-01-04,2023-01-12,1,8,,
469487,Rush Hawaii,2023-01-04,2023-01-17,1,13,,
469491,Rush Kentucky Hardin,2023-01-04,2023-01-17,6,13,,
469493,Rush Coaches,2023-01-04,2023-02-09,2,36,,
469495,Rush Atletico Nv,2023-01-04,2023-01-09,2,5,,
469499,Rush Minnesota,2023-01-04,2023-01-10,2,6,,
469514,Rush Hawaii,2023-01-04,2023-01-09,4,5,,
469532,Rush United Fc,2023-01-04,2023-02-03,14,30,,
469547,Rush Maryland Montgomery,2023-01-04,2023-01-12,9,8,,
469569,Rush Pensacola Fc,2023-01-04,2023-01-12,5,8,,
469580,Rush Ct East Shoreline,2023-01-04,2023-01-12,9,8,,
469586,Rush New Mexico,2023-01-04,2023-01-11,3,7,,
469596,Rush Iowa,2023-01-04,2023-01-18,1,14,,
469597,Rush Michigan Lansing,2023-01-04,2023-01-12,6,8,,
469609,Rush Tennessee Lobos,2023-01-04,2023-01-12,4,8,,
469622,Rush San Jose,2023-01-04,2023-01-12,5,8,,
469625,Rush Virginia,2023-01-04,2023-01-12,3,8,,
469629,Rush New Jersey,2023-01-04,2023-01-18,2,14,,
469632,Rush California,2023-01-04,2023-02-13,5,40,,
469633,Rush Pensacola Fc,2023-01-04,2023-01-23,2,19,,
469634,Rush Union Georgia,2023-01-04,2023-01-16,3,12,,
469635,Rush Florida,2023-01-04,2023-01-12,9,8,,
469639,Rush Ny Syracuse,2023-01-05,2023-01-18,7,13,,
469640,Rush Pensacola Fc,2023-01-05,2023-01-23,6,18,,
469641,Rush Coastal Perdido,2023-01-05,2023-01-26,1,21,,
469649,Rush Twin Cities,2023-01-05,2023-01-16,3,11,,
469650,Rush Idaho,2023-01-05,2023-01-12,6,7,,
469653,Rush Bellevue,2023-01-05,2023-01-12,3,7,,
469658,Rush Ct East Shoreline,2023-01-05,2023-02-20,18,46,,
469668,Rush North Carolina,2023-01-05,2023-01-12,9,7,,
469669,Rush Coastal Perdido,2023-01-05,2023-01-10,1,5,,
469676,Rush Ny Rochester,2023-01-05,2023-01-18,3,13,,
469683,Rush Gateway,2023-01-05,2023-01-17,4,12,,
469685,Rush Idaho,2023-01-05,2023-01-16,6,11,,
469687,Rush Ct East Shoreline,2023-01-05,2023-01-17,13,12,,
469699,Rush Union Georgia,2023-01-05,2023-01-12,2,7,,
469700,Rush Pensacola Fc,2023-01-05,2023-01-25,7,20,,
469734,Rush Michigan Northville,2023-01-05,2023-01-16,2,11,,
469735,Rush Union Georgia,2023-01-05,2023-01-16,7,11,,
469744,Rush Coastal Perdido,2023-01-05,2023-01-18,4,13,,
469749,Rush Idaho,2023-01-05,2023-01-12,6,7,,
469753,Rush Union Georgia,2023-01-05,2023-01-18,4,13,,
469765,Rush Florida,2023-01-05,2023-01-18,5,13,,
469771,Rush Union Georgia,2023-01-05,2023-01-18,8,13,,
469773,Rush Florida,2023-01-05,2023-01-23,3,18,,
469774,Rush Union Georgia,2023-01-05,2023-01-12,1,7,,
469778,Rush United Fc,2023-01-05,2023-01-17,11,12,,
469779,Rush Ny Albany,2023-01-05,2023-01-12,2,7,,
469785,Rush Gateway,2023-01-05,2023-01-16,8,11,,
469790,Rush Alaska,2023-01-05,2023-01-12,3,7,,
469808,Rush Hawaii,2023-01-05,2023-01-12,1,7,,
469814,Rush Union Georgia,2023-01-05,2023-01-12,4,7,,
469837,Rush Colorado,2023-01-05,2023-01-12,3,7,,
469855,Rush Tennessee Lobos,2023-01-05,2023-01-16,5,11,,
469860,Rush North Carolina,2023-01-05,2023-01-16,1,11,,
469864,Rush Mountain,2023-01-05,2023-01-18,2,13,,
469870,Rush Phoenix,2023-01-05,2023-01-18,4,13,,
469874,Rush Coastal Perdido,2023-01-05,2023-01-20,1,15,,
469876,Rush Pensacola Fc,2023-01-05,2023-01-23,8,18,,
469882,Rush San Jose,2023-01-05,2023-01-18,4,13,,
469887,Rush Missouri,2023-01-05,2023-01-18,10,13,,
469913,Rush Ct East Shoreline,2023-01-06,2023-01-16,2,10,,
469932,Rush Hawaii,2023-01-06,2023-01-16,4,10,,
469936,Rush Ct West Stateline,2023-01-06,2023-01-12,10,6,,
469939,Rush Ct East Shoreline,2023-01-06,2023-01-12,5,6,,
469940,Rush Florida,2023-01-06,2023-01-18,3,12,,
469957,Rush Idaho,2023-01-06,2023-01-12,6,6,,
469966,Rush Mississippi,2023-01-06,2023-01-18,8,12,,
469991,Rush Florida,2023-01-06,2023-01-12,3,6,,
469995,Rush Chicago South,2023-01-06,2023-01-16,2,10,,
469997,Rush Virginia,2023-01-06,2023-01-23,6,17,,
469998,Rush Coaches,2023-01-06,2023-01-12,1,6,,
470011,Rush Atletico Nv,2023-01-06,2023-01-12,1,6,,
470031,Rush Florida,2023-01-06,2023-01-12,6,6,,
470042,Rush Tennessee Lobos,2023-01-06,2023-01-12,4,6,,
470048,Rush Bluffton,2023-01-06,2023-01-12,3,6,,
470079,Rush Minnesota,2023-01-06,2023-01-23,3,17,,
470081,Rush Pensacola Fc,2023-01-06,2023-01-18,5,12,,
470085,Rush Tennessee Lobos,2023-01-06,2023-01-12,4,6,,
470086,Rush Missouri,2023-01-06,2023-01-12,1,6,,
470087,Rush Minnesota,2023-01-06,2023-01-23,3,17,,
470088,Rush Coastal Perdido,2023-01-06,2023-02-22,5,47,,
470100,Rush Ct West Stateline,2023-01-07,2023-02-13,5,37,,
470103,Rush Coastal Bayside,2023-01-07,2023-01-25,6,18,,
470106,Rush Union Georgia,2023-01-07,2023-01-23,5,16,,
470115,Rush Twin Cities,2023-01-07,2023-01-12,2,5,,
470123,Rush Massachusetts,2023-01-07,2023-01-12,2,5,,
470124,Rush Ct West Stateline,2023-01-07,2023-01-12,6,5,,
470127,Rush Minnesota,2023-01-07,2023-01-23,4,16,,
470142,Rush Minnesota,2023-01-07,2023-01-23,3,16,,
470153,Rush Colorado,2023-01-07,2023-01-17,2,10,,
470159,Rush Idaho,2023-01-07,2023-01-12,2,5,,
470160,Rush Minnesota,2023-01-07,2023-01-23,3,16,,
470166,Rush Fremont,2023-01-07,2023-01-16,6,9,,
470168,Rush Fremont,2023-01-07,2023-01-12,3,5,,
470169,Rush Fremont,2023-01-07,2023-01-12,3,5,,
470172,Rush Minnesota,2023-01-07,2023-01-18,5,11,,
470176,Rush Ct West Stateline,2023-01-07,2023-01-12,4,5,,
470184,Rush Bluffton,2023-01-07,2023-01-12,4,5,,
470192,Rush Minnesota,2023-01-07,2023-01-23,5,16,,
470196,Rush Ny Buffalo,2023-01-07,2023-01-17,9,10,,
470205,Rush Pensacola Fc,2023-01-07,2023-01-31,2,24,,
470208,Rush Michigan Downriver,2023-01-07,2023-01-20,7,13,,
470210,Rush Ny Rochester,2023-01-07,2023-01-26,8,19,,
470219,Rush United Fc,2023-01-07,2023-01-12,7,5,,
470220,Rush Minnesota,2023-01-07,2023-01-23,3,16,,
470221,Rush Flatirons,2023-01-07,2023-01-23,5,16,,
470225,Rush Wisconsin,2023-01-07,2023-01-26,9,19,,
470229,Rush Ct East Shoreline,2023-01-07,2023-01-17,2,10,,
470235,Rush Union Georgia,2023-01-07,2023-01-11,4,4,,
470237,Rush Chicago South,2023-01-07,2023-01-12,11,5,,
470248,Rush Fremont,2023-01-07,2023-01-12,4,5,,
470263,Rush Fremont,2023-01-07,2023-01-12,3,5,,
470273,Rush Ct West Central,2023-01-07,2023-01-18,8,11,,
470275,Rush Minnesota,2023-01-07,2023-01-12,1,5,,
470278,Rush United Fc,2023-01-08,2023-04-26,3,108,,
470279,Rush Minnesota,2023-01-08,2023-01-23,9,15,,
470280,Rush Fremont,2023-01-08,2023-01-12,3,4,,
470281,Rush Minnesota,2023-01-08,2023-01-23,9,15,,
470287,Rush Tennessee Lobos,2023-01-08,2023-01-12,2,4,,
470291,Rush Fremont,2023-01-08,2023-01-16,3,8,,
470293,Rush Minnesota,2023-01-08,2023-01-23,3,15,,
470302,Rush Kansas,2023-01-08,2023-02-22,11,45,,
470316,Rush Alabama,2023-01-08,2023-01-13,2,5,,
470318,Rush Idaho,2023-01-08,2023-01-18,2,10,,
470319,Rush Union Georgia,2023-01-08,2023-01-12,4,4,,
470325,Rush Idaho,2023-01-08,2023-01-12,5,4,,
470348,Rush Kansas,2023-01-08,2023-01-17,4,9,,
470360,Rush Ac Delray,2023-01-08,2023-01-12,3,4,,
470363,Rush Minnesota,2023-01-08,2023-01-21,3,13,,
470378,Rush Missouri,2023-01-08,2023-01-12,2,4,,
470379,Rush Tennessee Lobos,2023-01-08,2023-01-16,4,8,,
470381,Rush Tennessee Lobos,2023-01-08,2023-01-16,3,8,,
470387,Rush Michigan Lansing,2023-01-08,2023-01-12,4,4,,
470390,Rush Chicago North,2023-01-08,2023-01-12,6,4,,
470395,Rush Union Georgia,2023-01-08,2023-02-22,6,45,,
470402,Rush North Denver,2023-01-08,2023-01-12,2,4,,
470405,Rush Idaho,2023-01-08,2023-01-17,4,9,,
470419,Rush Hawaii,2023-01-08,2023-01-16,10,8,,
470424,Rush Flatirons,2023-01-08,2023-04-27,2,109,,
470425,Rush Kansas,2023-01-08,2023-01-12,2,4,,
470438,Rush Fremont,2023-01-09,2023-01-18,3,9,,
470452,Rush Maryland Montgomery,2023-01-09,2023-01-23,7,14,,
470453,Rush United Fc,2023-01-09,2023-02-03,7,25,,
470457,Rush Iowa,2023-01-09,2023-01-12,5,3,,
470460,Rush Hillsboro,2023-01-09,2023-01-17,4,8,,
470479,Rush Tennessee Lobos,2023-01-09,2023-01-12,4,3,,
470482,Rush Tennessee Lobos,2023-01-09,2023-01-12,5,3,,
470504,Rush Twin Cities,2023-01-09,2023-01-12,3,3,,
470506,Rush Tennessee Lobos,2023-01-09,2023-01-16,4,7,,
470512,Rush Idaho,2023-01-09,2023-01-17,6,8,,
470513,Rush Coastal Bayside,2023-01-09,2023-01-12,2,3,,
470515,Rush Tennessee Lobos,2023-01-09,2023-01-11,2,2,,
470517,Rush Minnesota,2023-01-09,2023-01-23,7,14,,
470521,Rush Bellevue,2023-01-09,2023-01-17,6,8,,
470522,Rush Fremont,2023-01-09,2023-01-16,3,7,,
470523,Rush Fremont,2023-01-09,2023-01-20,3,11,,
470528,Rush Florida,2023-01-09,2023-01-12,6,3,,
470543,Rush Ny Rochester,2023-01-09,2023-01-25,3,16,,
470596,Rush Atletico Nv,2023-01-09,2023-01-26,6,17,,
470602,Rush Fremont,2023-01-09,2023-01-12,4,3,,
470608,Rush Hawaii,2023-01-09,2023-02-22,5,44,,
470613,Rush Florida,2023-01-09,2023-01-12,3,3,,
470624,Rush Kentucky Hardin,2023-01-09,2023-01-17,2,8,,
470629,Rush Washington,2023-01-09,2023-01-12,2,3,,
470635,Rush Ac Delray,2023-01-09,2023-01-25,7,16,,
470643,Rush Idaho,2023-01-09,2023-01-12,3,3,,
470647,Rush Fremont,2023-01-09,2023-01-12,3,3,,
470649,Rush Pensacola Fc,2023-01-09,2023-01-31,3,22,,
470652,Rush Southwest Missouri,2023-01-09,2023-02-22,7,44,,
470664,Rush Hawaii,2023-01-09,2023-01-30,3,21,,
470665,Rush Fremont,2023-01-09,2023-01-12,6,3,,
470668,Rush Coastal Perdido,2023-01-10,2023-01-23,2,13,,
470675,Rush Florida,2023-01-10,2023-01-16,4,6,,
470682,Rush Idaho,2023-01-10,2023-01-18,3,8,,
470695,Rush Tennessee Lobos,2023-01-10,2023-01-12,4,2,,
470700,Rush Pensacola Fc,2023-01-10,2023-01-21,2,11,,
470708,Rush Pensacola Fc,2023-01-10,2023-02-13,3,34,,
470714,Rush Pensacola Fc,2023-01-10,2023-01-11,1,1,,
470737,Rush Florida,2023-01-10,2023-01-12,6,2,,
470750,Rush Hillsboro,2023-01-10,2023-01-12,8,2,,
470753,Rush Minnesota,2023-01-10,2023-01-23,8,13,,
470764,Rush Florida,2023-01-10,2023-01-12,12,2,,
470772,Rush Atletico Nv,2023-01-10,2023-01-12,6,2,,
470774,Rush Coastal Perdido,2023-01-10,2023-01-12,1,2,,
470780,Rush Coastal Perdido,2023-01-10,2023-01-24,7,14,,
470781,Rush Hawaii,2023-01-10,2023-01-24,7,14,,
470782,Rush Fremont,2023-01-10,2023-01-21,3,11,,
470797,Rush Florida,2023-01-10,2023-01-20,2,10,,
470822,Rush Minnesota,2023-01-10,2023-02-22,12,43,,
470823,Rush Southwest Missouri,2023-01-10,2023-06-05,2,146,,
470830,Rush Tennessee Lobos,2023-01-10,2023-01-21,5,11,,
470853,Rush Virginia,2023-01-10,2023-01-20,1,10,,
470857,Rush Minnesota,2023-01-10,2023-01-23,3,13,,
470861,Rush Coastal Perdido,2023-01-10,2023-01-23,2,13,,
470866,Rush Minnesota,2023-01-10,2023-01-27,5,17,,
470876,Rush Hillsboro,2023-01-10,2023-01-20,3,10,,
470877,Rush Missouri,2023-01-10,2023-01-26,14,16,,
470883,Rush Fremont,2023-01-10,2023-01-20,3,10,,
470887,Rush Kansas,2023-01-10,2023-02-13,4,34,,
470890,Rush Ny Syracuse,2023-01-10,2023-01-24,11,14,,
470893,Rush United Fc,2023-01-11,2023-01-23,7,12,,
470898,Rush Kansas,2023-01-11,2023-02-13,4,33,,
470906,Rush Cajun Lafayette,2023-01-11,2023-01-23,4,12,,
470907,Rush United Fc,2023-01-11,2023-01-27,6,16,,
470908,Rush Fremont,2023-01-11,2023-01-23,3,12,,
470924,Rush Idaho,2023-01-11,2023-01-23,2,12,,
470926,Rush Florida,2023-01-11,2023-02-10,4,30,,
470929,Rush Gateway,2023-01-11,2023-01-20,3,9,,
470936,Rush United Fc,2023-01-11,2023-01-24,6,13,,
470945,Rush Virginia,2023-01-11,2023-02-14,7,34,,
470963,Rush Minnesota,2023-01-11,2023-01-23,3,12,,
470969,Rush Bellevue,2023-01-11,2023-01-24,1,13,,
470970,Rush Cajun Lafayette,2023-01-11,2023-02-01,7,21,,
470982,Rush Minnesota,2023-01-11,2023-01-24,3,13,,
470993,Rush Missouri,2023-01-11,2023-01-23,2,12,,
470998,Rush Fremont,2023-01-11,2023-01-23,3,12,,
471007,Rush Florida,2023-01-11,2023-02-13,3,33,,
471023,Rush Minnesota,2023-01-11,2023-01-23,1,12,,
471040,Rush Coaches,2023-01-11,2023-01-23,1,12,,
471041,Rush Minnesota,2023-01-11,2023-01-23,1,12,,
471047,Rush Chicago North,2023-01-11,2023-02-10,6,30,,
471051,Rush Florida,2023-01-11,2023-01-24,3,13,,
471055,Rush Virginia,2023-01-11,2023-02-13,4,33,,
471057,Rush Virginia,2023-01-11,2023-02-13,4,33,,
471058,Rush Mountain,2023-01-11,2023-01-24,3,13,,
471060,Rush Tennessee Lobos,2023-01-11,2023-02-13,2,33,,
471067,Rush Southwest Missouri,2023-01-11,2023-01-20,2,9,,
471068,Rush Virginia,2023-01-11,2023-02-13,4,33,,
471071,Rush Coastal Perdido,2023-01-11,2023-01-23,2,12,,
471072,Rush Union Georgia,2023-01-11,2023-01-20,2,9,,
471077,Rush Colorado,2023-01-11,2023-01-23,1,12,,
471082,Rush Florida,2023-01-11,2023-05-31,1,140,,
471093,Rush Coastal Perdido,2023-01-11,2023-01-24,2,13,,
471095,Rush Wisconsin,2023-01-11,2023-01-23,1,12,,
471106,Rush Idaho,2023-01-12,2023-01-23,4,11,,
471109,Rush Pikes Peak,2023-01-12,2023-01-23,1,11,,
471116,Rush Southwest Missouri,2023-01-12,2023-01-23,1,11,,
471122,Rush Flatirons,2023-01-12,2023-01-23,4,11,,
471137,Rush Virginia,2023-01-12,2023-02-10,4,29,,
471144,Rush Bellevue,2023-01-12,2023-02-08,5,27,,
471165,Rush Wisconsin,2023-01-12,2023-01-23,3,11,,
471166,Rush Michigan Lansing,2023-01-12,2023-02-23,8,42,,
471181,Rush Idaho,2023-01-12,2023-01-23,4,11,,
471186,Rush North Denver,2023-01-12,2023-01-26,3,14,,
471191,Rush Hillsboro,2023-01-12,2023-02-10,8,29,,
471193,Rush Idaho,2023-01-12,2023-01-23,4,11,,
471196,Rush Alaska,2023-01-12,2023-01-24,3,12,,
471199,Rush Colorado,2023-01-12,2023-01-20,2,8,,
471214,Rush Florida,2023-01-12,2023-01-24,3,12,,
471224,Rush Southwest Missouri,2023-01-12,2023-01-27,3,15,,
471240,Rush Idaho,2023-01-13,2023-01-23,5,10,,
471244,Rush Minnesota,2023-01-13,2023-01-23,3,10,,
471254,Rush Pensacola Fc,2023-01-13,2023-02-01,2,19,,
471257,Rush San Jose,2023-01-13,2023-02-13,1,31,,
471258,Rush North Carolina,2023-01-13,2023-02-23,3,41,,
471260,Rush United Fc,2023-01-13,2023-01-23,4,10,,
471262,Rush Maryland,2023-01-13,2023-02-23,6,41,,
471264,Rush Minnesota,2023-01-13,2023-01-23,8,10,,
471266,Rush Atletico Nv,2023-01-13,2023-02-13,3,31,,
471270,Rush Atletico Nv,2023-01-13,2023-01-24,4,11,,
471274,Rush Gateway,2023-01-13,2023-02-23,10,41,,
471275,Rush Minnesota,2023-01-13,2023-01-20,4,7,,
471277,Rush Virginia,2023-01-13,2023-01-23,4,10,,
471287,Rush United Fc,2023-01-13,2023-01-26,4,13,,
471293,Rush Kentucky Hardin,2023-01-13,2023-02-10,6,28,,
471300,Rush Ny Syracuse,2023-01-13,2023-01-20,3,7,,
471304,Rush Pensacola Fc,2023-01-13,2023-01-31,9,18,,
471312,Rush Hillsboro,2023-01-13,2023-02-23,5,41,,
471319,Rush Csra,2023-01-13,2023-01-26,5,13,,
471328,Rush New Mexico,2023-01-13,2023-01-26,6,13,,
471329,Rush Hillsboro,2023-01-13,2023-02-06,1,24,,
471330,Rush Minnesota,2023-01-13,2023-01-23,3,10,,
471334,Rush Colorado,2023-01-13,2023-02-10,3,28,,
471340,Rush Tennessee Lobos,2023-01-13,2023-01-23,4,10,,
471341,Rush Chicago North,2023-01-13,2023-02-10,10,28,,
471342,Rush Chicago North,2023-01-13,2023-02-23,5,41,,
471355,Rush Ny Select,2023-01-13,2023-01-23,3,10,,
471363,Rush Ct West Central,2023-01-13,2023-01-20,8,7,,
471366,Rush Tennessee Lobos,2023-01-13,2023-01-23,4,10,,
471369,Rush Twin Cities,2023-01-13,2023-02-17,1,35,,
471370,Rush Southwest Missouri,2023-01-13,2023-02-23,4,41,,
471372,Rush Maryland,2023-01-13,2023-01-23,2,10,,
471374,Rush Gateway,2023-01-13,2023-01-23,1,10,,
471376,Rush Kentucky Hardin,2023-01-13,2023-02-23,7,41,,
471378,Rush Florida,2023-01-13,2023-01-23,4,10,,
471385,Rush Union Georgia,2023-01-13,2023-01-23,4,10,,
471386,Rush Tennessee Lobos,2023-01-13,2023-01-24,3,11,,
471388,Rush Idaho,2023-01-13,2023-01-24,4,11,,
471401,Rush Tennessee Lobos,2023-01-13,2023-01-23,4,10,,
471406,Rush Florida,2023-01-13,2023-01-24,4,11,,
471411,Rush Virginia,2023-01-13,2023-01-23,6,10,,
471414,Rush Fremont,2023-01-13,2023-01-26,3,13,,
471416,Rush Idaho,2023-01-13,2023-01-23,1,10,,
471421,Rush Union Georgia,2023-01-13,2023-01-20,5,7,,
471428,Rush Hawaii,2023-01-13,2023-02-14,1,32,,
471433,Rush Minnesota,2023-01-13,2023-02-21,4,39,,
471438,Rush Michigan Lansing,2023-01-13,2023-01-23,6,10,,
471453,Rush Idaho,2023-01-13,2023-01-24,4,11,,
471458,Rush Quad Cities,2023-01-13,2023-02-23,10,41,,
471464,Rush Union Georgia,2023-01-13,2023-01-21,3,8,,
471483,Rush Atletico Nv,2023-01-14,2023-01-23,3,9,,
471487,Rush Michigan Downriver,2023-01-14,2023-01-21,6,7,,
471488,Rush Coastal Bayside,2023-01-14,2023-01-23,4,9,,
471489,Rush Coastal Bayside,2023-01-14,2023-01-21,2,7,,
471493,Rush Chicago North,2023-01-14,2023-02-23,6,40,,
471495,Rush Chicago North,2023-01-14,2023-02-23,6,40,,
471500,Rush Chicago Oswego,2023-01-14,2023-01-26,6,12,,
471510,Rush Union Georgia,2023-01-14,2023-01-23,4,9,,
471514,Rush Michigan Northville,2023-01-14,2023-02-23,4,40,,
471545,Rush Ny Syracuse,2023-01-14,2023-01-26,4,12,,
471560,Rush Alaska,2023-01-14,2023-01-20,5,6,,
471570,Rush National Soccer,2023-01-14,2023-01-26,1,12,,
471572,Rush Colorado,2023-01-14,2023-01-20,6,6,,
471581,Rush Chicago Oswego,2023-01-14,2023-01-23,1,9,,
471583,Rush Maryland,2023-01-14,2023-01-21,3,7,,
471598,Rush Tennessee Lobos,2023-01-14,2023-01-24,4,10,,
471605,Rush Gateway,2023-01-14,2023-01-21,1,7,,
471621,Rush Idaho,2023-01-14,2023-01-23,4,9,,
471626,Rush Kentucky Hardin,2023-01-14,2023-01-21,1,7,,
471632,Rush Southwest Missouri,2023-01-14,2023-01-21,2,7,,
471638,Rush Kentucky Hardin,2023-01-14,2023-01-20,6,6,,
471648,Rush Wisconsin,2023-01-14,2023-01-23,4,9,,
471654,Rush Michigan Lansing,2023-01-15,2023-01-23,1,8,,
471660,Rush Tennessee Lobos,2023-01-15,2023-01-23,7,8,,
471662,Rush Missouri,2023-01-15,2023-02-17,15,33,,
471664,Rush Missouri,2023-01-15,2023-01-26,4,11,,
471672,Rush Tennessee Lobos,2023-01-15,2023-01-20,4,5,,
471673,Rush Tennessee Lobos,2023-01-15,2023-01-20,4,5,,
471675,Rush Pensacola Fc,2023-01-15,2023-01-31,3,16,,
471681,Rush National Soccer,2023-01-15,2023-01-23,1,8,,
471682,Rush Florida,2023-01-15,2023-01-20,1,5,,
471685,Rush Missouri,2023-01-15,2023-01-23,4,8,,
471688,Rush Colorado,2023-01-15,2023-01-23,2,8,,
471704,Rush Michigan Lansing,2023-01-15,2023-01-20,1,5,,
471709,Rush Ct East Shoreline,2023-01-15,2023-01-24,10,9,,
471714,Rush Missouri,2023-01-15,2023-01-20,1,5,,
471720,Rush Ny Albany,2023-01-15,2023-01-23,7,8,,
471726,Rush Ny Rochester,2023-01-15,2023-01-23,4,8,,
471729,Rush Missouri,2023-01-15,2023-01-23,5,8,,
471730,Rush Michigan Lansing,2023-01-15,2023-01-23,1,8,,
471735,Rush Massachusetts North,2023-01-15,2023-02-10,6,26,,
471744,Rush Michigan Lansing,2023-01-15,2023-02-10,12,26,,
471746,Rush Ct East Shoreline,2023-01-15,2023-02-14,3,30,,
471757,Rush Florida,2023-01-15,2023-01-23,3,8,,
471767,Rush United Fc,2023-01-15,2023-01-23,2,8,,
471769,Rush Iowa,2023-01-15,2023-01-24,4,9,,
471778,Rush Iowa,2023-01-15,2023-01-23,3,8,,
471780,Rush Coastal Perdido,2023-01-15,2023-01-20,3,5,,
471785,Rush Michigan Lansing,2023-01-15,2023-01-26,6,11,,
471790,Rush Florida,2023-01-15,2023-01-21,1,6,,
471791,Rush United Fc,2023-01-15,2023-01-24,6,9,,
471795,Rush Ny Albany,2023-01-15,2023-01-25,1,10,,
471803,Rush Ac Delray,2023-01-16,2023-01-23,1,7,,
471810,Rush Northern Colorado,2023-01-16,2023-01-23,4,7,,
471836,Rush Michigan Lansing,2023-01-16,2023-01-27,6,11,,
471846,Rush Tennessee Lobos,2023-01-16,2023-01-23,4,7,,
471849,Rush Fremont,2023-01-16,2023-01-20,2,4,,
471852,Rush Kansas Wichita,2023-01-16,2023-01-23,6,7,,
471858,Rush Colorado,2023-01-16,2023-02-08,2,23,,
471881,Rush National Soccer,2023-01-16,2023-01-20,1,4,,
471884,Rush Iowa,2023-01-16,2023-01-23,4,7,,
471896,Rush Minnesota,2023-01-16,2023-01-23,3,7,,
471898,Rush North Carolina,2023-01-16,2023-01-20,4,4,,
471902,Rush Mississippi,2023-01-16,2023-01-26,11,10,,
471922,Rush Flatirons,2023-01-16,2023-01-21,4,5,,
471928,Rush Southwest Missouri,2023-01-16,2023-01-21,2,5,,
471950,Rush Coastal Perdido,2023-01-16,2023-01-23,1,7,,
471954,Rush Northern Colorado,2023-01-16,2023-02-15,11,30,,
471957,Rush Columbia Missouri,2023-01-16,2023-01-21,4,5,,
471958,Rush Mountain,2023-01-16,2023-01-24,8,8,,
471959,Rush Cajun Lafayette,2023-01-16,2023-02-16,16,31,,
471966,Rush Southern Maryland,2023-01-16,2023-01-21,2,5,,
471972,Rush Minnesota,2023-01-16,2023-01-20,3,4,,
