order_id,Club Name,First Order Date,Latest Ship Date,Total Products Ordered,Time to ship,,
1294561,Rush Florida,2024-08-28,,3,#NUM!,,2024-09-03
1294562,Rush Iowa,2024-08-28,,2,#NUM!,,2024-10-09
1294567,Rush Va Peninsula,2024-08-28,,4,#NUM!,,2024-09-19
1294588,Rush Ny Albany,2024-08-28,,12,#NUM!,,2024-09-26
1294597,Rush Maryland,2024-08-28,,5,#NUM!,,2024-10-15
1294599,Rush Florida,2024-08-28,,9,#NUM!,,2024-10-15
1294602,Rush Ct East,2024-08-28,,4,#NUM!,,2024-10-09
1294603,Rush Idaho,2024-08-28,,10,#NUM!,,2024-09-19
1294604,Rush Union Georgia,2024-08-28,,4,#NUM!,,2024-10-17
1294609,Rush Tennessee Lobos,2024-08-28,,3,#NUM!,,2024-10-10
1294616,Rush Idaho,2024-08-28,,4,#NUM!,,2024-09-19
1294618,Rush Virginia,2024-08-28,,2,#NUM!,,2024-09-03
1294620,Rush Alabama,2024-08-28,,5,#NUM!,,2024-10-16
1294622,Rush Maryland,2024-08-28,,1,#NUM!,,2024-09-03
1294628,Rush Ct East,2024-08-28,,1,#NUM!,,2024-09-24
1294629,Rush Hawaii,2024-08-28,,5,#NUM!,,2024-09-18
1294631,Rush Tennessee Lobos,2024-08-28,,2,#NUM!,,2024-10-10
1294634,Rush Hillsboro,2024-08-28,,7,#NUM!,,2024-10-14
1294636,Rush Kansas Wichita,2024-08-28,,1,#NUM!,,2024-09-25
1294667,Rush Twin Cities,2024-08-28,,12,#NUM!,,2024-10-14
1294669,Rush Emerald Coast United,2024-08-28,,6,#NUM!,,2024-09-25
1294685,Rush Virginia,2024-08-28,,2,#NUM!,,2024-09-03
1294690,Rush Delmarva,2024-08-28,,9,#NUM!,,2024-10-15
1294697,Rush Idaho,2024-08-28,,5,#NUM!,,2024-09-24
1294699,Rush Hawaii,2024-08-28,,8,#NUM!,,2024-10-21
1294701,Rush Gateway,2024-08-28,,3,#NUM!,,2024-09-04
1294702,Rush Idaho,2024-08-28,,5,#NUM!,,2024-09-18
1294703,Rush Ct East,2024-08-28,,13,#NUM!,,2024-10-24
1294352,Rush Virginia,2024-08-29,,4,#NUM!,,2024-09-13
1294492,Rush Ct West,2024-08-29,,3,#NUM!,,2024-09-25
1294711,Rush Iowa,2024-08-29,,1,#NUM!,,2024-10-14
1294721,Rush Kansas,2024-08-29,,4,#NUM!,,2024-09-24
1294737,Rush United Fc,2024-08-29,,3,#NUM!,,2024-09-20
1294739,Rush Gateway,2024-08-29,,10,#NUM!,,2024-10-22
1294744,Rush Hawaii,2024-08-29,,7,#NUM!,,2024-10-15
1294746,Rush Colorado,2024-08-29,,2,#NUM!,,2024-09-23
1294748,Rush Southwest Virginia,2024-08-29,,2,#NUM!,,2024-10-09
1294751,Rush Delmarva,2024-08-29,,3,#NUM!,,2024-09-24
1294752,Rush Florida,2024-08-29,,5,#NUM!,,2024-09-25
1294754,Rush Rock,2024-08-29,,1,#NUM!,,2024-09-20
1294757,Rush Quincy,2024-08-29,,7,#NUM!,,2024-10-15
1294758,Rush Tennessee Lobos,2024-08-29,,3,#NUM!,,2024-09-25
1294774,Rush Amarillo,2024-08-29,,6,#NUM!,,2024-10-11
1294779,Rush Virginia,2024-08-29,,5,#NUM!,,2024-09-13
1294786,Rush La Krewe Lafayette,2024-08-29,,2,#NUM!,,2024-09-24
1294805,Rush Ct West,2024-08-29,,4,#NUM!,,2024-10-22
1294807,Rush Florida,2024-08-29,,8,#NUM!,,2024-10-25
1294814,Rush Tennessee Lobos,2024-08-29,,4,#NUM!,,2024-09-18
1294822,Rush North Denver,2024-08-29,,4,#NUM!,,2024-09-26
1294830,Rush Tennessee Lobos,2024-08-29,,2,#NUM!,,2024-10-09
1294831,Rush Va Peninsula,2024-08-29,,10,#NUM!,,2024-09-25
1294841,Rush Flatirons,2024-08-29,,4,#NUM!,,2024-10-15
1294844,Rush Mountain,2024-08-29,,4,#NUM!,,2024-10-24
1294852,Rush Kansas Wichita,2024-08-29,,6,#NUM!,,2024-10-14
1294854,Rush Kansas Wichita,2024-08-29,,1,#NUM!,,2024-09-03
1294868,Rush Idaho,2024-08-29,,3,#NUM!,,2024-09-25
1294874,Rush Ny Albany,2024-08-29,,13,#NUM!,,2024-09-25
1294885,Rush Virginia,2024-08-29,,2,#NUM!,,2024-09-13
1294886,Rush Missouri,2024-08-29,,2,#NUM!,,2024-09-24
1294890,Rush Colorado,2024-08-29,,2,#NUM!,,2024-09-24
1294893,Rush Idaho,2024-08-29,,6,#NUM!,,2024-09-18
1294898,Rush Idaho,2024-08-29,,2,#NUM!,,2024-09-03
1294901,Rush Idaho,2024-08-29,,3,#NUM!,,2024-09-03
1294904,Rush Twin Cities,2024-08-29,,6,#NUM!,,2024-10-14
1294930,Rush Washington,2024-08-29,,2,#NUM!,,2024-09-24
1294937,Rush San Jose,2024-08-29,,4,#NUM!,,2024-09-24
1294946,Rush Twin Cities,2024-08-29,,6,#NUM!,,2024-09-23
1294952,Rush Hawaii,2024-08-29,,2,#NUM!,,2024-09-24
1295007,Rush Virginia,2024-08-29,,5,#NUM!,,2024-09-13
1295019,Rush Delmarva,2024-08-29,,9,#NUM!,,2024-10-22
1295031,Rush Idaho,2024-08-29,,5,#NUM!,,2024-09-25
1295037,Rush Twin Cities,2024-08-29,,3,#NUM!,,2024-09-25
1295038,Rush Virginia,2024-08-29,,4,#NUM!,,2024-09-13
1295045,Rush Pensacola Fc,2024-08-29,,2,#NUM!,,2024-09-23
1295052,Rush Twin Cities,2024-08-29,,3,#NUM!,,2024-09-24
1295055,Rush Ny Select,2024-08-29,,12,#NUM!,,2024-09-25
1295059,Rush Colorado,2024-08-29,,7,#NUM!,,2024-09-25
1295062,Rush Mountain,2024-08-29,,4,#NUM!,,2024-10-16
1295072,Rush Ny Albany,2024-08-29,,4,#NUM!,,2024-09-25
1295085,Rush Virginia,2024-08-29,,5,#NUM!,,2024-09-16
1295092,Rush Chicago North,2024-08-29,,4,#NUM!,,2024-09-24
1295098,Rush Wisconsin South East,2024-08-29,,4,#NUM!,,2024-09-24
1295105,Rush Massachusetts,2024-08-29,,8,#NUM!,,2024-10-15
1295109,Rush Gateway,2024-08-29,,3,#NUM!,,2024-09-23
1295131,Rush Ny Buffalo,2024-08-29,,10,#NUM!,,2024-09-24
1295136,Rush Palm Beach,2024-08-29,,7,#NUM!,,2024-09-23
1295137,Rush Missouri,2024-08-29,,1,#NUM!,,2024-09-24
1295143,Rush Ct East,2024-08-29,,4,#NUM!,,2024-09-24
1295154,Rush Colorado,2024-08-29,,5,#NUM!,,2024-10-15
1295160,Rush Wisconsin West,2024-08-29,,2,#NUM!,,2024-09-27
1295169,Rush Southwest Missouri,2024-08-29,,6,#NUM!,,2024-09-23
1295171,Rush Virginia,2024-08-29,,4,#NUM!,,2024-09-13
1295174,Rush Idaho,2024-08-29,,8,#NUM!,,2024-10-14
1295179,Rush Wisconsin South East,2024-08-29,,1,#NUM!,,2024-09-24
1295186,Rush Flatirons,2024-08-29,,3,#NUM!,,2024-09-24
1295189,Rush Quincy,2024-08-29,,4,#NUM!,,2024-09-25
1295195,Rush Idaho,2024-08-29,,5,#NUM!,,2024-09-24
1295202,Rush Florida,2024-08-29,,2,#NUM!,,2024-09-25
1295236,Rush Idaho,2024-08-29,,4,#NUM!,,2024-10-15
1295243,Rush Ny Albany,2024-08-29,,2,#NUM!,,2024-09-25
1295263,Rush Union Georgia,2024-08-29,,1,#NUM!,,2024-09-18
1295269,Rush Southwest Missouri,2024-08-29,,1,#NUM!,,2024-09-25
1295275,Rush Amarillo,2024-08-29,,6,#NUM!,,2024-09-24
1295304,Rush Tennessee Lobos,2024-08-29,,17,#NUM!,,2024-10-16
1295314,Rush Iowa,2024-08-29,,4,#NUM!,,2024-10-09
1295317,Rush Tennessee Lobos,2024-08-29,,2,#NUM!,,2024-09-25
1295342,Rush Union Georgia,2024-08-29,,4,#NUM!,,2024-09-23
1295367,Rush Twin Cities,2024-08-29,,2,#NUM!,,2024-09-21
1295382,Rush California,2024-08-29,,2,#NUM!,,2024-09-26
1295383,Rush California,2024-08-29,,6,#NUM!,,2024-09-24
1295387,Rush North Carolina,2024-08-29,,8,#NUM!,,2024-10-22
1295388,Rush Twin Cities,2024-08-29,,6,#NUM!,,2024-10-23
1295392,Rush Ny Select,2024-08-29,,12,#NUM!,,2024-09-23
1295404,Rush Idaho,2024-08-29,,1,#NUM!,,2024-10-09
1295408,Rush Idaho,2024-08-29,,4,#NUM!,,2024-10-21
1295409,Rush Wisconsin,2024-08-29,,10,#NUM!,,2024-09-30
1295416,Rush Idaho,2024-08-29,,5,#NUM!,,2024-10-16
1295428,Rush Bluffton,2024-08-29,,4,#NUM!,,2024-10-09
1295435,Rush Twin Cities,2024-08-29,,6,#NUM!,,2024-10-22
1295446,Rush Va Peninsula,2024-08-29,,4,#NUM!,,2024-09-25
1295447,Rush Hawaii,2024-08-29,,13,#NUM!,,2024-10-22
1295449,Rush Virginia,2024-08-29,,5,#NUM!,,2024-10-10
1295458,Rush La Krewe Lafayette,2024-08-29,,6,#NUM!,,2024-09-26
1295462,Rush Southwest Missouri,2024-08-29,,1,#NUM!,,2024-09-24
1295465,Rush Ny Select,2024-08-29,,9,#NUM!,,2024-10-14
1295468,Rush Tennessee Lobos,2024-08-29,,8,#NUM!,,2024-09-24
1295470,Rush Florida,2024-08-29,,2,#NUM!,,2024-09-24
1295479,Rush Hawaii,2024-08-29,,4,#NUM!,,2024-09-25
1295487,Rush Florida,2024-08-29,,4,#NUM!,,2024-10-09
1295492,Rush Idaho,2024-08-29,,8,#NUM!,,2024-10-14
1295506,Rush Gateway,2024-08-29,,2,#NUM!,,2024-10-02
1295522,Rush Coastal Perdido,2024-08-29,,3,#NUM!,,2024-10-09
585576,Rush Coaches,2024-08-30,,1,#NUM!,,2024-09-25
585581,Rush National Soccer,2024-08-30,,1,#NUM!,,2024-09-24
1295577,Rush Tennessee Lobos,2024-08-30,,4,#NUM!,,2024-09-24
1295579,Rush Pennsylvania,2024-08-30,,5,#NUM!,,2024-09-23
1295580,Rush Tennessee Lobos,2024-08-30,,4,#NUM!,,2024-10-09
1295595,Rush Ct West,2024-08-30,,22,#NUM!,,2024-10-01
1295599,Rush Chicago North Shore,2024-08-30,,2,#NUM!,,2024-09-24
1295614,Rush Union Georgia,2024-08-30,,4,#NUM!,,2024-09-23
1295616,Rush Union Georgia,2024-08-30,,4,#NUM!,,2024-10-09
1295619,Rush Oklahoma,2024-08-30,,4,#NUM!,,2024-09-23
1295623,Rush Florida,2024-08-30,,4,#NUM!,,2024-09-23
1295632,Rush South Texas,2024-08-30,,10,#NUM!,,2024-10-22
1295637,Rush Coastal Perdido,2024-08-30,,1,#NUM!,,2024-09-25
1295650,Rush Virginia,2024-08-30,,8,#NUM!,,2024-09-13
1295651,Rush Emerald Coast United,2024-08-30,,9,#NUM!,,2024-09-23
1295654,Rush Idaho,2024-08-30,,2,#NUM!,,2024-09-24
1295655,Rush Maryland,2024-08-30,,2,#NUM!,,2024-09-23
1295656,Rush Ny Albany,2024-08-30,,10,#NUM!,,2024-10-14
1295658,Rush United Fc,2024-08-30,,7,#NUM!,,2024-10-16
1295662,Rush Pensacola Fc,2024-08-30,,9,#NUM!,,2024-09-25
1295663,Rush Ct Select,2024-08-30,,6,#NUM!,,2024-09-23
1295664,Rush Ac Delray,2024-08-30,,8,#NUM!,,2024-11-12
1295681,Rush Twin Cities,2024-08-30,,11,#NUM!,,2024-09-27
1295690,Rush Nevada,2024-08-30,,3,#NUM!,,2024-09-24
1295696,Rush Twin Cities,2024-08-30,,6,#NUM!,,2024-09-24
1295708,Rush Washington,2024-08-30,,4,#NUM!,,2024-09-24
1295711,Rush Idaho,2024-08-30,,6,#NUM!,,2024-09-23
1295717,Rush Twin Cities,2024-08-30,,10,#NUM!,,2024-09-24
1295744,Rush Hawaii,2024-08-30,,5,#NUM!,,2024-10-15
1295763,Rush Hawaii,2024-08-30,,4,#NUM!,,2024-10-03
1295794,Rush Alaska,2024-08-30,,9,#NUM!,,2024-10-28
1295795,Rush Hawaii,2024-08-30,,7,#NUM!,,2024-10-10
1295798,Rush Pensacola Fc,2024-08-30,,2,#NUM!,,2024-09-25
1295799,Rush Colorado,2024-08-30,,6,#NUM!,,2024-10-22
1295807,Rush Southwest Virginia,2024-08-30,,5,#NUM!,,2024-09-18
1295833,Rush Virginia,2024-08-30,,5,#NUM!,,2024-10-09
1295871,Rush Wisconsin West,2024-08-30,,2,#NUM!,,2024-09-24
1295873,Rush Ac Delray,2024-08-30,,7,#NUM!,,2024-09-25
1295881,Rush Wisconsin,2024-08-30,,2,#NUM!,,2024-09-25
1295891,Rush Florida,2024-08-30,,4,#NUM!,,2024-10-17
1295893,Rush United Fc,2024-08-30,,9,#NUM!,,2024-10-22
1295902,Rush Florida,2024-08-30,,8,#NUM!,,2024-10-14
1295921,Rush Pensacola Fc,2024-08-30,,8,#NUM!,,2024-10-21
1295947,Rush Florida,2024-08-30,,2,#NUM!,,2024-10-01
1295964,Rush Twin Cities,2024-08-30,,4,#NUM!,,2024-09-26
1295965,Rush Florida,2024-08-30,,4,#NUM!,,2024-09-24
1296011,Rush Iowa,2024-08-30,,1,#NUM!,,2024-09-25
1296014,Rush Mountain,2024-08-30,,3,#NUM!,,2024-10-14
1296019,Rush Ct East,2024-08-30,,13,#NUM!,,2024-10-14
1296020,Rush Flatirons,2024-08-30,,4,#NUM!,,2024-10-24
1296046,Rush Florida,2024-08-30,,4,#NUM!,,2024-09-26
1296049,Rush Virginia,2024-08-30,,5,#NUM!,,2024-09-13
1296054,Rush Minnesota,2024-08-30,,8,#NUM!,,2024-09-23
1296057,Rush United Fc,2024-08-30,,6,#NUM!,,2024-10-14
1296068,Rush Union Georgia,2024-08-30,,5,#NUM!,,2024-10-16
1296072,Rush Delmarva,2024-08-30,,6,#NUM!,,2024-09-23
1296083,Rush Colorado,2024-08-30,,16,#NUM!,,2024-10-14
1296098,Rush Florida,2024-08-30,,8,#NUM!,,2024-10-25
1296129,Rush Idaho,2024-08-30,,5,#NUM!,,2024-10-21
1296133,Rush Hawaii,2024-08-30,,6,#NUM!,,2024-10-09
1296140,Rush Twin Cities,2024-08-30,,1,#NUM!,,2024-09-25
1296168,Rush Ct West,2024-08-30,,18,#NUM!,,2024-10-25
1296170,Rush South Texas,2024-08-30,,8,#NUM!,,2024-10-11
1296179,Rush California,2024-08-30,,12,#NUM!,,2024-10-24
1296196,Rush Pensacola Fc,2024-08-30,,16,#NUM!,,2024-10-22
1296200,Rush Csra,2024-08-30,,1,#NUM!,,2024-09-25
1296201,Rush Columbia Missouri,2024-08-30,,4,#NUM!,,2024-10-15
1296211,Rush Flatirons,2024-08-30,,3,#NUM!,,2024-10-17
1296276,Rush Virginia,2024-08-30,,4,#NUM!,,2024-09-13
1296282,Rush United Fc,2024-08-30,,4,#NUM!,,2024-10-01
1296295,Rush Oklahoma,2024-08-30,,4,#NUM!,,2024-10-17
1296308,Rush South Texas,2024-08-30,,5,#NUM!,,2024-10-22
1296314,Rush Hawaii,2024-08-30,,4,#NUM!,,2024-10-17
1296318,Rush Missouri,2024-08-30,,2,#NUM!,,2024-09-25
1296323,Rush North Denver,2024-08-30,,9,#NUM!,,2024-09-26
1296331,Rush Colorado,2024-08-30,,1,#NUM!,,2024-09-25
1296337,Rush Twin Cities,2024-08-30,,12,#NUM!,,2024-10-24
1296345,Rush Phoenix,2024-08-30,,14,#NUM!,,2024-09-24
1296350,Rush Coastal Perdido,2024-08-30,,3,#NUM!,,2024-09-24
1296358,Rush Ct East,2024-08-30,,8,#NUM!,,2024-09-25
1296362,Rush Union Georgia,2024-08-30,,4,#NUM!,,2024-10-09
1296366,Rush Ac Delray,2024-08-30,,10,#NUM!,,2024-09-25
1296369,Rush Virginia,2024-08-30,,7,#NUM!,,2024-09-13
1296383,Rush Delmarva,2024-08-30,,11,#NUM!,,2024-10-16
1296385,Rush Tennessee Lobos,2024-08-30,,4,#NUM!,,2024-10-17
1296390,Rush Alabama,2024-08-30,,7,#NUM!,,2024-09-23
1296404,Rush Ny Albany,2024-08-30,,5,#NUM!,,2024-09-25
1296420,Rush Twin Cities,2024-08-30,,4,#NUM!,,2024-10-22
1296422,Rush Idaho,2024-08-30,,5,#NUM!,,2024-10-24
1296423,Rush Idaho,2024-08-30,,9,#NUM!,,2024-09-24
1296435,Rush Lfa,2024-08-30,,6,#NUM!,,2024-09-23
1296436,Rush Idaho,2024-08-30,,10,#NUM!,,2024-10-17
1296437,Rush Columbia Missouri,2024-08-30,,4,#NUM!,,2024-10-14
1296438,Rush Florida,2024-08-30,,3,#NUM!,,2024-10-22
1296439,Rush Massachusetts,2024-08-30,,1,#NUM!,,2024-10-21
1296440,Rush Chicago North,2024-08-30,,6,#NUM!,,2024-10-15
1296442,Rush Mississippi,2024-08-30,,3,#NUM!,,2024-09-23
1296444,Rush Southwest Virginia,2024-08-30,,4,#NUM!,,2024-10-09
1296451,Rush Tennessee Lobos,2024-08-30,,4,#NUM!,,2024-10-18
1296456,Rush Twin Cities,2024-08-30,,6,#NUM!,,2024-10-15
1296457,Rush Idaho,2024-08-30,,2,#NUM!,,2024-10-09
1296458,Rush Hawaii,2024-08-30,,9,#NUM!,,2024-09-26
1296461,Rush Idaho,2024-08-30,,5,#NUM!,,2024-10-02
1296463,Rush Bluffton,2024-08-30,,2,#NUM!,,2024-09-25
1296464,Rush Kansas,2024-08-30,,3,#NUM!,,2024-09-21
1296487,Rush Florida,2024-08-30,,4,#NUM!,,2024-10-15
585601,Rush National Soccer,2024-08-31,,1,#NUM!,,2024-09-25
585612,Rush Coaches,2024-08-31,,9,#NUM!,,2024-09-25
1296527,Rush New Jersey,2024-08-31,,3,#NUM!,,2024-09-23
1296537,Rush Idaho,2024-08-31,,3,#NUM!,,2024-10-14
1296545,Rush Emerald Coast United,2024-08-31,,1,#NUM!,,2024-09-25
1296548,Rush Pennsylvania,2024-08-31,,15,#NUM!,,2024-10-23
1296561,Rush Ny Albany,2024-08-31,,15,#NUM!,,2024-10-25
1296569,Rush Mississippi,2024-08-31,,9,#NUM!,,2024-09-23
1296581,Rush Idaho,2024-08-31,,5,#NUM!,,2024-09-19
1296588,Rush Ny Albany,2024-08-31,,10,#NUM!,,2024-09-23
1296617,Rush Rock,2024-08-31,,1,#NUM!,,2024-09-23
1296621,Rush Hawaii,2024-08-31,,4,#NUM!,,2024-10-22
1296626,Rush Twin Cities,2024-08-31,,9,#NUM!,,2024-09-24
1296705,Rush United Fc,2024-08-31,,3,#NUM!,,2024-09-24
1296715,Rush La Krewe Lafayette,2024-08-31,,2,#NUM!,,2024-09-24
1296719,Rush Coaches,2024-08-31,,11,#NUM!,,2024-10-08
1296722,Rush Coaches,2024-08-31,,1,#NUM!,,2024-09-27
1296725,Rush Mississippi,2024-08-31,,2,#NUM!,,2024-09-24
1296728,Rush Pensacola Fc,2024-08-31,,4,#NUM!,,2024-09-18
1296729,Rush Ny Buffalo,2024-08-31,,13,#NUM!,,2024-09-25
1296730,Rush Fort Lauderdale,2024-08-31,,12,#NUM!,,2024-10-23
1296736,Rush Ct West,2024-08-31,,5,#NUM!,,2024-09-30
1296753,Rush Va Peninsula,2024-08-31,,2,#NUM!,,2024-09-25
1296764,Rush Florida,2024-08-31,,3,#NUM!,,2024-09-25
1296765,Rush California,2024-08-31,,3,#NUM!,,2024-09-24
1296773,Rush Star Cincinnati,2024-08-31,,2,#NUM!,,2024-09-27
1296775,Rush Ny Syracuse,2024-08-31,,4,#NUM!,,2024-09-23
1296779,Rush Tennessee Lobos,2024-08-31,,3,#NUM!,,2024-10-08
1296780,Rush Ct West,2024-08-31,,14,#NUM!,,2024-09-24
1296784,Rush Colorado South,2024-08-31,,2,#NUM!,,2024-09-25
1296789,Rush Missouri,2024-08-31,,2,#NUM!,,2024-10-02
1296792,Rush United Fc,2024-08-31,,8,#NUM!,,2024-10-22
1296794,Rush Virginia,2024-08-31,,4,#NUM!,,2024-09-13
1296796,Rush Florida,2024-08-31,,10,#NUM!,,2024-10-30
1296825,Rush Rock,2024-08-31,,12,#NUM!,,2024-09-23
1296828,Rush Fort Lauderdale,2024-08-31,,2,#NUM!,,2024-09-25
1296830,Rush Lvu,2024-08-31,,9,#NUM!,,2024-10-07
1296836,Rush Ac Delray,2024-08-31,,3,#NUM!,,2024-09-25
1296842,Rush Virginia,2024-08-31,,6,#NUM!,,2024-09-13
1296848,Rush Ny Albany,2024-08-31,,12,#NUM!,,2024-10-15
1296849,Rush Chicago West,2024-08-31,,8,#NUM!,,2024-09-26
1296861,Rush Florida,2024-08-31,,4,#NUM!,,2024-09-25
1296862,Rush Idaho,2024-08-31,,3,#NUM!,,2024-10-17
1296867,Rush Colorado South,2024-08-31,,7,#NUM!,,2024-10-02
1296870,Rush West Texas,2024-08-31,,6,#NUM!,,2024-09-23
1296882,Rush Florida,2024-08-31,,8,#NUM!,,2024-10-23
1296896,Rush Twin Cities,2024-08-31,,3,#NUM!,,2024-09-25
1296897,Rush Pennsylvania,2024-08-31,,1,#NUM!,,2024-09-25
1296901,Rush Florida,2024-08-31,,3,#NUM!,,2024-09-24
1296903,Rush Mountain,2024-08-31,,4,#NUM!,,2024-10-15
1296914,Rush Ac Delray,2024-08-31,,6,#NUM!,,2024-10-09
1296918,Rush South Texas,2024-08-31,,9,#NUM!,,2024-09-18
1296922,Rush Virginia,2024-08-31,,5,#NUM!,,2024-09-16
1296927,Rush Ny Syracuse,2024-08-31,,6,#NUM!,,2024-10-16
1296936,Rush Pennsylvania,2024-08-31,,9,#NUM!,,2024-10-22
1296938,Rush Florida,2024-08-31,,5,#NUM!,,2024-10-25
1296941,Rush Idaho,2024-08-31,,4,#NUM!,,2024-10-25
1296943,Rush California,2024-08-31,,7,#NUM!,,2024-09-23
1296974,Rush Ny Albany,2024-08-31,,12,#NUM!,,2024-09-23
1296989,Rush Idaho,2024-08-31,,5,#NUM!,,2024-10-15
1296992,Rush Twin Cities,2024-08-31,,6,#NUM!,,2024-09-23
1296993,Rush Coastal Bayside,2024-08-31,,2,#NUM!,,2024-09-25
1297006,Rush Chicago South,2024-08-31,,1,#NUM!,,2024-09-25
1297008,Rush Idaho,2024-08-31,,4,#NUM!,,2024-09-23
1297039,Rush Tennessee Lobos,2024-08-31,,4,#NUM!,,2024-09-23
1297052,Rush Virginia,2024-08-31,,1,#NUM!,,2024-09-25
1297056,Rush Twin Cities,2024-08-31,,4,#NUM!,,2024-09-25
1297058,Rush La Krewe Lafayette,2024-08-31,,1,#NUM!,,2024-09-25
585651,Rush Chicago North,2024-09-01,,3,#NUM!,,2024-10-02
1297099,Rush Idaho,2024-09-01,,5,#NUM!,,2024-10-10
1297105,Rush Colorado,2024-09-01,,2,#NUM!,,2024-10-14
1297111,Rush United Fc,2024-09-01,,4,#NUM!,,2024-09-23
1297124,Rush Hawaii,2024-09-01,,4,#NUM!,,2024-10-22
1297142,Rush Mississippi,2024-09-01,,3,#NUM!,,2024-09-24
1297156,Rush Tennessee Lobos,2024-09-01,,1,#NUM!,,2024-09-24
1297169,Rush Florida,2024-09-01,,4,#NUM!,,2024-09-23
1297179,Rush Hawaii,2024-09-01,,3,#NUM!,,2024-10-10
1297187,Rush Delmarva,2024-09-01,,13,#NUM!,,2024-09-24
1297189,Rush Pennsylvania,2024-09-01,,6,#NUM!,,2024-09-23
1297197,Rush Chicago Oswego,2024-09-01,,3,#NUM!,,2024-09-24
1297201,Rush Southwest Missouri,2024-09-01,,4,#NUM!,,2024-09-25
1297214,Rush Quincy,2024-09-01,,4,#NUM!,,2024-10-18
1297216,Rush North Denver,2024-09-01,,5,#NUM!,,2024-10-17
1297218,Rush Mountain,2024-09-01,,4,#NUM!,,2024-10-18
1297223,Rush Ny Rochester,2024-09-01,,15,#NUM!,,2024-09-24
1297230,Rush Florida,2024-09-01,,9,#NUM!,,2024-10-22
1297231,Rush Ny Albany,2024-09-01,,18,#NUM!,,2024-10-25
1297232,Rush Virginia,2024-09-01,,3,#NUM!,,2024-09-24
1297241,Rush Fort Lauderdale,2024-09-01,,10,#NUM!,,2024-09-23
1297245,Rush Twin Cities,2024-09-01,,6,#NUM!,,2024-09-25
1297246,Rush Virginia,2024-09-01,,3,#NUM!,,2024-09-13
1297259,Rush Palm Beach,2024-09-01,,11,#NUM!,,2024-09-24
1297260,Rush Coastal Perdido,2024-09-01,,1,#NUM!,,2024-09-25
1297274,Rush Washington,2024-09-01,,6,#NUM!,,2024-09-25
1297287,Rush Ny Albany,2024-09-01,,12,#NUM!,,2024-09-24
1297290,Rush Ct West,2024-09-01,,3,#NUM!,,2024-09-24
1297292,Rush Idaho,2024-09-01,,5,#NUM!,,2024-10-02
1297334,Rush Ac Delray,2024-09-01,,4,#NUM!,,2024-09-24
1297338,Rush Virginia,2024-09-01,,5,#NUM!,,2024-09-19
1297339,Rush Florida,2024-09-01,,1,#NUM!,,2024-09-24
1297341,Rush Massachusetts,2024-09-01,,22,#NUM!,,2024-10-22
1297354,Rush Idaho,2024-09-01,,5,#NUM!,,2024-09-23
1297360,Rush Idaho,2024-09-01,,14,#NUM!,,2024-10-23
1297382,Rush Florida,2024-09-01,,9,#NUM!,,2024-09-24
1297384,Rush Idaho,2024-09-01,,6,#NUM!,,2024-10-10
1297393,Rush Hawaii,2024-09-01,,8,#NUM!,,2024-10-14
1297415,Rush Hawaii,2024-09-01,,5,#NUM!,,2024-10-14
1297418,Rush Chicago Oswego,2024-09-01,,3,#NUM!,,2024-09-25
1297423,Rush Hawaii,2024-09-01,,1,#NUM!,,2024-09-21
1297428,Rush Fort Lauderdale,2024-09-01,,5,#NUM!,,2024-09-23
1297432,Rush Florida,2024-09-01,,4,#NUM!,,2024-10-09
585705,Rush National Soccer,2024-09-02,,1,#NUM!,,2024-09-25
1297464,Rush Ny Syracuse,2024-09-02,,10,#NUM!,,2024-10-31
1297466,Rush North Denver,2024-09-02,,5,#NUM!,,2024-10-10
1297470,Rush Idaho,2024-09-02,,5,#NUM!,,2024-09-23
1297478,Rush Hawaii,2024-09-02,,8,#NUM!,,2024-10-15
1297484,Rush Twin Cities,2024-09-02,,6,#NUM!,,2024-09-23
1297486,Rush Twin Cities,2024-09-02,,6,#NUM!,,2024-10-14
1297495,Rush Twin Cities,2024-09-02,,6,#NUM!,,2024-09-23
1297497,Rush California,2024-09-02,,3,#NUM!,,2024-09-24
1297502,Rush Hawaii,2024-09-02,,10,#NUM!,,2024-09-25
1297504,Rush La Krewe Lafayette,2024-09-02,,2,#NUM!,,2024-10-08
1297510,Rush Florida,2024-09-02,,1,#NUM!,,2024-09-25
1297514,Rush Hawaii,2024-09-02,,11,#NUM!,,2024-10-21
1297517,Rush Florida,2024-09-02,,6,#NUM!,,2024-09-25
1297522,Rush Florida,2024-09-02,,9,#NUM!,,2024-09-23
1297526,Rush Nevada,2024-09-02,,1,#NUM!,,2024-09-25
1297531,Rush Florida,2024-09-02,,7,#NUM!,,2024-09-23
1297549,Rush Ny Albany,2024-09-02,,37,#NUM!,,2025-02-19
1297553,Rush Florida,2024-09-02,,17,#NUM!,,2024-09-24
1297555,Rush Union Georgia,2024-09-02,,1,#NUM!,,2024-09-25
1297557,Rush Tennessee Lobos,2024-09-02,,4,#NUM!,,2024-10-15
1297558,Rush Coaches,2024-09-02,,4,#NUM!,,2024-09-24
1297563,Rush Tennessee Lobos,2024-09-02,,3,#NUM!,,2024-10-22
1297570,Rush Ct Select,2024-09-02,,2,#NUM!,,2024-09-24
1297571,Rush Tennessee Lobos,2024-09-02,,1,#NUM!,,2024-09-25
1297592,Rush Idaho,2024-09-02,,7,#NUM!,,2024-10-14
