Order ID,Order Status,Order Date,Order Range,Shipped Quantity,Unshipped Quantity,Club,Combined Order Status
1216405,Shipped,6/25/2024,Older Than 5 Weeks,14,0,Rush Virginia, Shipped 
1216408,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Star Cincinnati, Shipped 
1216411,Shipped,6/25/2024,Older Than 5 Weeks,15,0,Rush Ct Select, Shipped 
1216416,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Kansas, Shipped 
1216428,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Mississippi, Shipped 
1216431,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Gateway, Shipped 
1216443,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Kansas, Shipped 
1216449,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Alabama, Shipped 
1216460,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush La Krewe Lafayette, Shipped 
1216466,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Kansas, Shipped 
1216467,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Kansas, Shipped 
1216470,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Mississippi, Shipped 
1216494,Shipped,6/25/2024,Older Than 5 Weeks,13,0,Rush Flatirons, Shipped 
1216504,Shipped,6/25/2024,Older Than 5 Weeks,14,0,Rush Kansas, Shipped 
1216508,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Coastal Bayside, Shipped 
1216522,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Kentucky, Shipped 
1216544,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Maryland, Shipped 
1216548,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Iowa North, Shipped 
1216549,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Florida, Shipped 
1216551,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Tennessee Lobos, Shipped 
1216556,Shipped,6/25/2024,Older Than 5 Weeks,1,0,Rush Colorado, Shipped 
1216558,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Chicago Oswego, Shipped 
1216571,Shipped,6/25/2024,Older Than 5 Weeks,2,0,Rush La Krewe Lafayette, Shipped 
1216572,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Iowa, Shipped 
1216580,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Iowa North, Shipped 
1216591,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Colorado, Shipped 
1216608,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Kansas, Shipped 
1216617,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush La Krewe Lafayette, Shipped 
1216626,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Coastal Perdido, Shipped 
1216627,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Mississippi, Shipped 
1216630,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Tennessee Lobos, Shipped 
1216659,Shipped,6/25/2024,Older Than 5 Weeks,2,0,Rush Hillsboro, Shipped 
1216675,Shipped,6/25/2024,Older Than 5 Weeks,14,0,Rush Kansas, Shipped 
1216678,Shipped,6/25/2024,Older Than 5 Weeks,1,0,Rush North Denver, Shipped 
1216683,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Northern Colorado, Shipped 
1216685,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Iowa South, Shipped 
1216695,Shipped,6/25/2024,Older Than 5 Weeks,2,0,Rush Iowa, Shipped 
1216708,Shipped,6/25/2024,Older Than 5 Weeks,13,0,Rush Pensacola Fc, Shipped 
1216734,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Kansas, Shipped 
1216736,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Pensacola Fc, Shipped 
1216744,Shipped,6/25/2024,Older Than 5 Weeks,16,0,Rush Psd, Shipped 
1216752,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Iowa North, Shipped 
1216780,Shipped,6/25/2024,Older Than 5 Weeks,15,0,Rush Coastal Bayside, Shipped 
1216782,Shipped,6/25/2024,Older Than 5 Weeks,20,0,Rush Kansas, Shipped 
1216803,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Florida, Shipped 
1216829,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Hawaii, Shipped 
1216835,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Idaho, Shipped 
1216838,Shipped,6/25/2024,Older Than 5 Weeks,11,0,Rush Tennessee Lobos, Shipped 
1216852,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Gateway, Shipped 
1216861,Shipped,6/25/2024,Older Than 5 Weeks,14,0,Rush Chicago Oswego, Shipped 
1216864,Shipped,6/25/2024,Older Than 5 Weeks,2,0,Rush Tennessee Lobos, Shipped 
1216868,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Iowa North, Shipped 
1216879,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush La Krewe Lafayette, Shipped 
1216901,Shipped,6/25/2024,Older Than 5 Weeks,2,0,Rush Kansas, Shipped 
1216903,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Alabama, Shipped 
1216925,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush West Texas, Shipped 
1216932,Shipped,6/25/2024,Older Than 5 Weeks,14,0,Rush Kansas, Shipped 
1216961,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Gateway, Shipped 
1216972,Shipped,6/25/2024,Older Than 5 Weeks,2,0,Rush Coastal Bayside, Shipped 
1216984,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush Kansas, Shipped 
1216987,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush Hillsboro, Shipped 
1216990,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Coastal Perdido, Shipped 
1217000,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush Northern Colorado, Shipped 
1217009,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Chicago Oswego, Shipped 
1217013,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Coastal Perdido, Shipped 
1217018,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Iowa, Shipped 
1217023,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Kansas, Shipped 
1217039,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Kentucky, Shipped 
1217046,Shipped,6/25/2024,Older Than 5 Weeks,1,0,Rush Hillsboro, Shipped 
1217053,Shipped,6/25/2024,Older Than 5 Weeks,19,0,Rush Kansas, Shipped 
1217064,Shipped,6/25/2024,Older Than 5 Weeks,1,0,Rush Iowa, Shipped 
1217078,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush Missouri, Shipped 
1217105,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Union Georgia, Shipped 
1217125,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Flatirons, Shipped 
1217165,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Coastal Bayside, Shipped 
1217172,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Nevada, Shipped 
1217179,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush Kansas, Shipped 
1217185,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Mississippi, Shipped 
1217186,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Minnesota, Shipped 
1217190,Shipped,6/25/2024,Older Than 5 Weeks,11,0,Rush Nevada, Shipped 
1217194,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Missouri, Shipped 
1217213,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Kansas, Shipped 
1217218,Shipped,6/25/2024,Older Than 5 Weeks,16,0,Rush Tennessee Lobos, Shipped 
1217220,Shipped,6/25/2024,Older Than 5 Weeks,20,0,Rush East Penn, Shipped 
1217223,Shipped,6/25/2024,Older Than 5 Weeks,14,0,Rush Pennsylvania, Shipped 
1217228,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Nevada, Shipped 
1217237,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Missouri, Shipped 
1217242,Shipped,6/25/2024,Older Than 5 Weeks,10,0,Rush Hawaii, Shipped 
1217250,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Mississippi, Shipped 
1217252,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Colorado, Shipped 
1217261,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush East Penn, Shipped 
1217263,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush East Penn, Shipped 
1217284,Shipped,6/25/2024,Older Than 5 Weeks,16,0,Rush Kansas, Shipped 
1217297,Shipped,6/25/2024,Older Than 5 Weeks,1,0,Rush Mississippi, Shipped 
1217311,Shipped,6/25/2024,Older Than 5 Weeks,11,0,Rush Tennessee Lobos, Shipped 
1217318,Shipped,6/25/2024,Older Than 5 Weeks,15,0,Rush Emerald Coast United, Shipped 
1217321,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Mississippi, Shipped 
1217330,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush North Denver, Shipped 
1217343,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Minnesota, Shipped 
1217365,Shipped,6/25/2024,Older Than 5 Weeks,1,0,Rush Pensacola Fc, Shipped 
1217366,Shipped,6/25/2024,Older Than 5 Weeks,10,0,Rush Chicago North, Shipped 
1217375,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Nevada, Shipped 
1217382,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Northern Colorado, Shipped 
1217387,Shipped,6/25/2024,Older Than 5 Weeks,11,0,Rush Kansas, Shipped 
1217390,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush Mississippi, Shipped 
1217391,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Mississippi, Shipped 
1217392,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Wisconsin West, Shipped 
1217400,Shipped,6/25/2024,Older Than 5 Weeks,1,0,Rush Kansas, Shipped 
1217412,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Northern Colorado, Shipped 
1217418,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Idaho, Shipped 
1217423,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Northern Colorado, Shipped 
1217429,Shipped,6/25/2024,Older Than 5 Weeks,10,0,Rush East Penn, Shipped 
1217436,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Washington, Shipped 
1217440,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Kansas, Shipped 
1217452,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Gateway, Shipped 
1217455,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Wisconsin West, Shipped 
1217485,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Coastal Bayside, Shipped 
1217505,Shipped,6/25/2024,Older Than 5 Weeks,17,0,Rush Gateway, Shipped 
1217507,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Coastal Bayside, Shipped 
1217509,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Chicago Oswego, Shipped 
1217510,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush Wisconsin West, Shipped 
1217517,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Missouri, Shipped 
1217519,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Columbia Missouri, Shipped 
1217527,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush Missouri, Shipped 
1217538,Shipped,6/25/2024,Older Than 5 Weeks,11,0,Rush Kansas, Shipped 
1217549,Shipped,6/25/2024,Older Than 5 Weeks,2,0,Rush Mississippi, Shipped 
1217550,Shipped,6/25/2024,Older Than 5 Weeks,23,0,Rush Psd, Shipped 
1217554,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Wisconsin West, Shipped 
1217590,Shipped,6/25/2024,Older Than 5 Weeks,11,0,Rush Kansas, Shipped 
1217591,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Maryland, Shipped 
1217593,Shipped,6/25/2024,Older Than 5 Weeks,10,0,Rush Hawaii, Shipped 
1217628,Shipped,6/25/2024,Older Than 5 Weeks,2,0,Rush Hawaii, Shipped 
1217632,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush Gateway, Shipped 
1217640,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Iowa South, Shipped 
1217641,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Missouri, Shipped 
1217655,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Columbia Missouri, Shipped 
1217671,Shipped,6/25/2024,Older Than 5 Weeks,11,0,Rush Mississippi, Shipped 
1217675,Partially Shipped,6/25/2024,Older Than 5 Weeks,14,2,Rush East Penn, Open 
1217692,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush Kansas, Shipped 
1217694,Shipped,6/25/2024,Older Than 5 Weeks,17,0,Rush Kansas, Shipped 
1217697,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Columbia Missouri, Shipped 
1217702,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush La Krewe Lafayette, Shipped 
1217703,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Pennsylvania, Shipped 
1217716,Shipped,6/25/2024,Older Than 5 Weeks,15,0,Rush North Denver, Shipped 
1217719,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Alabama, Shipped 
1217726,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Columbia Missouri, Shipped 
1217727,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Coastal Bayside, Shipped 
1217739,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Chicago West, Shipped 
1217766,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Colorado, Shipped 
1217774,Shipped,6/25/2024,Older Than 5 Weeks,10,0,Rush Iowa, Shipped 
1217776,Shipped,6/25/2024,Older Than 5 Weeks,11,0,Rush Coastal Bayside, Shipped 
1217780,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Nevada, Shipped 
1217787,Shipped,6/25/2024,Older Than 5 Weeks,17,0,Rush North Denver, Shipped 
1217805,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Kansas, Shipped 
1217807,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Iowa, Shipped 
1217815,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Psd, Shipped 
1217819,Shipped,6/25/2024,Older Than 5 Weeks,15,0,Rush Mississippi, Shipped 
1217823,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush North Denver, Shipped 
1217835,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Columbia Missouri, Shipped 
1217843,Shipped,6/25/2024,Older Than 5 Weeks,14,0,Rush North Denver, Shipped 
1217862,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Union Georgia, Shipped 
1217871,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Nevada, Shipped 
1217880,Shipped,6/25/2024,Older Than 5 Weeks,9,0,Rush Chicago West, Shipped 
1217883,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush Missouri, Shipped 
1217917,Shipped,6/25/2024,Older Than 5 Weeks,10,0,Rush Coastal Bayside, Shipped 
1217928,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Tennessee Lobos, Shipped 
1217933,Shipped,6/25/2024,Older Than 5 Weeks,5,0,Rush California, Shipped 
1217937,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Csra, Shipped 
1217958,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Coastal Bayside, Shipped 
1217987,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Mississippi, Shipped 
1217995,Shipped,6/25/2024,Older Than 5 Weeks,11,0,Rush La Krewe Lafayette, Shipped 
1217996,Shipped,6/25/2024,Older Than 5 Weeks,8,0,Rush Iowa North, Shipped 
1217998,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Union Georgia, Shipped 
1218030,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Psd, Shipped 
1218031,Shipped,6/25/2024,Older Than 5 Weeks,4,0,Rush Nevada, Shipped 
1218044,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Washington, Shipped 
1218058,Shipped,6/26/2024,Older Than 5 Weeks,5,0,Rush Nevada, Shipped 
1218093,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Palm Beach, Shipped 
1218096,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Palm Beach, Shipped 
1218128,Shipped,6/26/2024,Older Than 5 Weeks,5,0,Rush Ac Delray, Shipped 
1218145,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Iowa, Shipped 
1218158,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush Ny Syracuse, Shipped 
1218159,Shipped,6/26/2024,Older Than 5 Weeks,12,0,Rush Columbia Missouri, Shipped 
1218162,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Ct Select, Shipped 
1218187,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Wisconsin West, Shipped 
1218189,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Wisconsin West, Shipped 
1218206,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Tennessee Lobos, Shipped 
1218212,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush Tennessee Lobos, Shipped 
1218216,Shipped,6/26/2024,Older Than 5 Weeks,13,0,Rush Iowa, Shipped 
1218227,Shipped,6/26/2024,Older Than 5 Weeks,12,0,Rush Mississippi, Shipped 
1218232,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush La Krewe Lafayette, Shipped 
1218237,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Kansas, Shipped 
1218244,Shipped,6/26/2024,Older Than 5 Weeks,5,0,Rush Mississippi, Shipped 
1218254,Shipped,6/26/2024,Older Than 5 Weeks,10,0,Rush Wisconsin West, Shipped 
1218257,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush Tennessee Lobos, Shipped 
1218270,Shipped,6/26/2024,Older Than 5 Weeks,14,0,Rush Star Cincinnati, Shipped 
1218271,Shipped,6/26/2024,Older Than 5 Weeks,8,0,Rush Tennessee Lobos, Shipped 
1218277,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Pennsylvania, Shipped 
1218281,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Mississippi, Shipped 
1218289,Shipped,6/26/2024,Older Than 5 Weeks,4,0,Rush Tennessee Lobos, Shipped 
1218292,Shipped,6/26/2024,Older Than 5 Weeks,13,0,Rush East Penn, Shipped 
1218294,Shipped,6/26/2024,Older Than 5 Weeks,10,0,Rush Maryland, Shipped 
1218305,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Coastal Bayside, Shipped 
1218307,Shipped,6/26/2024,Older Than 5 Weeks,6,0,Rush Tennessee Lobos, Shipped 
1218311,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Gateway, Shipped 
1218312,Shipped,6/26/2024,Older Than 5 Weeks,4,0,Rush North Denver, Shipped 
1218315,Shipped,6/26/2024,Older Than 5 Weeks,12,0,Rush Kansas, Shipped 
1218319,Shipped,6/26/2024,Older Than 5 Weeks,12,0,Rush Wisconsin West, Shipped 
1218332,Shipped,6/26/2024,Older Than 5 Weeks,6,0,Rush Kansas, Shipped 
1218342,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Kansas, Shipped 
1218345,Shipped,6/26/2024,Older Than 5 Weeks,8,0,Rush Tennessee Lobos, Shipped 
1218347,Shipped,6/26/2024,Older Than 5 Weeks,4,0,Rush Tennessee Lobos, Shipped 
1218348,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Wisconsin West, Shipped 
1218353,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush La Krewe Lafayette, Shipped 
1218371,Shipped,6/26/2024,Older Than 5 Weeks,12,0,Rush Tennessee Lobos, Shipped 
1218384,Shipped,6/26/2024,Older Than 5 Weeks,10,0,Rush Mississippi, Shipped 
1218394,Shipped,6/26/2024,Older Than 5 Weeks,8,0,Rush Emerald Coast United, Shipped 
1218397,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Iowa North, Shipped 
1218398,Shipped,6/26/2024,Older Than 5 Weeks,18,0,Rush Psd, Shipped 
1218410,Shipped,6/26/2024,Older Than 5 Weeks,15,0,Rush Union Georgia, Shipped 
1218426,Shipped,6/26/2024,Older Than 5 Weeks,10,0,Rush Coastal Bayside, Shipped 
1218430,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Tennessee Lobos, Shipped 
1218433,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush Maryland, Shipped 
1218434,Shipped,6/26/2024,Older Than 5 Weeks,13,0,Rush Pennsylvania, Shipped 
1218438,Shipped,6/26/2024,Older Than 5 Weeks,5,0,Rush Tennessee Lobos, Shipped 
1218443,Shipped,6/26/2024,Older Than 5 Weeks,8,0,Rush Hillsboro, Shipped 
1218447,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Tennessee Lobos, Shipped 
1218451,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush La Krewe Lafayette, Shipped 
1218457,Shipped,6/26/2024,Older Than 5 Weeks,4,0,Rush Nevada, Shipped 
1218458,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Minnesota, Shipped 
1218463,Shipped,6/26/2024,Older Than 5 Weeks,6,0,Rush Coastal Perdido, Shipped 
1218472,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Tennessee Lobos, Shipped 
1218475,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Mississippi, Shipped 
1218489,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Columbia Missouri, Shipped 
1218522,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush Hillsboro, Shipped 
1218539,Shipped,6/26/2024,Older Than 5 Weeks,8,0,Rush Missouri, Shipped 
1218543,Shipped,6/26/2024,Older Than 5 Weeks,10,0,Rush Coastal Perdido, Shipped 
1218568,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush Kansas, Shipped 
1218578,Shipped,6/26/2024,Older Than 5 Weeks,13,0,Rush Tennessee Lobos, Shipped 
1218579,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush Kansas, Shipped 
1218589,Shipped,6/26/2024,Older Than 5 Weeks,1,0,Rush Mountain, Shipped 
1218590,Shipped,6/26/2024,Older Than 5 Weeks,6,0,Rush Idaho, Shipped 
1218595,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Mississippi, Shipped 
1218604,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Victory, Shipped 
1218609,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush La Krewe Lafayette, Shipped 
1218619,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Tennessee Lobos, Shipped 
1218632,Shipped,6/26/2024,Older Than 5 Weeks,8,0,Rush Wisconsin West, Shipped 
1218655,Shipped,6/26/2024,Older Than 5 Weeks,4,0,Rush La Krewe Lafayette, Shipped 
1218662,Shipped,6/26/2024,Older Than 5 Weeks,14,0,Rush East Penn, Shipped 
1218669,Shipped,6/26/2024,Older Than 5 Weeks,5,0,Rush Mississippi, Shipped 
1218670,Shipped,6/26/2024,Older Than 5 Weeks,8,0,Rush Mississippi, Shipped 
1218681,Shipped,6/26/2024,Older Than 5 Weeks,8,0,Rush Tennessee Lobos, Shipped 
1218688,Shipped,6/26/2024,Older Than 5 Weeks,1,0,Rush Tennessee Lobos, Shipped 
1218693,Shipped,6/26/2024,Older Than 5 Weeks,15,0,Rush Chicago Oswego, Shipped 
1218702,Shipped,6/26/2024,Older Than 5 Weeks,15,0,Rush Iowa North, Shipped 
1218732,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Chicago Oswego, Shipped 
1218738,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush Pensacola Fc, Shipped 
1218741,Shipped,6/26/2024,Older Than 5 Weeks,10,0,Rush Nevada, Shipped 
1218743,Shipped,6/26/2024,Older Than 5 Weeks,5,0,Rush Iowa North, Shipped 
1218745,Shipped,6/26/2024,Older Than 5 Weeks,10,0,Rush Iowa, Shipped 
1218756,Shipped,6/26/2024,Older Than 5 Weeks,11,0,Rush La Krewe Lafayette, Shipped 
1218757,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Iowa, Shipped 
1218771,Shipped,6/26/2024,Older Than 5 Weeks,10,0,Rush Gateway, Shipped 
1218776,Shipped,6/26/2024,Older Than 5 Weeks,12,0,Rush Chicago North, Shipped 
1218787,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Gateway, Shipped 
1218800,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Maryland, Shipped 
1218802,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Nevada, Shipped 
1218803,Shipped,6/26/2024,Older Than 5 Weeks,14,0,Rush Tennessee Lobos, Shipped 
1218804,Shipped,6/26/2024,Older Than 5 Weeks,13,0,Rush Pensacola Fc, Shipped 
1218806,Shipped,6/26/2024,Older Than 5 Weeks,5,0,Rush Kansas, Shipped 
1218810,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Nevada, Shipped 
1218817,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Tennessee Lobos, Shipped 
1218823,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Iowa, Shipped 
1218826,Shipped,6/26/2024,Older Than 5 Weeks,12,0,Rush Kansas, Shipped 
1218830,Shipped,6/26/2024,Older Than 5 Weeks,12,0,Rush Hawaii, Shipped 
1218840,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Iowa, Shipped 
1218848,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush Coastal Perdido, Shipped 
1218850,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Iowa, Shipped 
1218856,Shipped,6/26/2024,Older Than 5 Weeks,6,0,Rush Palm Beach, Shipped 
1218860,Shipped,6/26/2024,Older Than 5 Weeks,6,0,Rush Kansas, Shipped 
1218862,Shipped,6/26/2024,Older Than 5 Weeks,28,0,Rush San Jose, Shipped 
1218864,Shipped,6/26/2024,Older Than 5 Weeks,1,0,Rush Tennessee Lobos, Shipped 
1218876,Shipped,6/26/2024,Older Than 5 Weeks,4,0,Rush La Krewe Lafayette, Shipped 
1218883,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush La Krewe Lafayette, Shipped 
1218890,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Kansas, Shipped 
1218901,Shipped,6/26/2024,Older Than 5 Weeks,5,0,Rush Kansas, Shipped 
1218916,Shipped,6/26/2024,Older Than 5 Weeks,6,0,Rush Minnesota, Shipped 
1218922,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Tennessee Lobos, Shipped 
1218943,Shipped,6/26/2024,Older Than 5 Weeks,4,0,Rush Columbia Missouri, Shipped 
1218953,Shipped,6/26/2024,Older Than 5 Weeks,15,0,Rush Iowa, Shipped 
1218957,Shipped,6/26/2024,Older Than 5 Weeks,12,0,Rush Coastal Perdido, Shipped 
