Order ID,Order Status,Order Date,Order Range,Shipped Quantity,Unshipped Quantity,Club,Combined Order Status
567309,Shipped,1/2/2024,Older Than 5 Weeks,3,0,Rush National Soccer, Shipped 
567586,Shipped,1/5/2024,Older Than 5 Weeks,1,0,Rush Coaches, Shipped 
567631,Shipped,1/6/2024,Older Than 5 Weeks,2,0,Rush Coaches, Shipped 
567812,Shipped,1/8/2024,Older Than 5 Weeks,1,0,Rush Psd, Shipped 
567965,Shipped,1/9/2024,Older Than 5 Weeks,5,0,Rush Vsa, Shipped 
568147,Shipped,1/11/2024,Older Than 5 Weeks,1,0,Rush Virginia, Shipped 
568174,Shipped,1/11/2024,Older Than 5 Weeks,4,0,Rush National Soccer, Shipped 
568324,Shipped,1/13/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
568623,Shipped,1/17/2024,Older Than 5 Weeks,1,0,Rush Coaches, Shipped 
568668,Shipped,1/17/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
568972,Shipped,1/21/2024,Older Than 5 Weeks,1,0,Rush Ny Albany, Shipped 
569143,Shipped,1/22/2024,Older Than 5 Weeks,3,0,Rush National Soccer, Shipped 
569503,Shipped,1/26/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
569671,Shipped,1/28/2024,Older Than 5 Weeks,2,0,Rush Wisconsin, Shipped 
569699,Shipped,1/28/2024,Older Than 5 Weeks,13,0,Rush Coaches, Shipped 
569857,Shipped,1/29/2024,Older Than 5 Weeks,4,0,Rush Coastal Perdido, Shipped 
570054,Shipped,1/30/2024,Older Than 5 Weeks,4,0,Rush National Soccer, Shipped 
570108,Shipped,1/30/2024,Older Than 5 Weeks,2,0,Rush New England, Shipped 
570314,Shipped,1/31/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
570317,Shipped,1/31/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
570364,Shipped,1/31/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
570507,Shipped,2/1/2024,Older Than 5 Weeks,10,0,Rush Bluffton, Shipped 
570525,Shipped,2/1/2024,Older Than 5 Weeks,2,0,Rush Vsa, Shipped 
570580,Shipped,2/2/2024,Older Than 5 Weeks,2,0,Rush Coaches, Shipped 
570614,Shipped,2/2/2024,Older Than 5 Weeks,20,0,Rush Vsa, Shipped 
570615,Shipped,2/2/2024,Older Than 5 Weeks,5,0,Rush Vsa, Shipped 
570787,Shipped,2/4/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
570797,Shipped,2/4/2024,Older Than 5 Weeks,2,0,Rush Ny Select, Shipped 
570873,Shipped,2/4/2024,Older Than 5 Weeks,3,0,Rush Washington, Shipped 
570878,Shipped,2/4/2024,Older Than 5 Weeks,3,0,Rush National Soccer, Shipped 
570989,Shipped,2/5/2024,Older Than 5 Weeks,2,0,Rush Vsa, Shipped 
571050,Shipped,2/6/2024,Older Than 5 Weeks,9,0,Rush Coaches, Shipped 
571167,Shipped,2/7/2024,Older Than 5 Weeks,2,0,Rush Virginia, Shipped 
571251,Shipped,2/8/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
571294,Shipped,2/8/2024,Older Than 5 Weeks,4,0,Rush Iowa, Shipped 
571408,Shipped,2/9/2024,Older Than 5 Weeks,1,0,Rush Coaches, Shipped 
571433,Shipped,2/9/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
571452,Shipped,2/9/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
571492,Shipped,2/10/2024,Older Than 5 Weeks,1,0,Rush Coaches, Shipped 
571509,Shipped,2/10/2024,Older Than 5 Weeks,3,0,Rush National Soccer, Shipped 
571547,Shipped,2/10/2024,Older Than 5 Weeks,1,0,Rush Hawaii, Shipped 
571706,Shipped,2/12/2024,Older Than 5 Weeks,2,0,Rush Mississippi, Shipped 
571770,Shipped,2/12/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
571934,Shipped,2/13/2024,Older Than 5 Weeks,1,0,Rush Idaho, Shipped 
571951,Shipped,2/13/2024,Older Than 5 Weeks,3,0,Rush National Soccer, Shipped 
572021,Shipped,2/14/2024,Older Than 5 Weeks,1,0,Rush Phoenix, Shipped 
572023,Shipped,2/14/2024,Older Than 5 Weeks,1,0,Rush Colorado, Shipped 
572025,Shipped,2/14/2024,Older Than 5 Weeks,3,0,Rush Florida, Shipped 
572378,Shipped,2/17/2024,Older Than 5 Weeks,2,0,Rush Coaches, Shipped 
572435,Shipped,2/17/2024,Older Than 5 Weeks,1,0,Rush Kansas Wichita, Shipped 
572642,Shipped,2/19/2024,Older Than 5 Weeks,3,0,Rush Twin Cities, Shipped 
572756,Shipped,2/20/2024,Older Than 5 Weeks,2,0,Rush Pennsylvania, Shipped 
572900,Shipped,2/21/2024,Older Than 5 Weeks,2,0,Rush Coaches, Shipped 
572922,Shipped,2/21/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
573021,Shipped,2/22/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
573500,Shipped,2/26/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
573626,Shipped,2/26/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
574196,Shipped,2/29/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
574272,Shipped,3/1/2024,Older Than 5 Weeks,11,0,Rush Vsa, Shipped 
574284,Shipped,3/1/2024,Older Than 5 Weeks,3,0,Rush Vsa, Shipped 
574302,Shipped,3/1/2024,Older Than 5 Weeks,3,0,Rush Vsa, Shipped 
574360,Shipped,3/2/2024,Older Than 5 Weeks,8,0,Rush Coaches, Shipped 
574410,Shipped,3/2/2024,Older Than 5 Weeks,1,0,Rush Iowa, Shipped 
574427,Shipped,3/2/2024,Older Than 5 Weeks,6,0,Rush Pennsylvania, Shipped 
574434,Shipped,3/2/2024,Older Than 5 Weeks,5,0,Rush Vsa, Shipped 
574450,Shipped,3/2/2024,Older Than 5 Weeks,2,0,Rush Twin Cities, Shipped 
574604,Shipped,3/4/2024,Older Than 5 Weeks,6,0,Rush Quad Cities, Shipped 
574611,Shipped,3/4/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
574703,Shipped,3/4/2024,Older Than 5 Weeks,3,0,Rush Vsa, Shipped 
574719,Shipped,3/4/2024,Older Than 5 Weeks,3,0,Rush Kansas Wichita, Shipped 
574795,Shipped,3/5/2024,Older Than 5 Weeks,2,0,Rush Pennsylvania, Shipped 
574865,Shipped,3/5/2024,Older Than 5 Weeks,5,0,Rush Vsa, Shipped 
575014,Shipped,3/6/2024,Older Than 5 Weeks,4,0,Rush Vsa, Shipped 
575082,Shipped,3/7/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
575114,Shipped,3/7/2024,Older Than 5 Weeks,1,0,Rush Canada, Shipped 
575204,Shipped,3/8/2024,Older Than 5 Weeks,1,0,Rush Coaches, Shipped 
575265,Shipped,3/8/2024,Older Than 5 Weeks,15,0,Rush Vsa, Shipped 
575291,Shipped,3/8/2024,Older Than 5 Weeks,1,0,Rush Florida, Shipped 
575366,Shipped,3/9/2024,Older Than 5 Weeks,1,0,Rush Coaches, Shipped 
575532,Shipped,3/10/2024,Older Than 5 Weeks,2,0,Rush United Fc, Shipped 
575666,Shipped,3/11/2024,Older Than 5 Weeks,2,0,Rush Twin Cities, Shipped 
575670,Shipped,3/11/2024,Older Than 5 Weeks,1,0,Rush Vsa, Shipped 
575743,Shipped,3/12/2024,Older Than 5 Weeks,3,0,Rush Twin Cities, Shipped 
575751,Shipped,3/12/2024,Older Than 5 Weeks,2,0,Rush Pennsylvania, Shipped 
576001,Shipped,3/14/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
576002,Shipped,3/14/2024,Older Than 5 Weeks,1,0,Rush Coaches, Shipped 
576032,Shipped,3/14/2024,Older Than 5 Weeks,14,0,Rush Vsa, Shipped 
576288,Shipped,3/17/2024,Older Than 5 Weeks,1,0,Rush Southwest Missouri, Shipped 
576370,Shipped,3/17/2024,Older Than 5 Weeks,2,0,Rush Coaches, Shipped 
576386,Shipped,3/17/2024,Older Than 5 Weeks,3,0,Rush National Soccer, Shipped 
576505,Shipped,3/18/2024,Older Than 5 Weeks,6,0,Rush Vsa, Shipped 
576760,Shipped,3/20/2024,Older Than 5 Weeks,6,0,Rush Vsa, Shipped 
576770,Shipped,3/20/2024,Older Than 5 Weeks,3,0,Rush National Soccer, Shipped 
576825,Shipped,3/20/2024,Older Than 5 Weeks,3,0,Rush Idaho, Shipped 
576929,Shipped,3/21/2024,Older Than 5 Weeks,3,0,Rush Vsa, Shipped 
576959,Shipped,3/21/2024,Older Than 5 Weeks,2,0,Rush Vsa, Shipped 
577154,Shipped,3/23/2024,Older Than 5 Weeks,1,0,Rush Idaho, Shipped 
577165,Shipped,3/24/2024,Older Than 5 Weeks,4,0,Rush National Soccer, Shipped 
577195,Shipped,3/24/2024,Older Than 5 Weeks,6,0,Rush National Soccer, Shipped 
577196,Shipped,3/24/2024,Older Than 5 Weeks,3,0,Rush National Soccer, Shipped 
577237,Shipped,3/24/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
577267,Shipped,3/25/2024,Older Than 5 Weeks,3,0,Rush San Jose, Shipped 
577493,Shipped,3/26/2024,Older Than 5 Weeks,3,0,Rush Vsa, Shipped 
577504,Shipped,3/27/2024,Older Than 5 Weeks,1,0,Rush Twin Cities, Shipped 
577525,Shipped,3/27/2024,Older Than 5 Weeks,3,0,Rush Hawaii, Shipped 
577626,Shipped,3/28/2024,Older Than 5 Weeks,3,0,Rush Bluffton, Shipped 
577760,Shipped,3/30/2024,Older Than 5 Weeks,6,0,Rush Coaches, Shipped 
577830,Shipped,3/31/2024,Older Than 5 Weeks,6,0,Rush Pennsylvania, Shipped 
578069,Shipped,4/3/2024,Older Than 5 Weeks,3,0,Rush Coaches, Shipped 
578318,Shipped,4/6/2024,Older Than 5 Weeks,1,0,Rush Twin Cities, Shipped 
578435,Shipped,4/8/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
578530,Shipped,4/9/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
578647,Shipped,4/11/2024,Older Than 5 Weeks,4,0,Rush Pikes Peak, Shipped 
578712,Shipped,4/12/2024,Older Than 5 Weeks,1,0,Rush Pennsylvania, Shipped 
578713,Shipped,4/12/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
578718,Shipped,4/12/2024,Older Than 5 Weeks,8,0,Rush Twin Cities, Shipped 
578767,Shipped,4/13/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
578803,Shipped,4/14/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
578889,Shipped,4/15/2024,Older Than 5 Weeks,1,0,Rush Pennsylvania, Shipped 
578890,Shipped,4/15/2024,Older Than 5 Weeks,4,0,Rush Coaches, Shipped 
578891,Shipped,4/15/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
578946,Shipped,4/16/2024,Older Than 5 Weeks,2,0,Rush Twin Cities, Shipped 
579067,Shipped,4/18/2024,Older Than 5 Weeks,20,0,Rush National Soccer, Shipped 
579082,Shipped,4/18/2024,Older Than 5 Weeks,2,0,Rush Pennsylvania, Shipped 
579091,Shipped,4/18/2024,Older Than 5 Weeks,4,0,Rush Coaches, Shipped 
579105,Shipped,4/19/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
579153,Shipped,4/20/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
579180,Shipped,4/20/2024,Older Than 5 Weeks,5,0,Rush Coaches, Shipped 
579201,Shipped,4/21/2024,Older Than 5 Weeks,2,0,Rush Pennsylvania, Shipped 
579205,Shipped,4/21/2024,Older Than 5 Weeks,2,0,Rush Twin Cities, Shipped 
579206,Shipped,4/21/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
579298,Shipped,4/23/2024,Older Than 5 Weeks,3,0,Rush Coaches, Shipped 
579311,Shipped,4/23/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
579317,Shipped,4/23/2024,Older Than 5 Weeks,2,0,Rush Virginia, Shipped 
579340,Shipped,4/24/2024,Older Than 5 Weeks,1,0,Rush North Denver, Shipped 
579437,Shipped,4/26/2024,Older Than 5 Weeks,17,0,Rush Coaches, Shipped 
579550,Shipped,4/29/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
579551,Shipped,4/29/2024,Older Than 5 Weeks,4,0,Rush Coaches, Shipped 
579618,Shipped,4/30/2024,Older Than 5 Weeks,2,0,Rush Coaches, Shipped 
579619,Shipped,4/30/2024,Older Than 5 Weeks,4,0,Rush National Soccer, Shipped 
579636,Shipped,4/30/2024,Older Than 5 Weeks,2,0,Rush Pennsylvania, Shipped 
579639,Shipped,4/30/2024,Older Than 5 Weeks,2,0,Rush Coaches, Shipped 
579706,Shipped,5/2/2024,Older Than 5 Weeks,8,0,Rush Coaches, Shipped 
579781,Shipped,5/4/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
579787,Shipped,5/4/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
579790,Shipped,5/5/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
579835,Shipped,5/6/2024,Older Than 5 Weeks,5,0,Rush National Soccer, Shipped 
579839,Shipped,5/6/2024,Older Than 5 Weeks,10,0,Rush Coaches, Shipped 
579876,Shipped,5/7/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
579904,Shipped,5/8/2024,Older Than 5 Weeks,5,0,Rush Minnesota, Shipped 
579923,Shipped,5/8/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
579934,Shipped,5/9/2024,Older Than 5 Weeks,1,0,Rush Virginia, Shipped 
579947,Shipped,5/9/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
580002,Shipped,5/11/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
580132,Shipped,5/16/2024,Older Than 5 Weeks,1,0,Rush Twin Cities, Shipped 
580145,Shipped,5/16/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
580180,Shipped,5/18/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
580201,Shipped,5/19/2024,Older Than 5 Weeks,3,0,Rush National Soccer, Shipped 
580265,Shipped,5/21/2024,Older Than 5 Weeks,6,0,Rush National Soccer, Shipped 
580288,Shipped,5/22/2024,Older Than 5 Weeks,7,0,Rush National Soccer, Shipped 
580302,Shipped,5/23/2024,Older Than 5 Weeks,8,0,Rush Coaches, Shipped 
580347,Shipped,5/25/2024,Older Than 5 Weeks,4,0,Rush Twin Cities, Shipped 
580454,Shipped,5/28/2024,Older Than 5 Weeks,3,0,Rush Canada, Shipped 
580461,Shipped,5/28/2024,Older Than 5 Weeks,1,0,Rush Virginia, Shipped 
580477,Shipped,5/29/2024,Older Than 5 Weeks,3,0,Rush Twin Cities, Shipped 
580481,Shipped,5/29/2024,Older Than 5 Weeks,4,0,Rush Coaches, Shipped 
580532,Shipped,5/30/2024,Older Than 5 Weeks,4,0,Rush National Soccer, Shipped 
580536,Shipped,5/31/2024,Older Than 5 Weeks,1,0,Rush Twin Cities, Shipped 
580596,Shipped,6/1/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
580615,Shipped,6/1/2024,Older Than 5 Weeks,2,0,Rush Coaches, Shipped 
580634,Shipped,6/2/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
580660,Shipped,6/2/2024,Older Than 5 Weeks,1,0,Rush Coaches, Shipped 
580725,Shipped,6/3/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
580736,Shipped,6/3/2024,Older Than 5 Weeks,3,0,Rush Pennsylvania, Shipped 
580745,Shipped,6/4/2024,Older Than 5 Weeks,24,0,Rush Coaches, Shipped 
580952,Shipped,6/7/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
580955,Shipped,6/7/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
580990,Shipped,6/8/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
580999,Shipped,6/8/2024,Older Than 5 Weeks,2,0,Rush Ny Syracuse, Shipped 
581047,Shipped,6/9/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
581117,Shipped,6/10/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
581123,Shipped,6/10/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
581170,Shipped,6/11/2024,Older Than 5 Weeks,3,0,Rush Quad Cities, Shipped 
581269,Shipped,6/13/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
581275,Shipped,6/13/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
581305,Shipped,6/14/2024,Older Than 5 Weeks,20,0,Rush Vsa, Shipped 
581332,Shipped,6/14/2024,Older Than 5 Weeks,4,0,Rush National Soccer, Shipped 
581340,Shipped,6/15/2024,Older Than 5 Weeks,1,0,Rush Hawaii, Shipped 
581351,Partially Shipped,6/15/2024,Older Than 5 Weeks,16,1,Rush Vsa, Open 
581452,Shipped,6/17/2024,Older Than 5 Weeks,15,0,Rush Vsa, Shipped 
581455,Shipped,6/17/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581456,Shipped,6/17/2024,Older Than 5 Weeks,18,0,Rush Vsa, Shipped 
581459,Shipped,6/17/2024,Older Than 5 Weeks,18,0,Rush Vsa, Shipped 
581463,Shipped,6/17/2024,Older Than 5 Weeks,20,0,Rush Vsa, Shipped 
581477,Shipped,6/18/2024,Older Than 5 Weeks,22,0,Rush Vsa, Shipped 
581478,Shipped,6/18/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581481,Shipped,6/18/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581482,Shipped,6/18/2024,Older Than 5 Weeks,22,0,Rush Vsa, Shipped 
581483,Shipped,6/18/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581484,Partially Shipped,6/18/2024,Older Than 5 Weeks,18,1,Rush Vsa, Open 
581488,Shipped,6/18/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581500,Shipped,6/18/2024,Older Than 5 Weeks,2,0,Rush Pennsylvania, Shipped 
581501,Shipped,6/18/2024,Older Than 5 Weeks,25,0,Rush Vsa, Shipped 
581502,Shipped,6/18/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581511,Shipped,6/18/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581522,Shipped,6/19/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
581523,Shipped,6/19/2024,Older Than 5 Weeks,11,0,Rush Vsa, Shipped 
581528,Shipped,6/19/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581531,Shipped,6/19/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581533,Shipped,6/19/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581534,Shipped,6/19/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581535,Shipped,6/19/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581536,Shipped,6/19/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581537,Shipped,6/19/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581538,Shipped,6/19/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581539,Shipped,6/19/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581541,Shipped,6/19/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581548,Shipped,6/19/2024,Older Than 5 Weeks,19,0,Rush Vsa, Shipped 
581553,Shipped,6/19/2024,Older Than 5 Weeks,3,0,Rush Coaches, Shipped 
581568,Shipped,6/19/2024,Older Than 5 Weeks,10,0,Rush Vsa, Shipped 
581574,Shipped,6/19/2024,Older Than 5 Weeks,6,0,Rush Vsa, Shipped 
581579,Shipped,6/19/2024,Older Than 5 Weeks,14,0,Rush Vsa, Shipped 
581583,Shipped,6/20/2024,Older Than 5 Weeks,18,0,Rush Vsa, Shipped 
581610,Shipped,6/20/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581643,Shipped,6/21/2024,Older Than 5 Weeks,18,0,Rush Vsa, Shipped 
581654,Shipped,6/21/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581674,Shipped,6/22/2024,Older Than 5 Weeks,2,0,Rush Vsa, Shipped 
581679,Shipped,6/22/2024,Older Than 5 Weeks,21,0,Rush Vsa, Shipped 
581681,Shipped,6/22/2024,Older Than 5 Weeks,6,0,Rush Vsa, Shipped 
581682,Shipped,6/22/2024,Older Than 5 Weeks,20,0,Rush Vsa, Shipped 
581683,Shipped,6/22/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581687,Shipped,6/22/2024,Older Than 5 Weeks,10,0,Rush Vsa, Shipped 
581689,Shipped,6/22/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581690,Shipped,6/22/2024,Older Than 5 Weeks,18,0,Rush Vsa, Shipped 
581692,Shipped,6/22/2024,Older Than 5 Weeks,2,0,Rush Vsa, Shipped 
581694,Shipped,6/22/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581701,Shipped,6/22/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581712,Shipped,6/23/2024,Older Than 5 Weeks,6,0,Rush Vsa, Shipped 
581713,Shipped,6/23/2024,Older Than 5 Weeks,9,0,Rush Vsa, Shipped 
581716,Shipped,6/23/2024,Older Than 5 Weeks,11,0,Rush Vsa, Shipped 
581719,Shipped,6/23/2024,Older Than 5 Weeks,7,0,Rush Vsa, Shipped 
581720,Shipped,6/23/2024,Older Than 5 Weeks,6,0,Rush Vsa, Shipped 
581722,Shipped,6/23/2024,Older Than 5 Weeks,4,0,Rush Vsa, Shipped 
581727,Shipped,6/23/2024,Older Than 5 Weeks,19,0,Rush Vsa, Shipped 
581731,Partially Shipped,6/23/2024,Older Than 5 Weeks,16,2,Rush Vsa, Open 
581732,Shipped,6/23/2024,Older Than 5 Weeks,2,0,Rush Coaches, Shipped 
581760,Shipped,6/24/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581763,Shipped,6/24/2024,Older Than 5 Weeks,14,0,Rush Vsa, Shipped 
581766,Shipped,6/24/2024,Older Than 5 Weeks,2,0,Rush Vsa, Shipped 
581783,Shipped,6/24/2024,Older Than 5 Weeks,3,0,Rush Vsa, Shipped 
581785,Shipped,6/24/2024,Older Than 5 Weeks,17,0,Rush Vsa, Shipped 
581786,Shipped,6/24/2024,Older Than 5 Weeks,15,0,Rush Vsa, Shipped 
581787,Shipped,6/24/2024,Older Than 5 Weeks,20,0,Rush Vsa, Shipped 
581793,Shipped,6/24/2024,Older Than 5 Weeks,18,0,Rush Vsa, Shipped 
581805,Partially Shipped,6/24/2024,Older Than 5 Weeks,20,1,Rush Vsa, Open 
581808,Shipped,6/25/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581818,Shipped,6/25/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581824,Shipped,6/25/2024,Older Than 5 Weeks,31,0,Rush Vsa, Shipped 
581825,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Vsa, Shipped 
581827,Shipped,6/25/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
581828,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Vsa, Shipped 
581835,Shipped,6/25/2024,Older Than 5 Weeks,6,0,Rush Vsa, Shipped 
581837,Shipped,6/25/2024,Older Than 5 Weeks,7,0,Rush Vsa, Shipped 
581840,Shipped,6/25/2024,Older Than 5 Weeks,11,0,Rush Vsa, Shipped 
581843,Shipped,6/25/2024,Older Than 5 Weeks,12,0,Rush Vsa, Shipped 
581858,Shipped,6/25/2024,Older Than 5 Weeks,15,0,Rush Vsa, Shipped 
581862,Shipped,6/25/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581863,Shipped,6/25/2024,Older Than 5 Weeks,3,0,Rush National Soccer, Shipped 
581868,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Vsa, Shipped 
581870,Shipped,6/26/2024,Older Than 5 Weeks,12,0,Rush Vsa, Shipped 
581871,Shipped,6/26/2024,Older Than 5 Weeks,5,0,Rush Vsa, Shipped 
581874,Shipped,6/26/2024,Older Than 5 Weeks,4,0,Rush Vsa, Shipped 
581875,Shipped,6/26/2024,Older Than 5 Weeks,9,0,Rush Vsa, Shipped 
581876,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush Vsa, Shipped 
581877,Shipped,6/26/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
581879,Shipped,6/26/2024,Older Than 5 Weeks,19,0,Rush Vsa, Shipped 
581880,Shipped,6/26/2024,Older Than 5 Weeks,3,0,Rush Vsa, Shipped 
581896,Shipped,6/26/2024,Older Than 5 Weeks,19,0,Rush Vsa, Shipped 
581900,Shipped,6/26/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581901,Shipped,6/26/2024,Older Than 5 Weeks,7,0,Rush Vsa, Shipped 
581908,Shipped,6/26/2024,Older Than 5 Weeks,16,0,Rush Vsa, Shipped 
581916,Shipped,6/27/2024,Older Than 5 Weeks,13,0,Rush Vsa, Shipped 
581922,Shipped,6/27/2024,Older Than 5 Weeks,1,0,Rush National Soccer, Shipped 
581927,Shipped,6/27/2024,Older Than 5 Weeks,2,0,Rush National Soccer, Shipped 
581931,Shipped,6/27/2024,Older Than 5 Weeks,11,0,Rush Vsa, Shipped 
581938,Partially Shipped,6/27/2024,Older Than 5 Weeks,15,1,Rush Vsa, Open 
581939,Shipped,6/27/2024,Older Than 5 Weeks,7,0,Rush Vsa, Shipped 
581963,Shipped,6/28/2024,Older Than 5 Weeks,8,0,Rush Vsa, Shipped 
581966,Shipped,6/28/2024,Older Than 5 Weeks,4,0,Rush Kansas Wichita, Shipped 
581973,Shipped,6/28/2024,Older Than 5 Weeks,15,0,Rush Vsa, Shipped 
581982,Partially Shipped,6/28/2024,Older Than 5 Weeks,1,2,Rush Vsa, Open 
582007,Shipped,6/29/2024,Older Than 5 Weeks,3,0,Rush National Soccer, Shipped 
582020,Shipped,6/29/2024,Older Than 5 Weeks,18,0,Rush Vsa, Shipped 
582021,Shipped,6/29/2024,Older Than 5 Weeks,10,0,Rush Vsa, Shipped 
582023,Shipped,6/29/2024,Older Than 5 Weeks,2,0,Rush Vsa, Shipped 
582024,Shipped,6/29/2024,Older Than 5 Weeks,12,0,Rush Vsa, Shipped 
582027,Partially Shipped,6/29/2024,Older Than 5 Weeks,18,1,Rush Vsa, Open 
582028,Shipped,6/29/2024,Older Than 5 Weeks,8,0,Rush Vsa, Shipped 
582030,Shipped,6/29/2024,Older Than 5 Weeks,3,0,Rush Vsa, Shipped 
582031,Shipped,6/29/2024,Older Than 5 Weeks,4,0,Rush Vsa, Shipped 
582033,Partially Shipped,6/30/2024,Older Than 5 Weeks,12,1,Rush Vsa, Open 
582038,Shipped,6/30/2024,Older Than 5 Weeks,2,0,Rush Vsa, Shipped 
582040,Shipped,6/30/2024,Older Than 5 Weeks,6,0,Rush Vsa, Shipped 
582047,Partially Shipped,6/30/2024,Older Than 5 Weeks,11,1,Rush Vsa, Open 
582050,Shipped,6/30/2024,Older Than 5 Weeks,5,0,Rush Vsa, Shipped 
